taxonKey,scientificName,rank,taxonomicStatus,kingdom,includes
2705857,Brachiaria platyphylla,SPECIES,ACCEPTED,Plantae,2705857: Brachiaria platyphylla (Munro ex C.Wright) Nash | 2705854: Urochloa platyphylla (Munro ex C.Wright) R.D.Webster
5290143,Brachypodium distachyon,SPECIES,ACCEPTED,Plantae,5290143: Brachypodium distachyon (L.) P.Beauv.
5290144,Brachypodium phoenicoides,SPECIES,ACCEPTED,Plantae,5290144: Brachypodium phoenicoides (L.) Roem. & Schult.
3144603,Brachyscome iberidifolia,SPECIES,ACCEPTED,Plantae,NA
2928153,Branchiodrilus hortensis,NA,NA,NA,NA
2308574,Branchiura sowerbyi,SPECIES,ACCEPTED,Animalia,"2308574: Branchiura sowerbyi Beddard, 1892"
5232437,Branta canadensis,SPECIES,ACCEPTED,Animalia,"5232437: Branta canadensis (Linnaeus, 1758) | 5232443: Branta canadensis parvipes (Cassin, 1852) | 7191098: Branta canadensis canadensis"
5232452,Branta hutchinsii,SPECIES,ACCEPTED,Animalia,"7191099: Branta hutchinsii hutchinsii | 5232452: Branta hutchinsii (Richardson, 1832) | 5232463: Branta canadensis hutchinsi (Richardson, 1832) | 5232453: Branta hutchinsii minima Ridgway, 1885 | 5232460: Branta hutchinsii taverneri Delacour, 1951"
5232445,Branta sandvicensis,SPECIES,ACCEPTED,Animalia,"5232445: Branta sandvicensis (Vigors, 1834)"
3042799,Brassica barrelieri,SPECIES,ACCEPTED,Plantae,3042799: Brassica barrelieri (L.) Janka
3042925,Brassica carinata,SPECIES,ACCEPTED,Plantae,3042925: Brassica carinata A.Braun
2447418,Brassica elongata,NA,NA,NA,NA
9603492,Brassica elongata,NA,NA,NA,NA
7227181,Brassica elongata,NA,NA,NA,NA
5544928,Brassica elongata,NA,NA,NA,NA
11844792,Brassica elongata,NA,NA,NA,NA
9405645,Brassica elongata,NA,NA,NA,NA
5581279,Brassica elongata,NA,NA,NA,NA
4036350,Brassica elongata,NA,NA,NA,NA
7226804,Brassica elongata,NA,NA,NA,NA
7757431,Brassica elongata,NA,NA,NA,NA
7224069,Brassica elongata,NA,NA,NA,NA
7272185,Brassica elongata,NA,NA,NA,NA
12205713,Brassica elongata,NA,NA,NA,NA
7295374,Brassica elongata,NA,NA,NA,NA
7267631,Brassica elongata,NA,NA,NA,NA
4270548,Brassica elongata,NA,NA,NA,NA
7440977,Brassica elongata,NA,NA,NA,NA
7272439,Brassica elongata,NA,NA,NA,NA
2444221,Brassica elongata,NA,NA,NA,NA
4925890,Brassica elongata,NA,NA,NA,NA
3042889,Brassica elongata,NA,NA,NA,NA
8421432,Brassica elongata,NA,NA,NA,NA
3596131,Brassica elongata,NA,NA,NA,NA
6313051,Brassica elongata,NA,NA,NA,NA
9537212,Brassica elongata,NA,NA,NA,NA
7225712,Brassica elongata,NA,NA,NA,NA
2914404,Brassica elongata,NA,NA,NA,NA
7222255,Brassica elongata,NA,NA,NA,NA
9508942,Brassica elongata,NA,NA,NA,NA
5365494,Brassica elongata integrifolia,NA,NA,NA,NA
3042751,Brassica juncea,SPECIES,ACCEPTED,Plantae,3042751: Brassica juncea (L.) Czern.
3042636,Brassica napus,SPECIES,ACCEPTED,Plantae,3042636: Brassica napus L. | 7225635: Brassica napus subsp. napus | 7801836: Brassica napus subsp. napobrassica (L.) O.Schwarz | 6392906: Brassica napus var. napus
3042845,Brassica oleracea,SPECIES,ACCEPTED,Plantae,"3042845: Brassica oleracea L. | 3042853: Brassica oleracea subsp. caulorapa (DC.) Metzg. | 7836447: Brassica oleracea subsp. capitata (L.) Schübl. & G.Martens, 1834"
7903057,Brassica rapa,SPECIES,ACCEPTED,Plantae,7903057: Brassica rapa L. | 3042723: Brassica rapa subsp. campestris (L.) A.R.Clapham | 7225636: Brassica rapa subsp. rapa | 6449378: Brassica rapa var. oleifera DC. | 3042702: Brassica rapa subsp. chinensis (L.) Hanelt
3042624,Brassica tournefortii,SPECIES,ACCEPTED,Plantae,3042624: Brassica tournefortii Gouan
2152822,Bratislavia dadayi,NA,NA,NA,NA
2702792,Briza maxima,SPECIES,ACCEPTED,Plantae,2702792: Briza maxima L.
2702793,Briza minor,SPECIES,ACCEPTED,Plantae,2702793: Briza minor L.
5381097,Bromus alopecuros,NA,NA,NA,NA
5341768,Bromus arenarius,NA,NA,NA,NA
2703731,Bromus brevis,SPECIES,ACCEPTED,Plantae,NA
2703682,Bromus briziformis,SPECIES,ACCEPTED,Plantae,NA
2703712,Bromus carinatus,SPECIES,ACCEPTED,Plantae,NA
2703723,Bromus catharticus,SPECIES,ACCEPTED,Plantae,2703723: Bromus catharticus Vahl | 2703727: Ceratochloa cathartica (Vahl) Herter | 2703724: Ceratochloa unioloides (Willd.) P.Beauv.
5539680,Bromus danthoniae,NA,NA,NA,NA
2703760,Bromus diandrus,SPECIES,ACCEPTED,Plantae,2703760: Bromus diandrus Roth | 8190105: Bromus diandrus subsp. diandrus | 2703761: Anisantha diandra (Roth) Tutin ex Tzvelev
4124881,Bromus ferronii,SPECIES,ACCEPTED,Plantae,NA
4131042,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,4131042: Bromus hordeaceus subsp. longipedicellatus Spalton
5347854,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2453826,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
8782549,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
5352425,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7331861,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7421129,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2717402,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2653392,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7293222,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7753114,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2176168,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7455425,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
8257857,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7266343,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2974921,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7225471,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2444141,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2453882,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
5831060,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7223177,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
4248063,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
4048052,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7225621,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
3047147,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7925720,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
6369140,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2444221,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
3802956,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7277946,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
6084799,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7226794,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7225712,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7070211,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7327959,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
8338571,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
4115425,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2161911,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
8358048,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7272439,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
4250676,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
3922770,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2769073,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
10755213,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
3611735,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
5365494,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
3898065,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
6308164,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7066596,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
4925890,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7068845,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
8323119,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
5373483,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7219988,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
4123394,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
6432925,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
4132112,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
2445496,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
6449041,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
3023671,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
11136683,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7226776,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7222196,Bromus hordeaceus,SUBSPECIES,ACCEPTED,Plantae,NA
7226804,Bromus hordeaceus divaricatus,NA,NA,NA,NA
6409536,Bromus hordeaceus longipedicellatus,NA,NA,NA,NA
2703670,Bromus inermis,SPECIES,ACCEPTED,Plantae,2703670: Bromus inermis Leyss. | 4112404: Bromopsis inermis (Leyss.) Holub
4128347,Bromus intermedius,SPECIES,ACCEPTED,Plantae,4128347: Bromus intermedius Guss.
3189760,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
4090836,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7350944,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
11844792,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
2443339,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7358677,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
3802956,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
9537212,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7998563,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
5224481,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
6300531,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
4036957,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
9771172,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
6710856,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7096205,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7223680,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
5825913,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
6362724,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7225471,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
8323119,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7219988,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7190901,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
10755213,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
5347854,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7226776,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
2453882,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
3663237,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
3596131,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7753114,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
2176168,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
4194303,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7224427,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7277946,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
8991514,Bromus japonicus,SUBSPECIES,ACCEPTED,Plantae,NA
7223177,Bromus japonicus japonicus,NA,NA,NA,NA
2703733,Bromus lanceolatus,SPECIES,ACCEPTED,Plantae,2703733: Bromus lanceolatus Roth
2703711,Bromus lepidus,SPECIES,ACCEPTED,Plantae,2703711: Bromus lepidus Holmb.
2703721,Bromus madritensis,SPECIES,ACCEPTED,Plantae,2703721: Bromus madritensis L. | 2703722: Anisantha madritensis (L.) Nevski
2703686,Bromus marginatus,SPECIES,ACCEPTED,Plantae,NA
4114858,Bromus pectinatus,NA,NA,NA,NA
2703776,Bromus polyanthus,SPECIES,ACCEPTED,Plantae,NA
2703663,Bromus rigidus,SPECIES,ACCEPTED,Plantae,NA
2703740,Bromus rubens,SPECIES,ACCEPTED,Plantae,2703740: Bromus rubens L.
2703720,Bromus scoparius,SPECIES,ACCEPTED,Plantae,NA
2703698,Bromus sitchensis,SPECIES,ACCEPTED,Plantae,2703698: Bromus sitchensis Trin.
2703700,Bromus squarrosus,SPECIES,ACCEPTED,Plantae,2703700: Bromus squarrosus L.
5361944,Broussonetia papyrifera,SPECIES,ACCEPTED,Plantae,5361944: Broussonetia papyrifera (L.) Vent.
2926045,Brunnera macrophylla,SPECIES,ACCEPTED,Plantae,2926045: Brunnera macrophylla (Adams) I.M.Johnst.
5959118,Bubo virginianus,SPECIES,ACCEPTED,Animalia,"5959118: Bubo virginianus (J.F.Gmelin, 1788)"
1751299,Bucculatrix ainsliella,SPECIES,ACCEPTED,Animalia,NA
4535888,Bucculatrix chrysanthemella,SPECIES,ACCEPTED,Animalia,NA
2498329,Bucephala albeola,SPECIES,ACCEPTED,Animalia,"2498329: Bucephala albeola (Linnaeus, 1758)"
2211487,Bucephala islandica,NA,NA,NA,NA
2020779,Buchananiella continua,SPECIES,ACCEPTED,Animalia,NA
2476041,Bucorvus leadbeateri,SPECIES,ACCEPTED,Animalia,"2476041: Bucorvus leadbeateri (Vigors, 1825)"
4023424,Buddleja albiflora,SPECIES,ACCEPTED,Plantae,NA
3173338,Buddleja davidii,SPECIES,ACCEPTED,Plantae,3173338: Buddleja davidii Franch. | 4055561: Buddleja variabilis Hemsl.
9529916,Bufotes viridis,SPECIES,ACCEPTED,Animalia,"9529916: Bufotes viridis (Laurenti, 1768)"
4984851,Bugula neritina,SPECIES,ACCEPTED,Animalia,NA
7668385,Bugulina simplex,SPECIES,ACCEPTED,Animalia,NA
7272439,Bugulina stolonifera,NA,NA,NA,NA
3050357,Bunias erucago,SPECIES,ACCEPTED,Plantae,3050357: Bunias erucago L.
3050364,Bunias orientalis,SPECIES,ACCEPTED,Plantae,3050364: Bunias orientalis L.
3639326,Bupleurum croceum,SPECIES,ACCEPTED,Plantae,3639326: Bupleurum croceum Fenzl
3638793,Bupleurum fruticosum,SPECIES,ACCEPTED,Plantae,NA
6369140,Bupleurum gerardi,NA,NA,NA,NA
3034552,Bupleurum odontites,SPECIES,ACCEPTED,Plantae,NA
6026972,Bupleurum praealtum,SPECIES,ACCEPTED,Plantae,6026972: Bupleurum praealtum L.
3034558,Bupleurum subovatum,SPECIES,ACCEPTED,Plantae,3034558: Bupleurum subovatum Link ex Spreng.
2480568,Buteo auguralis,SPECIES,ACCEPTED,Animalia,"2480568: Buteo auguralis Salvadori, 1865"
2480542,Buteo jamaicensis,SPECIES,ACCEPTED,Animalia,"2480542: Buteo jamaicensis (Gmelin, 1788)"
2882443,Cabomba caroliniana,SPECIES,ACCEPTED,Plantae,2882443: Cabomba caroliniana A.Gray
4484176,Cacopsylla fulguralis,SPECIES,ACCEPTED,Animalia,NA
1932752,Cacyreus marshalli,SPECIES,ACCEPTED,Animalia,"1932752: Cacyreus marshalli Butler, 1898"
1873890,Cadra cautella,SPECIES,ACCEPTED,Animalia,NA
1873903,Cadra figulilella,SPECIES,ACCEPTED,Animalia,NA
2502810,Caenoplana coerulea,SPECIES,ACCEPTED,Animalia,"2502810: Caenoplana coerulea Moseley, 1877"
6476679,Caenoplana variegata,SPECIES,ACCEPTED,Animalia,NA
2514345,Caiman crocodilus,NA,NA,NA,NA
7805464,Cairina moschata,NA,NA,NA,NA
3084693,Calandrinia ciliata,SPECIES,ACCEPTED,Plantae,NA
7288892,Calandrinia pilosiuscula,SPECIES,ACCEPTED,Plantae,NA
3377362,Calceolaria chelidonioides,NA,NA,NA,NA
9182765,Calendula arvensis,SPECIES,ACCEPTED,Plantae,9182765: Calendula arvensis L.
5391480,Calendula officinalis,SPECIES,ACCEPTED,Plantae,5391480: Calendula officinalis L.
2928905,Calibrachoa parviflora,SPECIES,ACCEPTED,Plantae,NA
7309012,Callicarpa bodinieri,SPECIES,ACCEPTED,Plantae,7309012: Callicarpa bodinieri H.Lév.
1152186,Callidiellum rufipennis,SPECIES,ACCEPTED,Animalia,"1152188: Callidiellum rufipenne N.Ohbayashi, Kimura & Satô, 1994"
2225646,Callinectes sapidus,SPECIES,ACCEPTED,Animalia,"2225646: Callinectes sapidus Rathbun, 1896"
5228080,Callipepla californica,SPECIES,ACCEPTED,Animalia,"5228080: Callipepla californica (Shaw, 1798)"
3092946,Callistephus chinensis,SPECIES,ACCEPTED,Plantae,3092946: Callistephus chinensis (L.) Nees
2494536,Callobius nomeus,NA,NA,NA,NA
2498384,Callonetta leucophrys,SPECIES,ACCEPTED,Animalia,"2498384: Callonetta leucophrys (Vieillot, 1816)"
5108665,Callopistria floridensis,SPECIES,ACCEPTED,Animalia,"5108665: Callopistria floridensis Guenée, 1852"
1523628,Callopistromyia annulipes,SPECIES,ACCEPTED,Animalia,NA
2437394,Callosciurus erythraeus,SPECIES,ACCEPTED,Animalia,"2437394: Callosciurus erythraeus (Pallas, 1779)"
2437399,Callosciurus finlaysonii,SPECIES,ACCEPTED,Animalia,NA
2437397,Callosciurus prevostii,SPECIES,ACCEPTED,Animalia,"2437397: Callosciurus prevostii (Desmarest, 1822)"
2882482,Calluna vulgaris,SPECIES,ACCEPTED,Plantae,NA
5406261,Calocephalus brownii,SPECIES,ACCEPTED,Plantae,NA
2466496,Calotes,GENUS,ACCEPTED,Animalia,NA
2466496,Calotes NA,GENUS,ACCEPTED,Animalia,NA
3098186,Calotis cuneifolia,SPECIES,ACCEPTED,Plantae,3098186: Calotis cuneifolia R.Br.
3098176,Calotis hispidula,SPECIES,ACCEPTED,Plantae,3098176: Calotis hispidula (F.Muell.) F.Muell.
2494787,Calotis lappulacea,NA,NA,NA,NA
3678949,Calystegia pulchra,SPECIES,ACCEPTED,Plantae,3678949: Calystegia pulchra Brumm. & Heywood
7272185,Calystegia silvatica,NA,NA,NA,NA
4048052,Calystegia silvatica,NA,NA,NA,NA
5581279,Calystegia silvatica,NA,NA,NA,NA
3023671,Calystegia silvatica,NA,NA,NA,NA
12205713,Calystegia silvatica,NA,NA,NA,NA
7298085,Calystegia silvatica,NA,NA,NA,NA
7427650,Calystegia silvatica,NA,NA,NA,NA
6157050,Calystegia silvatica,NA,NA,NA,NA
6420901,Calystegia silvatica,NA,NA,NA,NA
8045533,Calystegia silvatica,NA,NA,NA,NA
9462721,Calystegia silvatica,NA,NA,NA,NA
5548724,Calystegia silvatica,NA,NA,NA,NA
7332416,Calystegia silvatica,NA,NA,NA,NA
2717402,Calystegia silvatica,NA,NA,NA,NA
4132112,Calystegia silvatica,NA,NA,NA,NA
11162940,Calystegia silvatica,NA,NA,NA,NA
4036350,Calystegia silvatica,NA,NA,NA,NA
9603492,Calystegia silvatica,NA,NA,NA,NA
7068845,Calystegia silvatica,NA,NA,NA,NA
3663237,Calystegia silvatica,NA,NA,NA,NA
4271356,Calystegia silvatica,NA,NA,NA,NA
3611735,Calystegia silvatica,NA,NA,NA,NA
7272439,Calystegia silvatica,NA,NA,NA,NA
2444221,Calystegia silvatica,NA,NA,NA,NA
9537212,Calystegia silvatica,NA,NA,NA,NA
7225712,Calystegia silvatica,NA,NA,NA,NA
4271342,Calystegia silvatica,NA,NA,NA,NA
7324507,Calystegia silvatica,NA,NA,NA,NA
7332517,Calystegia silvatica,NA,NA,NA,NA
7409013,Calystegia silvatica,NA,NA,NA,NA
6157035,Calystegia silvatica,NA,NA,NA,NA
7277946,Calystegia silvatica,NA,NA,NA,NA
6164210,Calystegia silvatica,NA,NA,NA,NA
7331861,Calystegia silvatica,NA,NA,NA,NA
4219118,Calystegia silvatica,NA,NA,NA,NA
9405645,Calystegia silvatica,NA,NA,NA,NA
5347854,Calystegia silvatica,NA,NA,NA,NA
7415922,Calystegia silvatica silvatica,NA,NA,NA,NA
2769069,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
2769073,Camassia leichtlinii,SUBSPECIES,ACCEPTED,Plantae,NA
2888945,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
6302047,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7358677,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
2457378,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7225456,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
2473221,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7421129,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
6449041,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
4194303,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
8983123,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7068845,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
5831060,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
4248063,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
2161911,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7409013,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
6157035,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7295374,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
3746867,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
3065244,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
9405645,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
5825913,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
6308164,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7066596,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7226794,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7331861,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7440977,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
6076957,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
2202786,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
8991514,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7267631,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
7324507,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
8336551,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
3047633,Camassia leichtlinii,SPECIES,ACCEPTED,Plantae,NA
11794300,Camassia leichtlinii suksdorfii,NA,NA,NA,NA
3042399,Camelina alyssum,SPECIES,ACCEPTED,Plantae,3042399: Camelina alyssum (Mill.) Thell. | 3042406: Camelina dentata (Willd.) Pers.
3042416,Camelina microcarpa,SPECIES,ACCEPTED,Plantae,3042416: Camelina microcarpa Andrz. ex DC. | 3042423: Camelina microcarpa subsp. sylvestris (Wallr.) Hiitonen | 9778381: Camelina microcarpa subsp. microcarpa
3042439,Camelina rumelica,SPECIES,ACCEPTED,Plantae,3042439: Camelina rumelica Velen.
9073641,Camelina sativa,SPECIES,ACCEPTED,Plantae,9073641: Camelina sativa (L.) Crantz | 3042435: Camelina sativa subsp. sativa
5104748,Cameraria gaultheriella,SPECIES,ACCEPTED,Animalia,"5104748: Cameraria gaultheriella (Walsingham, 1889)"
1749449,Cameraria ohridella,SPECIES,ACCEPTED,Animalia,"10330573: BOLD:AAA1236 | 1749449: Cameraria ohridella Deschka & Dimic, 1986"
5410826,Campanula carpatica,SPECIES,ACCEPTED,Plantae,5410826: Campanula carpatica Jacq.
5409852,Campanula erinus,SPECIES,ACCEPTED,Plantae,5409852: Campanula erinus L.
5410210,Campanula fenestrellata,SPECIES,ACCEPTED,Plantae,5410210: Campanula fenestrellata Feer
5411353,Campanula garganica,SPECIES,ACCEPTED,Plantae,NA
5411392,Campanula lactiflora,SPECIES,ACCEPTED,Plantae,5411392: Campanula lactiflora M.Bieb.
5411408,Campanula latifolia,SPECIES,ACCEPTED,Plantae,5411408: Campanula latifolia L.
5411453,Campanula medium,SPECIES,ACCEPTED,Plantae,5411453: Campanula medium L.
5410411,Campanula portenschlagiana,SPECIES,ACCEPTED,Plantae,5410411: Campanula portenschlagiana Schult.
5410151,Campanula poscharskyana,SPECIES,ACCEPTED,Plantae,5410151: Campanula poscharskyana Degen
5410661,Campanula pyramidalis,SPECIES,ACCEPTED,Plantae,NA
5410480,Campanula rhomboidalis,SPECIES,ACCEPTED,Plantae,5410480: Campanula rhomboidalis L.
1313740,Camponotus vagus,SPECIES,ACCEPTED,Animalia,"1313740: Camponotus vagus (Scopoli, 1763)"
4094511,Campsis grandiflora,SPECIES,ACCEPTED,Plantae,NA
3172549,Campsis radicans,SPECIES,ACCEPTED,Plantae,NA
5281901,Campylopus introflexus,SPECIES,ACCEPTED,Plantae,"5281901: Campylopus introflexus Bridel, 1819"
2435451,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
6164210,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
6420901,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
7266343,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
6157035,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
4090836,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
3663237,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
4048052,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
3666059,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
7853188,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
6313049,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
7226804,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
7427741,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
4270548,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
7271631,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
12205713,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
7757431,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
8134874,Canis lupus,SUBSPECIES,ACCEPTED,Animalia,NA
