key	nubKey	nameKey	taxonID	kingdom	phylum	order	family	genus	species	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	datasetKey	parentKey	parent	scientificName	canonicalName	authorship	nameType	rank	origin	taxonomicStatus	nomenclaturalStatus	remarks	numDescendants	references	lastCrawled	lastInterpreted	issues	class
213212180	1	683619	NA	Animalia	NA	NA	NA	NA	NA	213212180	NA	NA	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	NA	NA	Animalia	Animalia		SCIENTIFIC	KINGDOM	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2289	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.469+00:00		NA
213212181	4	2443554	NA	Chromista	NA	NA	NA	NA	NA	213212181	NA	NA	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	NA	NA	Chromista	Chromista		SCIENTIFIC	KINGDOM	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	21	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.474+00:00		NA
213212182	44	2429952	NA	Animalia	Chordata	NA	NA	NA	NA	213212180	213212182	NA	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212180	Animalia	Chordata	Chordata		SCIENTIFIC	PHYLUM	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	961	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.482+00:00		NA
213212183	32	7811234	NA	Chromista	Oomycota	NA	NA	NA	NA	213212181	213212183	NA	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212181	Chromista	Oomycota	Oomycota		SCIENTIFIC	PHYLUM	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	5	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.485+00:00		NA
213212184	1313	10022611	NA	Animalia	Chordata	Salmoniformes	NA	NA	NA	213212180	213212182	NA	213212184	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212182	Chordata	Salmoniformes	Salmoniformes		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	12	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.489+00:00		NA
213212185	8179345	8445092	NA	Chromista	Oomycota	NA	NA	NA	NA	213212181	213212183	213212185	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212183	Oomycota	Peronosporea	Peronosporea		SCIENTIFIC	CLASS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	4	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.491+00:00		Peronosporea
213212186	8615	10022578	NA	Animalia	Chordata	Salmoniformes	Salmonidae	NA	NA	213212180	213212182	NA	213212184	213212186	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212184	Salmoniformes	Salmonidae	Salmonidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	11	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.494+00:00		NA
213212187	1031	10053626	NA	Chromista	Oomycota	Saprolegniales	NA	NA	NA	213212181	213212183	213212185	213212187	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212185	Peronosporea	Saprolegniales	Saprolegniales		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.497+00:00		Peronosporea
213212188	2351400	5343221	NA	Animalia	Chordata	Salmoniformes	Salmonidae	Hucho	NA	213212180	213212182	NA	213212184	213212186	213212188	NA	6d9e952f-948c-4483-9807-575348147c7e	213212186	Salmonidae	Hucho	Hucho		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.499+00:00		NA
213212189	4788	6210895	NA	Chromista	Oomycota	Saprolegniales	Leptolegniaceae	NA	NA	213212181	213212183	213212185	213212187	213212189	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212187	Saprolegniales	Leptolegniaceae	Leptolegniaceae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.502+00:00		Peronosporea
213212190	3202934	806788	NA	Chromista	Oomycota	Saprolegniales	Leptolegniaceae	Aphanomyces	NA	213212181	213212183	213212185	213212187	213212189	213212190	NA	6d9e952f-948c-4483-9807-575348147c7e	213212189	Leptolegniaceae	Aphanomyces	Aphanomyces		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.507+00:00		Peronosporea
213212191	2351241	10028470	NA	Animalia	Chordata	Salmoniformes	Salmonidae	Salvelinus	NA	213212180	213212182	NA	213212184	213212186	213212191	NA	6d9e952f-948c-4483-9807-575348147c7e	213212186	Salmonidae	Salvelinus	Salvelinus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.516+00:00		NA
213212192	98	7676368	NA	Chromista	Ochrophyta	NA	NA	NA	NA	213212181	213212192	NA	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212181	Chromista	Ochrophyta	Ochrophyta		SCIENTIFIC	PHYLUM	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	14	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.519+00:00		NA
213212193	7947184	1260733	NA	Chromista	Ochrophyta	NA	NA	NA	NA	213212181	213212192	213212193	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212192	Ochrophyta	Bacillariophyceae	Bacillariophyceae		SCIENTIFIC	CLASS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	4	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.524+00:00		Bacillariophyceae
213212194	2351426	7789496	NA	Animalia	Chordata	Salmoniformes	Salmonidae	Oncorhynchus	NA	213212180	213212182	NA	213212184	213212186	213212194	NA	6d9e952f-948c-4483-9807-575348147c7e	213212186	Salmonidae	Oncorhynchus	Oncorhynchus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.526+00:00		NA
213212195	1098	2910908	NA	Chromista	Ochrophyta	Coscinodiscales	NA	NA	NA	213212181	213212192	213212193	213212195	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212193	Bacillariophyceae	Coscinodiscales	Coscinodiscales		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.529+00:00		Bacillariophyceae
213212196	2920	2910896	NA	Chromista	Ochrophyta	Coscinodiscales	Coscinodiscaceae	NA	NA	213212181	213212192	213212193	213212195	213212196	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212195	Coscinodiscales	Coscinodiscaceae	Coscinodiscaceae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.533+00:00		Bacillariophyceae
213212197	3191512	2910961	NA	Chromista	Ochrophyta	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	NA	213212181	213212192	213212193	213212195	213212196	213212197	NA	6d9e952f-948c-4483-9807-575348147c7e	213212196	Coscinodiscaceae	Coscinodiscus	Coscinodiscus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.537+00:00		Bacillariophyceae
213212198	2350934	2850282	NA	Animalia	Chordata	Salmoniformes	Salmonidae	Coregonus	NA	213212180	213212182	NA	213212184	213212186	213212198	NA	6d9e952f-948c-4483-9807-575348147c7e	213212186	Salmonidae	Coregonus	Coregonus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.546+00:00		NA
213212199	7073593	8503443	NA	Chromista	Ochrophyta	NA	NA	NA	NA	213212181	213212192	213212199	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212192	Ochrophyta	Phaeophyceae	Phaeophyceae		SCIENTIFIC	CLASS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	8	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.549+00:00		Phaeophyceae
213212200	560	5980223	NA	Chromista	Ochrophyta	Laminariales	NA	NA	NA	213212181	213212192	213212199	213212200	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212199	Phaeophyceae	Laminariales	Laminariales		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.553+00:00		Phaeophyceae
213212201	7734	384797	NA	Chromista	Ochrophyta	Laminariales	Alariaceae	NA	NA	213212181	213212192	213212199	213212200	213212201	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212200	Laminariales	Alariaceae	Alariaceae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.559+00:00		Phaeophyceae
213212202	3196075	11617987	NA	Chromista	Ochrophyta	Laminariales	Alariaceae	Undaria	NA	213212181	213212192	213212199	213212200	213212201	213212202	NA	6d9e952f-948c-4483-9807-575348147c7e	213212201	Alariaceae	Undaria	Undaria		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.566+00:00		Phaeophyceae
213212203	359	6658677	NA	Animalia	Chordata	NA	NA	NA	NA	213212180	213212182	213212203	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212182	Chordata	Mammalia	Mammalia		SCIENTIFIC	CLASS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	95	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.569+00:00		Mammalia
213212204	5422556	11618032	https://www.gbif.org/species/5422556	Chromista	Ochrophyta	Laminariales	Alariaceae	Undaria	Undaria pinnatifida	213212181	213212192	213212199	213212200	213212201	213212202	213212204	6d9e952f-948c-4483-9807-575348147c7e	213212202	Undaria	Undaria pinnatifida (Harv.) Suringar	Undaria pinnatifida	(Harv.) Suringar	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/5422556	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.572+00:00		Phaeophyceae
213212205	734	2386981	NA	Animalia	Chordata	Chiroptera	NA	NA	NA	213212180	213212182	213212203	213212205	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212203	Mammalia	Chiroptera	Chiroptera		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	4	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.573+00:00		Mammalia
213212206	9368	11749390	NA	Animalia	Chordata	Chiroptera	Vespertilionidae	NA	NA	213212180	213212182	213212203	213212205	213212206	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212205	Chiroptera	Vespertilionidae	Vespertilionidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.576+00:00		Mammalia
213212207	1182	4527344	NA	Chromista	Ochrophyta	Fucales	NA	NA	NA	213212181	213212192	213212199	213212207	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212199	Phaeophyceae	Fucales	Fucales		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.578+00:00		Phaeophyceae
213212208	2432345	4057697	NA	Animalia	Chordata	Chiroptera	Vespertilionidae	Eptesicus	NA	213212180	213212182	213212203	213212205	213212206	213212208	NA	6d9e952f-948c-4483-9807-575348147c7e	213212206	Vespertilionidae	Eptesicus	Eptesicus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.581+00:00		Mammalia
213212209	7733	10068233	NA	Chromista	Ochrophyta	Fucales	Sargassaceae	NA	NA	213212181	213212192	213212199	213212207	213212209	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212207	Fucales	Sargassaceae	Sargassaceae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.583+00:00		Phaeophyceae
213212210	3196548	10068340	NA	Chromista	Ochrophyta	Fucales	Sargassaceae	Sargassum	NA	213212181	213212192	213212199	213212207	213212209	213212210	NA	6d9e952f-948c-4483-9807-575348147c7e	213212209	Sargassaceae	Sargassum	Sargassum		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.587+00:00		Phaeophyceae
213212211	7261816	4056096	https://www.gbif.org/species/7261816	Animalia	Chordata	Chiroptera	Vespertilionidae	Eptesicus	Eptesicus nilssonii	213212180	213212182	213212203	213212205	213212206	213212208	213212211	6d9e952f-948c-4483-9807-575348147c7e	213212208	Eptesicus	Eptesicus nilssonii (Keyserling & Blasius, 1839)	Eptesicus nilssonii	(Keyserling & Blasius, 1839) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/7261816	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.588+00:00		Mammalia
213212212	3197314	10069641	https://www.gbif.org/species/3197314	Chromista	Ochrophyta	Fucales	Sargassaceae	Sargassum	Sargassum muticum	213212181	213212192	213212199	213212207	213212209	213212210	213212212	6d9e952f-948c-4483-9807-575348147c7e	213212210	Sargassum	Sargassum muticum (Yendo) Fensholt	Sargassum muticum	(Yendo) Fensholt	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3197314	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.594+00:00		Phaeophyceae
213212213	2432352	4058406	https://www.gbif.org/species/2432352	Animalia	Chordata	Chiroptera	Vespertilionidae	Eptesicus	Eptesicus fuscus	213212180	213212182	213212203	213212205	213212206	213212208	213212213	6d9e952f-948c-4483-9807-575348147c7e	213212208	Eptesicus	Eptesicus fuscus (Palisot de Beauvois, 1796)	Eptesicus fuscus	(Palisot de Beauvois, 1796) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/2432352	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.594+00:00		Mammalia
213212214	5	4537781	NA	Fungi	NA	NA	NA	NA	NA	213212214	NA	NA	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	NA	NA	Fungi	Fungi		SCIENTIFIC	KINGDOM	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	99	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.599+00:00		NA
213212215	736	3323481	NA	Animalia	Chordata	Dasyuromorphia	NA	NA	NA	213212180	213212182	213212203	213212215	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212203	Mammalia	Dasyuromorphia	Dasyuromorphia		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.600+00:00		Mammalia
213212216	34	1368295	NA	Fungi	Basidiomycota	NA	NA	NA	NA	213212214	213212216	NA	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212214	Fungi	Basidiomycota	Basidiomycota		SCIENTIFIC	PHYLUM	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	81	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.605+00:00		NA
213212217	5452	3323308	NA	Animalia	Chordata	Dasyuromorphia	Dasyuridae	NA	NA	213212180	213212182	213212203	213212215	213212217	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212215	Dasyuromorphia	Dasyuridae	Dasyuridae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.606+00:00		Mammalia
213212218	148	11665541	NA	Fungi	Basidiomycota	NA	NA	NA	NA	213212214	213212216	213212218	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212216	Basidiomycota	Ustilaginomycetes	Ustilaginomycetes		SCIENTIFIC	CLASS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	13	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.609+00:00		Ustilaginomycetes
213212219	2435450	10065172	NA	Animalia	Chordata	Dasyuromorphia	Dasyuridae	Sarcophilus	NA	213212180	213212182	213212203	213212215	213212217	213212219	NA	6d9e952f-948c-4483-9807-575348147c7e	213212217	Dasyuridae	Sarcophilus	Sarcophilus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.611+00:00		Mammalia
213212220	1121	11665285	NA	Fungi	Basidiomycota	Ustilaginales	NA	NA	NA	213212214	213212216	213212218	213212220	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212218	Ustilaginomycetes	Ustilaginales	Ustilaginales		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	5	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.613+00:00		Ustilaginomycetes
213212221	3821	11665247	NA	Fungi	Basidiomycota	Ustilaginales	Ustilaginaceae	NA	NA	213212214	213212216	213212218	213212220	213212221	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212220	Ustilaginales	Ustilaginaceae	Ustilaginaceae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	4	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.617+00:00		Ustilaginomycetes
213212222	785	5972143	NA	Animalia	Chordata	Lagomorpha	NA	NA	NA	213212180	213212182	213212203	213212222	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212203	Mammalia	Lagomorpha	Lagomorpha		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	5	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.620+00:00		Mammalia
213212223	2556075	10623380	NA	Fungi	Basidiomycota	Ustilaginales	Ustilaginaceae	Sporisorium	NA	213212214	213212216	213212218	213212220	213212221	213212223	NA	6d9e952f-948c-4483-9807-575348147c7e	213212221	Ustilaginaceae	Sporisorium	Sporisorium		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.621+00:00		Ustilaginomycetes
213212224	9379	6185452	NA	Animalia	Chordata	Lagomorpha	Leporidae	NA	NA	213212180	213212182	213212203	213212222	213212224	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212222	Lagomorpha	Leporidae	Leporidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	4	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.624+00:00		Mammalia
213212225	2436839	10902353	NA	Animalia	Chordata	Lagomorpha	Leporidae	Sylvilagus	NA	213212180	213212182	213212203	213212222	213212224	213212225	NA	6d9e952f-948c-4483-9807-575348147c7e	213212224	Leporidae	Sylvilagus	Sylvilagus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.628+00:00		Mammalia
213212226	3370051	17748503	NA	Fungi	Basidiomycota	Ustilaginales	Ustilaginaceae	Mycosarcoma	NA	213212214	213212216	213212218	213212220	213212221	213212226	NA	6d9e952f-948c-4483-9807-575348147c7e	213212221	Ustilaginaceae	Mycosarcoma	Mycosarcoma		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.630+00:00		Ustilaginomycetes
213212227	8699607	32282688	https://www.gbif.org/species/8699607	Fungi	Basidiomycota	Ustilaginales	Ustilaginaceae	Mycosarcoma	Mycosarcoma maydis	213212214	213212216	213212218	213212220	213212221	213212226	213212227	6d9e952f-948c-4483-9807-575348147c7e	213212226	Mycosarcoma	Mycosarcoma maydis (DC.) Bref.	Mycosarcoma maydis	(DC.) Bref.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/3pmlxs	0	https://www.gbif.org/species/8699607	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.636+00:00		Ustilaginomycetes
213212228	2436939	7938680	NA	Animalia	Chordata	Lagomorpha	Leporidae	Oryctolagus	NA	213212180	213212182	213212203	213212222	213212224	213212228	NA	6d9e952f-948c-4483-9807-575348147c7e	213212224	Leporidae	Oryctolagus	Oryctolagus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.636+00:00		Mammalia
213212229	8035892	11641248	NA	Fungi	Basidiomycota	Urocystidales	NA	NA	NA	213212214	213212216	213212218	213212229	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212218	Ustilaginomycetes	Urocystidales	Urocystidales		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	6	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.640+00:00		Ustilaginomycetes
213212230	3825	11641239	NA	Fungi	Basidiomycota	Urocystidales	Urocystidaceae	NA	NA	213212214	213212216	213212218	213212229	213212230	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212229	Urocystidales	Urocystidaceae	Urocystidaceae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.643+00:00		Ustilaginomycetes
213212231	731	1013762	NA	Animalia	Chordata	Artiodactyla	NA	NA	NA	213212180	213212182	213212203	213212231	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212203	Mammalia	Artiodactyla	Artiodactyla		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	12	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.643+00:00		Mammalia
213212232	2556683	11641264	NA	Fungi	Basidiomycota	Urocystidales	Urocystidaceae	Urocystis	NA	213212214	213212216	213212218	213212229	213212230	213212232	NA	6d9e952f-948c-4483-9807-575348147c7e	213212230	Urocystidaceae	Urocystis	Urocystis		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.646+00:00		Ustilaginomycetes
213212233	5298	2251530	NA	Animalia	Chordata	Artiodactyla	Cervidae	NA	NA	213212180	213212182	213212203	213212231	213212233	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212231	Artiodactyla	Cervidae	Cervidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	6	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.646+00:00		Mammalia
213212234	2440941	7208241	NA	Animalia	Chordata	Artiodactyla	Cervidae	Muntiacus	NA	213212180	213212182	213212203	213212231	213212233	213212234	NA	6d9e952f-948c-4483-9807-575348147c7e	213212233	Cervidae	Muntiacus	Muntiacus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.650+00:00		Mammalia
213212235	7578	4730886	NA	Fungi	Basidiomycota	Urocystidales	Glomosporiaceae	NA	NA	213212214	213212216	213212218	213212229	213212235	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212229	Urocystidales	Glomosporiaceae	Glomosporiaceae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.655+00:00		Ustilaginomycetes
213212236	2440948	2252182	NA	Animalia	Chordata	Artiodactyla	Cervidae	Cervus	NA	213212180	213212182	213212203	213212231	213212233	213212236	NA	6d9e952f-948c-4483-9807-575348147c7e	213212233	Cervidae	Cervus	Cervus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.658+00:00		Mammalia
213212237	2513549	11170588	NA	Fungi	Basidiomycota	Urocystidales	Glomosporiaceae	Thecaphora	NA	213212214	213212216	213212218	213212229	213212235	213212237	NA	6d9e952f-948c-4483-9807-575348147c7e	213212235	Glomosporiaceae	Thecaphora	Thecaphora		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.659+00:00		Ustilaginomycetes
213212238	8397832	3294684	NA	Animalia	Chordata	Artiodactyla	Cervidae	Dama	NA	213212180	213212182	213212203	213212231	213212233	213212238	NA	6d9e952f-948c-4483-9807-575348147c7e	213212233	Cervidae	Dama	Dama		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.667+00:00		Mammalia
213212239	270	9533583	NA	Fungi	Basidiomycota	NA	NA	NA	NA	213212214	213212216	213212239	NA	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212216	Basidiomycota	Pucciniomycetes	Pucciniomycetes		SCIENTIFIC	CLASS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	39	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.669+00:00		Pucciniomycetes
213212240	1126	9534939	NA	Fungi	Basidiomycota	Pucciniales	NA	NA	NA	213212214	213212216	213212239	213212240	NA	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212239	Pucciniomycetes	Pucciniales	Pucciniales		SCIENTIFIC	ORDER	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	38	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.673+00:00		Pucciniomycetes
213212241	9614	1581827	NA	Animalia	Chordata	Artiodactyla	Bovidae	NA	NA	213212180	213212182	213212203	213212231	213212241	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213212231	Artiodactyla	Bovidae	Bovidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	4	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:07.675+00:00		Mammalia
