key	nubKey	nameKey	taxonID	kingdom	phylum	order	family	genus	species	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	datasetKey	parentKey	parent	scientificName	canonicalName	authorship	nameType	rank	origin	taxonomicStatus	nomenclaturalStatus	remarks	numDescendants	references	lastCrawled	lastInterpreted	issues	class
152545400	3040999	9671641	https://www.gbif.org/species/3040999	Plantae	Tracheophyta	Brassicales	Brassicaceae	Raphanus	NA	213212360	213212393	213213370	213214443	213214466	213214579	NA	6d9e952f-948c-4483-9807-575348147c7e	213214579	Raphanus	Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens	Raphanus raphanistrum landra	(Moretti ex DC.) Bonnier & Layens	SCIENTIFIC	SUBSPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3040999	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.768+00:00		Magnoliopsida
152545402	3041022	975900	https://www.gbif.org/species/3041022	Plantae	Tracheophyta	Brassicales	Brassicaceae	Armoracia	Armoracia rusticana	213212360	213212393	213213370	213214443	213214466	213214640	152545402	6d9e952f-948c-4483-9807-575348147c7e	213214640	Armoracia	Armoracia rusticana P.Gaertn., B.Mey. & Scherb.	Armoracia rusticana	P.Gaertn., B.Mey. & Scherb.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3041022	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.941+00:00		Magnoliopsida
152545404	3041109	2849188	https://www.gbif.org/species/3041109	Plantae	Tracheophyta	Brassicales	Brassicaceae	Cordylocarpus	Cordylocarpus muricatus	213212360	213212393	213213370	213214443	213214466	213214606	152545404	6d9e952f-948c-4483-9807-575348147c7e	213214606	Cordylocarpus	Cordylocarpus muricatus Desf.	Cordylocarpus muricatus	Desf.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3041109	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.843+00:00		Magnoliopsida
152545406	3042086	9430642	https://www.gbif.org/species/3042086	Plantae	Tracheophyta	Brassicales	Brassicaceae	Pseudoturritis	Pseudoturritis turrita	213212360	213212393	213213370	213214443	213214466	213214528	152545406	6d9e952f-948c-4483-9807-575348147c7e	213214528	Pseudoturritis	Pseudoturritis turrita (L.) Al-Shehbaz	Pseudoturritis turrita	(L.) Al-Shehbaz	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3042086	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.631+00:00		Magnoliopsida
152545408	3040928	2800036	https://www.gbif.org/species/3040928	Plantae	Tracheophyta	Brassicales	Brassicaceae	Conringia	Conringia planisiliqua	213212360	213212393	213213370	213214443	213214466	213214600	152545408	6d9e952f-948c-4483-9807-575348147c7e	213214600	Conringia	Conringia planisiliqua Fisch. & C.A.Mey.	Conringia planisiliqua	Fisch. & C.A.Mey.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3040928	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.825+00:00		Magnoliopsida
152545409	3040913	2800019	https://www.gbif.org/species/3040913	Plantae	Tracheophyta	Brassicales	Brassicaceae	Conringia	Conringia orientalis	213212360	213212393	213213370	213214443	213214466	213214600	152545409	6d9e952f-948c-4483-9807-575348147c7e	213214600	Conringia	Conringia orientalis (L.) Dumort.	Conringia orientalis	(L.) Dumort.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3040913	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.828+00:00		Magnoliopsida
152545410	3040923	2800006	https://www.gbif.org/species/3040923	Plantae	Tracheophyta	Brassicales	Brassicaceae	Conringia	Conringia austriaca	213212360	213212393	213213370	213214443	213214466	213214600	152545410	6d9e952f-948c-4483-9807-575348147c7e	213214600	Conringia	Conringia austriaca (Jacq.) Sweet	Conringia austriaca	(Jacq.) Sweet	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3040923	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.830+00:00		Magnoliopsida
152545412	3046875	10430592	https://www.gbif.org/species/3046875	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium loeselii	213212360	213212393	213213370	213214443	213214466	213214568	152545412	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium loeselii L.	Sisymbrium loeselii	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3046875	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.730+00:00		Magnoliopsida
152545413	3046851	10432708	https://www.gbif.org/species/3046851	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium irio	213212360	213212393	213213370	213214443	213214466	213214568	152545413	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium irio L.	Sisymbrium irio	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3046851	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.748+00:00		Magnoliopsida
152545414	3046850	10432781	https://www.gbif.org/species/3046850	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium strictissimum	213212360	213212393	213213370	213214443	213214466	213214568	152545414	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium strictissimum L.	Sisymbrium strictissimum	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3046850	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.735+00:00		Magnoliopsida
152545415	3046839	10432295	https://www.gbif.org/species/3046839	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium runcinatum	213212360	213212393	213213370	213214443	213214466	213214568	152545415	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium runcinatum Lag. ex DC.	Sisymbrium runcinatum	Lag. ex DC.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3046839	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.745+00:00		Magnoliopsida
152545416	3046812	10431484	https://www.gbif.org/species/3046812	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium orientale	213212360	213212393	213213370	213214443	213214466	213214568	152545416	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium orientale L.	Sisymbrium orientale	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3046812	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.750+00:00		Magnoliopsida
152545417	3046778	10432556	https://www.gbif.org/species/3046778	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium septulatum	213212360	213212393	213213370	213214443	213214466	213214568	152545417	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium septulatum DC.	Sisymbrium septulatum	DC.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3046778	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.752+00:00		Magnoliopsida
152545418	3046765	10431878	https://www.gbif.org/species/3046765	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium erysimoides	213212360	213212393	213213370	213214443	213214466	213214568	152545418	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium erysimoides Desf.	Sisymbrium erysimoides	Desf.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3046765	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.743+00:00		Magnoliopsida
152545419	3046744	10433069	https://www.gbif.org/species/3046744	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium volgense	213212360	213212393	213213370	213214443	213214466	213214568	152545419	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium volgense M.Bieb. ex E.Fourn.	Sisymbrium volgense	M.Bieb. ex E.Fourn.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3046744	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.740+00:00		Magnoliopsida
152545420	3046736	10430328	https://www.gbif.org/species/3046736	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium altissimum	213212360	213212393	213213370	213214443	213214466	213214568	152545420	6d9e952f-948c-4483-9807-575348147c7e	213214568	Sisymbrium	Sisymbrium altissimum L.	Sisymbrium altissimum	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3046736	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.756+00:00		Magnoliopsida
152545423	3690997	1997845	https://www.gbif.org/species/3690997	Plantae	Tracheophyta	Brassicales	Brassicaceae	Cardamine	Cardamine occulta	213212360	213212393	213213370	213214443	213214466	213214654	152545423	6d9e952f-948c-4483-9807-575348147c7e	213214654	Cardamine	Cardamine occulta Hornem.	Cardamine occulta	Hornem.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3690997	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.975+00:00		Magnoliopsida
152545424	3046092	1997985	https://www.gbif.org/species/3046092	Plantae	Tracheophyta	Brassicales	Brassicaceae	Cardamine	Cardamine parviflora	213212360	213212393	213213370	213214443	213214466	213214654	152545424	6d9e952f-948c-4483-9807-575348147c7e	213214654	Cardamine	Cardamine parviflora L.	Cardamine parviflora	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3046092	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.997+00:00		Magnoliopsida
152545425	3046015	1996060	https://www.gbif.org/species/3046015	Plantae	Tracheophyta	Brassicales	Brassicaceae	Cardamine	Cardamine corymbosa	213212360	213212393	213213370	213214443	213214466	213214654	152545425	6d9e952f-948c-4483-9807-575348147c7e	213214654	Cardamine	Cardamine corymbosa Hook.f.	Cardamine corymbosa	Hook.f.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3046015	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.979+00:00		Magnoliopsida
152545427	3045193	498177	https://www.gbif.org/species/3045193	Plantae	Tracheophyta	Brassicales	Brassicaceae	Alyssum	Alyssum strigosum	213212360	213212393	213213370	213214443	213214466	213214609	152545427	6d9e952f-948c-4483-9807-575348147c7e	213214609	Alyssum	Alyssum strigosum Banks & Sol.	Alyssum strigosum	Banks & Sol.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3045193	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.858+00:00		Magnoliopsida
152545429	3045042	498047	https://www.gbif.org/species/3045042	Plantae	Tracheophyta	Brassicales	Brassicaceae	Alyssum	Alyssum simplex	213212360	213212393	213213370	213214443	213214466	213214609	152545429	6d9e952f-948c-4483-9807-575348147c7e	213214609	Alyssum	Alyssum simplex Rudolphi	Alyssum simplex	Rudolphi	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3045042	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.852+00:00		Magnoliopsida
152545430	3044912	496477	https://www.gbif.org/species/3044912	Plantae	Tracheophyta	Brassicales	Brassicaceae	Alyssum	Alyssum montanum	213212360	213212393	213213370	213214443	213214466	213214609	152545430	6d9e952f-948c-4483-9807-575348147c7e	213214609	Alyssum	Alyssum montanum L.	Alyssum montanum	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3044912	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.855+00:00		Magnoliopsida
152545431	3045006	497273	https://www.gbif.org/species/3045006	Plantae	Tracheophyta	Brassicales	Brassicaceae	Alyssum	Alyssum hirsutum	213212360	213212393	213213370	213214443	213214466	213214609	152545431	6d9e952f-948c-4483-9807-575348147c7e	213214609	Alyssum	Alyssum hirsutum M.Bieb.	Alyssum hirsutum	M.Bieb.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3045006	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.849+00:00		Magnoliopsida
152545434	3044349	2432792	https://www.gbif.org/species/3044349	Plantae	Tracheophyta	Brassicales	Brassicaceae	Chorispora	Chorispora tenella	213212360	213212393	213213370	213214443	213214466	213214532	152545434	6d9e952f-948c-4483-9807-575348147c7e	213214532	Chorispora	Chorispora tenella (Pall.) DC.	Chorispora tenella	(Pall.) DC.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3044349	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.644+00:00		Magnoliopsida
152545436	3044133	3409820	https://www.gbif.org/species/3044133	Plantae	Tracheophyta	Brassicales	Brassicaceae	Descurainia	Descurainia pinnata	213212360	213212393	213213370	213214443	213214466	213214504	152545436	6d9e952f-948c-4483-9807-575348147c7e	213214504	Descurainia	Descurainia pinnata (Walter) Britton	Descurainia pinnata	(Walter) Britton	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3044133	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.535+00:00		Magnoliopsida
152545437	3044201	3409614	https://www.gbif.org/species/3044201	Plantae	Tracheophyta	Brassicales	Brassicaceae	Descurainia	Descurainia incisa	213212360	213212393	213213370	213214443	213214466	213214504	152545437	6d9e952f-948c-4483-9807-575348147c7e	213214504	Descurainia	Descurainia incisa (Engelm. ex A.Gray) Britton	Descurainia incisa	(Engelm. ex A.Gray) Britton	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3044201	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.539+00:00		Magnoliopsida
152545439	3053950	3926876	https://www.gbif.org/species/3053950	Plantae	Tracheophyta	Brassicales	Brassicaceae	Enarthrocarpus	Enarthrocarpus lyratus	213212360	213212393	213213370	213214443	213214466	213214499	152545439	6d9e952f-948c-4483-9807-575348147c7e	213214499	Enarthrocarpus	Enarthrocarpus lyratus (Forssk.) DC.	Enarthrocarpus lyratus	(Forssk.) DC.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3053950	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.517+00:00		Magnoliopsida
152545441	3054117	1195665	https://www.gbif.org/species/3054117	Plantae	Tracheophyta	Brassicales	Brassicaceae	Aubrieta	Aubrieta deltoidea	213212360	213212393	213213370	213214443	213214466	213214473	152545441	6d9e952f-948c-4483-9807-575348147c7e	213214473	Aubrieta	Aubrieta deltoidea (L.) DC.	Aubrieta deltoidea	(L.) DC.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3054117	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.433+00:00		Magnoliopsida
152545442	3054110	1195641	https://www.gbif.org/species/3054110	Plantae	Tracheophyta	Brassicales	Brassicaceae	Aubrieta	Aubrieta columnae	213212360	213212393	213213370	213214443	213214466	213214473	152545442	6d9e952f-948c-4483-9807-575348147c7e	213214473	Aubrieta	Aubrieta columnae Guss.	Aubrieta columnae	Guss.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3054110	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.436+00:00		Magnoliopsida
152545444	3053406	9881130	https://www.gbif.org/species/3053406	Plantae	Tracheophyta	Brassicales	Brassicaceae	Rorippa	Rorippa austriaca	213212360	213212393	213213370	213214443	213214466	213214563	152545444	6d9e952f-948c-4483-9807-575348147c7e	213214563	Rorippa	Rorippa austriaca (Crantz) Besser	Rorippa austriaca	(Crantz) Besser	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3053406	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.724+00:00		Magnoliopsida
152545446	3053522	1445893	https://www.gbif.org/species/3053522	Plantae	Tracheophyta	Brassicales	Brassicaceae	Berteroa	Berteroa incana	213212360	213212393	213213370	213214443	213214466	213214542	152545446	6d9e952f-948c-4483-9807-575348147c7e	213214542	Berteroa	Berteroa incana (L.) DC.	Berteroa incana	(L.) DC.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3053522	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.670+00:00		Magnoliopsida
152545448	7068732	877009	https://www.gbif.org/species/7068732	Plantae	Tracheophyta	Brassicales	Brassicaceae	Arabidopsis	NA	213212360	213212393	213213370	213214443	213214466	213214604	NA	6d9e952f-948c-4483-9807-575348147c7e	213214604	Arabidopsis	Arabidopsis arenosa subsp. arenosa	Arabidopsis arenosa arenosa		SCIENTIFIC	SUBSPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/7068732	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.837+00:00		Magnoliopsida
152545449	3052450	877163	https://www.gbif.org/species/3052450	Plantae	Tracheophyta	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis halleri	213212360	213212393	213213370	213214443	213214466	213214604	152545449	6d9e952f-948c-4483-9807-575348147c7e	213214604	Arabidopsis	Arabidopsis halleri (L.) O'Kane & Al-Shehbaz	Arabidopsis halleri	(L.) O'Kane & Al-Shehbaz	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3052450	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.835+00:00		Magnoliopsida
152545455	3050357	1721529	https://www.gbif.org/species/3050357	Plantae	Tracheophyta	Brassicales	Brassicaceae	Bunias	Bunias erucago	213212360	213212393	213213370	213214443	213214466	213214631	152545455	6d9e952f-948c-4483-9807-575348147c7e	213214631	Bunias	Bunias erucago L.	Bunias erucago	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3050357	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.910+00:00		Magnoliopsida
152545456	3050364	1721542	https://www.gbif.org/species/3050364	Plantae	Tracheophyta	Brassicales	Brassicaceae	Bunias	Bunias orientalis	213212360	213212393	213213370	213214443	213214466	213214631	152545456	6d9e952f-948c-4483-9807-575348147c7e	213214631	Bunias	Bunias orientalis L.	Bunias orientalis	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh, https://doi.org/10.15468/guejza	0	https://www.gbif.org/species/3050364	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.912+00:00		Magnoliopsida
152545458	3047811	7230866	https://www.gbif.org/species/3047811	Plantae	Tracheophyta	Brassicales	Brassicaceae	Myagrum	Myagrum perfoliatum	213212360	213212393	213213370	213214443	213214466	213214530	152545458	6d9e952f-948c-4483-9807-575348147c7e	213214530	Myagrum	Myagrum perfoliatum L.	Myagrum perfoliatum	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3047811	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.637+00:00		Magnoliopsida
152545460	3048203	4139121	https://www.gbif.org/species/3048203	Plantae	Tracheophyta	Brassicales	Brassicaceae	Erysimum	Erysimum cheiri	213212360	213212393	213213370	213214443	213214466	213214622	152545460	6d9e952f-948c-4483-9807-575348147c7e	213214622	Erysimum	Erysimum cheiri (L.) Crantz	Erysimum cheiri	(L.) Crantz	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3048203	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.883+00:00		Magnoliopsida
152545461	3048288	4139601	https://www.gbif.org/species/3048288	Plantae	Tracheophyta	Brassicales	Brassicaceae	Erysimum	Erysimum diffusum	213212360	213212393	213213370	213214443	213214466	213214622	152545461	6d9e952f-948c-4483-9807-575348147c7e	213214622	Erysimum	Erysimum diffusum Ehrh.	Erysimum diffusum	Ehrh.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3048288	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.891+00:00		Magnoliopsida
152545462	3048532	4139537	https://www.gbif.org/species/3048532	Plantae	Tracheophyta	Brassicales	Brassicaceae	Erysimum	Erysimum marshallii	213212360	213212393	213213370	213214443	213214466	213214622	152545462	6d9e952f-948c-4483-9807-575348147c7e	213214622	Erysimum	Erysimum marshallii Bois	Erysimum marshallii	Bois	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3048532	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.902+00:00		Magnoliopsida
152545463	3048166	4140255	https://www.gbif.org/species/3048166	Plantae	Tracheophyta	Brassicales	Brassicaceae	Erysimum	Erysimum repandum	213212360	213212393	213213370	213214443	213214466	213214622	152545463	6d9e952f-948c-4483-9807-575348147c7e	213214622	Erysimum	Erysimum repandum L.	Erysimum repandum	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3048166	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.896+00:00		Magnoliopsida
152545465	3047621	10404877	https://www.gbif.org/species/3047621	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sinapis	Sinapis alba	213212360	213212393	213213370	213214443	213214466	213214634	152545465	6d9e952f-948c-4483-9807-575348147c7e	213214634	Sinapis	Sinapis alba L.	Sinapis alba	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3047621	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.925+00:00		Magnoliopsida
152545466	3047633	10404904	https://www.gbif.org/species/3047633	Plantae	Tracheophyta	Brassicales	Brassicaceae	Sinapis	NA	213212360	213212393	213213370	213214443	213214466	213214634	NA	6d9e952f-948c-4483-9807-575348147c7e	213214634	Sinapis	Sinapis alba subsp. dissecta (Lag.) Simonk.	Sinapis alba dissecta	(Lag.) Simonk.	SCIENTIFIC	SUBSPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/3047633	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.921+00:00		Magnoliopsida
152545469	3916499	2115381	https://www.gbif.org/species/3916499	Plantae	Tracheophyta	Brassicales	Resedaceae	Caylusea	Caylusea abyssinica	213212360	213212393	213213370	213214443	213214448	213214449	152545469	6d9e952f-948c-4483-9807-575348147c7e	213214449	Caylusea	Caylusea abyssinica (Fresen.) Fisch. & C.A.Mey.	Caylusea abyssinica	(Fresen.) Fisch. & C.A.Mey.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/3916499	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.376+00:00		Magnoliopsida
152545471	7853188	13605634	https://www.gbif.org/species/7853188	Plantae	Tracheophyta	Brassicales	Resedaceae	Reseda	NA	213212360	213212393	213213370	213214443	213214448	213214452	NA	6d9e952f-948c-4483-9807-575348147c7e	213214452	Reseda	Reseda lutea subsp. vivantii (P.Monts.) Rovira	Reseda lutea vivantii	(P.Monts.) Rovira	SCIENTIFIC	SUBSPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/7853188	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:14.390+00:00		Magnoliopsida
