id,en
indicator_introduction_year_description,"This graph displays a timeseries of the number of newly introduced alien species in Belgium. Dots represent the number of introduced alien species in a given year (if data are available) based on the date of first observation of the species indicated on the <a href=""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklist</a>. The overall trend, fitted using a LOESS model, is highlighted in  <b style=""color:#356196ff;"">blue</b>, while the <b style=""color:#94a7baff;"">blue shaded area</b> represents the 95% confidence interval."
indicator_total_year_description,"This graph illustrates the cumulative number of alien species introduced in Belgium, based on their year of first observation as documented in the <a href=""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklist </a>."
indicator_native_range_year_description,"<p>The number of introduced species per year of first observation in Belgium and per native continent (or range)</p>
<p><i>Further subdivision of continents into subregions is possible by selecting the ""native range"" option in the region level dropdown menu.</i></p>"
countOccupancy_description,"<I>NOTE: Plot independent of the selected filters above.</I>
<br>
<br>
This graph displays the trend in occupancy (i.e., the percentage of occupied 10 km<sup>2</sup> cells) in Flanders for all species that are included in <a href= ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02016R1141-20220802&from=EN"" target=""_blank""> the list of species of Union concern</a>. For each species, the occupancy at the time of  its inclusion on the Union list is indicated in <span style=""color: #4f7c9bff;"">blue</span> (baseline), while the occupancy during the most recent three-year reporting period is represented in <span style=""color: #e87837ff;"">orange</span> (reporting)."
get_table_pathways_description,"This table displays the number of introduced species and (maximum) five species examples for each introduction pathway category and its corresponding subcategories, as specified in the
 <a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf"" target = ""_blank"">CBD categories</a>."
management2_active-mapHeat_description,"This map illustrates where Asian hornet has been sighted, but where no nest has yet been successfully managed. Vespa watchers may conduct investigations at these locations.
Observations are retained if they are located further than 2km from a successfully managed nest and/or are reported after a successful management action. The more intense red, the more notifications there are in close proximity to each other.
Missing nests can always be reported at <a href=""https://vespawatch.be"" target = ""_blank"">vespawatch.be</a>.
</br><em>Dates available until {{maxDate}}</em>"
management2_observed-mapHeat_description,This map shows all Asian hornet nests and individuals reported in {{maxYear}} through various channels. Not all reports are yet shown on this map. Soon all notifications will be visible. </br><em>Dates available until {{maxDate}}</em>
management2-countYearGroup_description,NA
management3-countYearGroup_description,"<p>This graph shows the evolution in the absolute or cumulative number of individuals managed.</p>
<p><i>The number of individuals can be subdivided by lifestage if available</i></p>"
observations-mapOccurrence_description,"<p>Map showing observations in the selected region.</p>
<ul>
<li><p><b style=""color: #000000;"">Black</b> squares represent 10 km x 10 km areas where the species has been recorded.<br>
<li><b style=""color: #FF0000;"">Red </b> squares highlight more precise 1 km x 1 km locations within these areas where sightings have been reported. <br>
</ul>
The accompanying bar graph presents a time series showing the number of observations per year in each region since 1950.</p>"
reporting_t1-mapOccurrence_description,"A map displaying:
<ul>
<li><b>only t<sub>0</sub>:</b> 10 km x 10 km gridcells containing only observations of the species from 2000 up to the year of its inclusion on the <a href= ""https://environment.ec.europa.eu/topics/nature-and-biodiversity/invasive-alien-species_en"" target = ""_blank"">list of species of Union concern</a>, with no subsequent reports.
<li><b>only t<sub>1</sub>:</b> 10 km  x 10 km gridcells where the species has first appeared during the first 3-yearly reporting cycle.
<li><b>t<sub>0</sub> & t<sub>1</sub>:</b> 10 km x 10 km gridcells where the species is still present.</b>"
reporting_t01-mapOccurrence_description,"A map displaying:
<ul>
<li><b>only t<sub>0</sub>:</b> 10 km x 10 km gridcells containing only observations of the species from 2000 up to the year of its inclusion on the <a href= ""https://environment.ec.europa.eu/topics/nature-and-biodiversity/invasive-alien-species_en"" target = ""_blank"">list of species of Union concern</a>, with no subsequent reports.
<li><b>only t<sub>1</sub>:</b> 10 km  x 10 km gridcells where the species has first appeared during the first 3-yearly reporting cycle.
<li><b>t<sub>0</sub> & t<sub>1</sub>:</b> 10 km x 10 km gridcells where the species is still present.</b>"
management-mapOccurrence_description,"<p>Map and associated graphs of the spatial distribution of realized management 
<li>On the map, you can see the spatial distribution for the chosen year.
<li>On the graph below the map on the left, you can find the trend per region (Flanders, Wallonia and/or Brussels). 
<li>On the graph below the map on the right, the trend in the selected region(s) is shown.</p>

<!DOCTYPE html>
<html lang=""en"">
<head>
  <meta charset=""UTF-8"">
  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
  <title>Table Overview</title>
  <link href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"" rel=""stylesheet""> <!-- Font Awesome link -->
  <style>
    .indented {
      margin-left: 20px;
    }

    /* Remove default arrow */
    details summary {
      list-style: none;
      font-size: 14px; /* Optional: You can adjust the font size */
      color: #c1c443; /* Match the icon color */
      text-decoration: underline; /* Underline the text */
    }

    /* Green Icon Style */
    .green-icon {
      color:#c1c443 ;
      font-size: 18px; /* Adjust size as needed */
      margin-right: 10px; /* Space between the icon and the text */
    }
  </style>
</head>
<body>

<details>
  <summary>
    <i class=""fas fa-angle-double-down green-icon""></i> More information
  </summary>
<br>
<p>The <b>unit</b> determines how the results are displayed:
<ul>
<li> <b>absolute:</b> The absolute number of managed individuals
<li> <b>difference:</b> The difference in the absolute number of managed individuals of a year compared to the absolute number of managed individuals of the previous year. This value is calculated by subtracting the absolute value of the year from that of the previous year. This value can therefore be negative. A positive value indicates that more individuals were managed in a certain year compared to the previous year, a negative value indicates a decrease in the number of managed individuals, while a zero indicates the same number of managed individuals. The difference for the first year of the time series is always zero.
<li> <b>unit of effort:</b> The absolute number of managed individuals divided by the efforts made. This corrects the management for changes in effort. The unit of effort depends on the method used, but usually corresponds to 1 trap or 1 shot per 24 hours.  
</ul>
</p>
For more information on adjusting classes, see the <a href="""" target=""_blank"">frequently asked questions</a>
</details>

</body>
</html>"
management-mapInvasion_description,"<div> <p> These maps show the distribution of the species for the selected reference year and compare it with the distribution over the two previous three-year periods. </p> <p>As a user,you can choose how to organize the observation data. Here’s how to proceed:</p> <ol> <li>Select the <strong>'Edit classes'</strong> button.</li> <li>Use the <strong>nBins</strong> option to define the number of categories you want to divide the data into.</li> <li> Choose how the data will be distributed. You can choose between: <ul> <li><strong>Custom distribution:</strong> you define the limits yourself.</li> <li><strong>Equal distribution:</strong> all categories have an equal range.</li> <li><strong>Quantile distribution:</strong> each category contains roughly the same number of observations.</li> </ul> </li> <li>Name each category: make the display clearer by assigning an appropriate name to each group.</li> <li>Confirm your settings: click on <strong>'Confirm groups'</strong> to update the map with your new distribution.</li> </ol> </div>"
risk-mapRaster_description,"Invasive alien species have the potential to damage ecosystems,  reduce biodiversity and cause other problems for people and wildlife. In order to mitigate these problems research is needed into what the potential risks are and which species are most likely to be a problem. One of the techniques we use is species distribution modelling. These models aim to estimate the potential distribution of a species given the known environmental conditions where it is currently living. In such models we can also incorporate future scenarios into such models,  so that we can account for climate change in our evaluation of risk. </br>These maps are unlikely to be precise predictions of current or future species distributions, but are nevertheless a guide to scientists conducting risk assessments. They help us by indicating which areas might be most vulnerable to invasion,  and whether climate change is likely to cause greater or lesser establishment of the species."
tableIndicators_description,"<p>This table offers an overview of all species included on the alien species portal (= all species on the <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklist of Belgium</a>). For each species, the table includes information regarding its invasion status in Belgium as documented in the GRIIS checklist. The columns are described below: </p>

- <b>Species</b> displays the scientific name of the alien species.<br>
- <b>GBIF taxonomic ID (taxonkey)</b> shows the taxonkey of the species on <a href= ""https://www.gbif.org/news/EQgUzZ4YA75BSeLs1naI9/belgian-built-gbif-alert-system-wins-the-2023-ebbe-nielsen-challenge"" target=""_blank""> GBIF </a>(the Global Biodiversity Information Facility). Learn more about GBIF taxonomic keys on <a href= ""https://discourse.gbif.org/t/understanding-gbif-taxonomic-keys-usagekey-taxonkey-specieskey/3045"" target=""_blank""> this page. </a><br>
- <b>Year of last observation </b>indicates the most recent year the species was observed in Belgium. This is either based on the last year of observation indicated in the GRIIS checklist or (when available) on a more recent georeferenced observation of the species reported on GBIF.<br>
- <b>Habitat</b> lists the habitat type(s) in which the species is typically found, as indicated in the GRIIS checklist.<br>
- <b>Source</b> indicates the initial checklist that served as the basis to include the species in the GRIIS checklist. <br>
- <b>Year of first observation</b> signifies the first year the species was observed in Belgium (per region), as documented in the GRIIS checklist.<br>
- <b>Degree of establishment</b> indicates the degree of establishment of the species in Belgium, as indicated in the GRIIS checklist. ""NA"" signifies that this information was not available on the GRIIS checklist for the respective species.<br>
- <b>Pathway</b> Displays the introduction pathway(s) of the species in Belgium as specified in the GRIIS checklist. <br>
- <b>More</b> Indicates whether there is more information available on the species (using icons): <br>"
tableNesten_description,The number of nests reported on vespawatch.be per province.</br><em>Dates available until {{maxDate}}<em>
visualize_pathways_level1_description,"This graph shows the number of introduced taxa per introduction pathway category <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, level1</a>)</i>."
visualize_pathways_year_level1_description,"<p>This graph shows the trends in the number introduced taxa per introduction pathway category <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, level1</a>)</i>
<p>The taxa are grouped by decade based on their year of first observation as specified on the <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklist of Belgium</a>. 
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> A single taxa can be introduced via multiple introduction pathway categories, a taxa can thus be included more than once on this graph. This means the sum of the 'number of introduced taxa per introduction pathway category' can be larger than the 'number of taxa'</i>."
visualize_pathways_level2_description,"<p>This graph shows the number of introduced taxa per introduction pathway subcategory <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, level2</a>)</i>.
<p><p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> This graph can only display the subcategories of a single introduction pathway category. Please select a category using the filter at the top of this page</i>."
visualize_pathways_year_level2_description,"<p>This graph shows the trends in the number introduced taxa per introduction pathway subcategory <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, level2</a>)</i>
<p>The taxa are grouped by decade based on their year of first observation as specified on the <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklist of Belgium</a>. 
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> This graph can only display the subcategories of a single introduction pathway category. Please select a category using the filter at the top of this page</i>.
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> A single taxa can be introduced via multiple introduction pathway subcategories, a taxa can thus be included more than once on this graph. This means the sum of the 'number of introduced taxa per introduction pathway category' can be larger than the 'number of taxa'</i>."
welcomeTitle_description,On this page you will find all figures and trends about alien species in Belgium.
occupancy_description,Area occupied by a species
checklist-welcome_description,"On this page you can find tables and graphs based on the <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklist of Belgium</a>."
species-welcome_description,"<p style=""text-align: center;"">This page offers interactive figures and trends for individual species, which you can select using the dropdown menu below. By default, data is shown for all of Belgium, but you can choose any combination of specific regions for a more tailored view. Our primary data source is <a href=""https://www.gbif.org"" target=""_blank"">GBIF.org</a>, supplemented with additional datasets where relevant.</p>"
confirm_language_change_title,Change language
confirm_language_change_description,Are you sure you want to change the language of the application? This will result in a loss of graph and table settings.
management-mapOccurrence_oxyura_jamaicensis_title,TITLE
management-mapOccurrence_oxyura_jamaicensis_description,DESCRIPTION
