gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,institutionCode2
4874432525,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/307246496,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:307246496,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-01T00:00:00Z,NA,122,122,2024,5,1,NA,NA,casual observation,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Walloon Brabant,NA,Grez-Doiceau,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.76718,4.64573,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on knowledge rules,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:35Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:35Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.1_1,Waals-Brabant,BEL.3.1.1_1,Graven,NE,Natagora
4874431439,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/303079454,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:303079454,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03T00:00:00Z,NA,94,94,2024,4,3,NA,NA,seen,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Hainaut,NA,Brunehaut,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.50954,3.38397,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on photographic evidence,NA,https://observations.be/species/212573,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina nigrithorax Buysson, 1905",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,nigrithorax,NA,SUBSPECIES,NA,Frelon noir asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:30Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,6247411,6247411,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina nigrithorax Buysson, 1905",Vespa velutina nigrithorax,NA,EML,2024-06-08T01:21:30Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.2_1,Henegouwen,BEL.3.2.7_1,Brunehaut,NA,Natagora
4874426073,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/304266031,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:304266031,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-09T00:00:00Z,NA,100,100,2024,4,9,NA,NA,seen,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Luxembourg,NA,Marche-en-Famenne,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.22507,5.34014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on knowledge rules,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:31Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:31Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.4_1,Luxemburg,BEL.3.4.3_1,Marche-En-Famenne,NE,Natagora
4874425934,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/303556108,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:303556108,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-06T00:00:00Z,NA,97,97,2024,4,6,NA,NA,casual observation,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Hainaut,NA,Frasnes-lez-Anvaing,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.68961,3.63969,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on photographic evidence,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:31Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:31Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.2_1,Henegouwen,BEL.3.2.1_1,Frasnes-Lez-Anvaing,NE,Natagora
4874425782,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/302736501,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:302736501,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-01T00:00:00Z,NA,92,92,2024,4,1,NA,NA,casual observation,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Liège,NA,Liège,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.66044,5.60533,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on photographic evidence,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:30Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:30Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.3_1,Luik,BEL.3.3.2_1,Luik,NE,Natagora
4874425762,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/295730872,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:295730872,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31T00:00:00Z,NA,365,365,2023,12,31,NA,NA,casual observation,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Namur,NA,Hastière,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.16174,4.8353,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on knowledge rules,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:40Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:40Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.5_1,Namen,BEL.3.5.1_1,Hastiere,NE,Natagora
4874424767,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/304708770,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:304708770,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-09T00:00:00Z,NA,100,100,2024,4,9,NA,NA,casual observation,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Namur,NA,Profondeville,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.36852,4.86303,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on photographic evidence,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:45Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:45Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.5_1,Namen,BEL.3.5.2_1,Profondeville,NE,Natagora
4603043252,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/302526056,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:302526056,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-30T00:00:00Z,NA,90,90,2024,3,30,NA,NA,casual observation,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Namur,NA,Andenne,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.46771,4.99211,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on photographic evidence,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:29Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:29Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.5_1,Namen,BEL.3.5.2_1,Andenne,NE,Natagora
4603043159,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/302324353,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:302324353,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-26T00:00:00Z,NA,86,86,2024,3,26,NA,NA,casual observation,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Hainaut,NA,Péruwelz,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.51953,3.60999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on knowledge rules,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:30Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:30Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.2_1,Henegouwen,BEL.3.2.7_1,Peruwelz,NE,Natagora
4603042810,https://www.natagora.be/donnees_naturalistes_usage,NA,NA,CC0_1_0,NA,NA,https://observations.be/observation/301456600,Natagora,Unc.Nest,NA,NA,https://doi.org/10.15468/p58ip1,Natagora,NA,"Observations.be - Non-native species occurrences in Wallonia, Belgium",NA,HUMAN_OBSERVATION,see metadata,NA,NA,Natagora:Observations:301456600,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,found as nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-18T00:00:00Z,NA,78,78,2024,3,18,NA,NA,seen,NA,NA,NA,NA,NA,NA,NA,NA,EUROPE,NA,NA,NA,BE,Hainaut,NA,Chapelle-lez-Herlaimont,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.43481,4.2861,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,approved on knowledge rules,NA,https://observations.be/species/8807,NA,NA,NA,NA,NA,NA,NA,"Vespa velutina Lepeletier, 1836",NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,NA,Vespidae,NA,NA,NA,Vespa,Vespa,NA,NA,velutina,NA,NA,SPECIES,NA,Frelon asiatique,ICZN,ACCEPTED,NA,NA,629befd5-fb45-4365-95c4-d07e72479b37,BE,2024-06-08T01:21:29Z,NA,NA,NA,NA,NA,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,TRUE,FALSE,1311477,1311477,1,54,216,1457,4490,1311334,NA,1311477,Vespa velutina,"Vespa velutina Lepeletier, 1836",Vespa velutina,NA,EML,2024-06-08T01:21:29Z,2024-06-08T01:12:46Z,FALSE,NA,TrIAS,FALSE,EUROPE,EUROPE,BEL,Belgium,BEL.3_1,wallonia,BEL.3.2_1,Henegouwen,BEL.3.2.2_1,Chapelle-Lez-Herlaimont,NE,Natagora
