gbifID,year,individualCount,lifeStage,eventID,locationID,NISCODE,gemeente,provincie,verbatimLocality,locality,n_fuiken,gewest
2266,2025,0,adult,13-05-2025_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
2267,2025,0,juvenile,13-05-2025_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
2268,2025,0,larvae,13-05-2025_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
2539,2020,0,adult,14-07-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
2540,2020,0,juvenile,14-07-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
2541,2020,0,larvae,14-07-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
4606,2020,1,adult,23-06-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
4607,2020,0,juvenile,23-06-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
4608,2020,0,larvae,23-06-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
4804,2020,0,adult,24-04-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
4805,2020,0,juvenile,24-04-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
4806,2020,0,larvae,24-04-2020_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,2,flanders
5395,2021,0,adult,27-05-2021_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,5,flanders
5396,2021,0,juvenile,27-05-2021_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,5,flanders
5397,2021,1,larvae,27-05-2021_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,5,flanders
5605,2019,0,adult,28-05-2019_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,3,flanders
5606,2019,0,juvenile,28-05-2019_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,3,flanders
5607,2019,0,larvae,28-05-2019_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,3,flanders
5641,2017,0,adult,28-06-2017_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,8,flanders
5642,2017,0,juvenile,28-06-2017_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,8,flanders
5643,2017,0,larvae,28-06-2017_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,8,flanders
5653,2021,0,adult,28-06-2021_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,5,flanders
5654,2021,0,juvenile,28-06-2021_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,5,flanders
5655,2021,0,larvae,28-06-2021_arendonk 3,3F49AB70-7443-4002-8599-FA8F7F38616B,NA,unknown,NA,arendonk 3,arendonk 3,5,flanders
