gbifID,year,individualCount,lifeStage,eventID,locationID,NISCODE,NAAM,provincie,verbatimLocality,locality,n_fuiken
4060850782,2022,29,larvae,e9f53ff4-4f6d-4579-98e1-6e12fd11cbc8,F839D846-F59A-4D49-AE3A-724B06CE89E4,13003,Balen,Antwerpen,,scheps 40,9
4060850779,2022,10,larvae,94f36e1d-b822-442c-93f1-5153e90ed600,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,,scheps 20,10
4060850777,2022,2,adult,94f36e1d-b822-442c-93f1-5153e90ed600,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,,scheps 20,10
4060850775,2021,1,larvae,219ae34f-263a-41f9-b13e-745a95ddeeeb,3D6D580A-AB46-401F-8ABF-43001E535D3F,13013,Herselt,Antwerpen,,herselt 8,5
4060850773,2021,26,larvae,9889b9bf-d409-40f5-a382-894ff150ddb5,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,,scheps 20,8
4060850771,2022,56,larvae,21fc7edf-e4ce-4f36-8c97-60d36c3303a8,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,,scheps 20,8.5
4060850769,2021,6,larvae,4d12cba4-0159-4d5c-9213-87707f8cd71d,3FF122FA-A234-4A59-B023-BF7A15813990,13053,Laakdal,Antwerpen,,laakdal 41,7
4060850768,2022,22,larvae,e890bc8b-cdc6-47a8-ac7d-f2037747e4a2,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,10
4060850766,2022,5,larvae,aa08c3ec-4663-4ce4-9c99-0a77480b8e4a,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,10
4060850765,2022,7,larvae,d319981d-cc87-4abf-a6b0-763eaa558b69,CCB25757-251A-496E-BE76-0FCEBCCE248E,13003,Balen,Antwerpen,,molse nete 25,5
4060850763,2022,9,larvae,d319981d-cc87-4abf-a6b0-763eaa558b69,CCB25757-251A-496E-BE76-0FCEBCCE248E,13003,Balen,Antwerpen,,molse nete 25,5
4060850762,2022,74,larvae,d97c80be-9bbe-4041-84cf-0f03eb2917c2,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,10
4060850760,2020,4,larvae,d0ff02f6-f84c-4add-9872-d93764804497,95a96ebf-b2d0-461f-9304-d7ada7c4f31d,13003,Balen,Antwerpen,,griesbroek 3,2
4060850759,2021,1,adult,8b92282c-7f8e-4439-a716-027c6a4ddbf8,3FF122FA-A234-4A59-B023-BF7A15813990,13053,Laakdal,Antwerpen,,laakdal 41,7
4060850753,2022,22,larvae,669d3909-2841-4f03-8688-ee23d047d659,2AB1C866-FD95-4691-A764-F45063561D06,13008,Geel,Antwerpen,,meerhout 14,18.5
4060850752,2021,5,larvae,2dc66e5a-ebd6-4375-b5c1-2a8c62450381,3D6D580A-AB46-401F-8ABF-43001E535D3F,13013,Herselt,Antwerpen,,herselt 8,5
4060850751,2021,1,adult,3ea2156e-56bc-4c0d-8fd1-1ef35499f4ec,3FF122FA-A234-4A59-B023-BF7A15813990,13053,Laakdal,Antwerpen,,laakdal 41,7
4060850750,2021,11,larvae,20d0b61c-b941-4eb2-b063-6186c0bd90d0,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,8
4060850746,2022,1,adult,8f016346-07b2-4420-bc0c-f6ba39a483ed,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,10
4060850739,2022,1,juvenile,5f09bba9-bc33-4e44-aae9-c7f401d33fca,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,10
4060850738,2019,2,juvenile,8c5c7a14-18bb-476f-9509-76a53277e34a,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,,scheps 20,5
4060850737,2021,32,larvae,98b33d28-aed3-4c48-9709-668e172c5ee6,C40A62BC-753E-4B8E-A09E-101C73DE9BD0,13021,Meerhout,Antwerpen,,scheps 35,3
4060850731,2021,9,larvae,8ef5d243-4daf-41b8-999c-83d05962644d,3FF122FA-A234-4A59-B023-BF7A15813990,13053,Laakdal,Antwerpen,,laakdal 41,10
4060850730,2022,16,larvae,68db93cb-c4fc-4a2b-bf5b-37e9c380a7fd,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,13013,Herselt,Antwerpen,,herselt 2,2
4060850722,2021,1,adult,8b92282c-7f8e-4439-a716-027c6a4ddbf8,3FF122FA-A234-4A59-B023-BF7A15813990,13053,Laakdal,Antwerpen,,laakdal 41,7
4060850717,2019,2,larvae,b1402db6-e783-4058-86dd-530e89223acf,554e3c11-e529-4b0b-a162-714c72d3547e,12026,Nijlen,Antwerpen,,nijlen b10,3
4060850716,2022,834,larvae,d97c80be-9bbe-4041-84cf-0f03eb2917c2,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,10
4060850715,2022,1,larvae,29f2b1f1-705e-4e51-9dd4-b5aaa43b8409,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,10
4060850713,2022,78,larvae,94f36e1d-b822-442c-93f1-5153e90ed600,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,,scheps 20,10
4060850712,2021,1,larvae,75293786-dff6-4d35-a511-20d4413d74d4,e8165c62-451a-4d96-882f-468098023cc4,13053,Laakdal,Antwerpen,,laakdal 30c,3
4060850711,2021,1,juvenile,8387597a-85e0-469d-9e29-115566cdb4f4,023e2cd6-493c-4e24-bbe1-e03c9afdb0a1,12026,Nijlen,Antwerpen,,nijlen b3b,4
4060850710,2021,2,larvae,4d12cba4-0159-4d5c-9213-87707f8cd71d,3FF122FA-A234-4A59-B023-BF7A15813990,13053,Laakdal,Antwerpen,,laakdal 41,7
4060850696,2021,10,larvae,b9c4f6d6-da2c-4a4b-ac88-98abc5994e4e,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,8
4060850694,2021,1,larvae,5036aee7-e648-46db-b7a0-147b2c8208b6,62abe301-066c-4fa9-a54d-14e8b8882923,13053,Laakdal,Antwerpen,,laakdal 5,5
4060850693,2022,38,larvae,93d2c0df-ff90-496d-8752-bc26e5be230f,2AB1C866-FD95-4691-A764-F45063561D06,13008,Geel,Antwerpen,,meerhout 14,16
4060850690,2022,47,larvae,e24ef8d6-9911-43cc-8847-1d5f3458ee1f,2AB1C866-FD95-4691-A764-F45063561D06,13008,Geel,Antwerpen,,meerhout 14,18.5
4060850687,2020,1,juvenile,df1b4f4b-3254-455f-a1d0-3689bd7b1896,829b4e3e-8baf-4236-9896-1f8bb58e893c,13003,Balen,Antwerpen,,griesbroek 5,3
4060850685,2021,1,adult,d660f3ac-93f0-4221-b0f0-3c6cdba3777e,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,8
4060850684,2021,108,larvae,b9c4f6d6-da2c-4a4b-ac88-98abc5994e4e,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,,griesbroek 6,8
