X,scientificName,taxonKey,rank,taxonomicStatus,kingdom,includes,classKey,gbifKey
1491,Boccardiella hamata,2320998,SPECIES,ACCEPTED,Animalia,NA,256,159747756
1492,Boccardiella ligerica,2705092,NA,NA,NA,NA,196,182133960
1493,Boettgerilla pallens,4567717,SPECIES,ACCEPTED,Animalia,"4567717: Boettgerilla pallens Simroth, 1912",225,152543629
1494,Bolboschoenus glaucus,2718387,SPECIES,ACCEPTED,Plantae,2718387: Bolboschoenus glaucus (Lam.) S.G.Sm.,196,152546773
1495,Bolboschoenus planiculmis,2718377,SPECIES,ACCEPTED,Plantae,NA,196,213213183
1496,Bolboschoenus yagara,2718302,SPECIES,ACCEPTED,Plantae,2718302: Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan | 8319769: Bolboschoenus yagara (Ohwi) A.E.Kozhevnikov,196,152546774
1497,Bombina orientalis,2423441,SPECIES,ACCEPTED,Animalia,"2423441: Bombina orientalis (Boulenger, 1890)",131,182133501
1498,Bombycilla japonica,7466434,NA,NA,NA,NA,220,159747235
1499,Bonamia ostreae,9711656,NA,NA,NA,NA,220,159747067
1500,Borago officinalis,2926110,SPECIES,ACCEPTED,Plantae,2926110: Borago officinalis L.,220,152545519
1501,Bostrychia hagedash,5229203,SPECIES,ACCEPTED,Animalia,"5229203: Bostrychia hagedash (Latham, 1790)",212,159747461
1502,Bothriochloa decipiens,2426658,NA,NA,NA,NA,131,152546982
1503,Bothriochloa ischaemum,2704102,SPECIES,ACCEPTED,Plantae,2704102: Bothriochloa ischaemum (L.) Keng,196,152546983
1504,Bothriochloa macra,4136695,SPECIES,ACCEPTED,Plantae,NA,196,152546981
1505,Botrychium simplex,2650180,SPECIES,ACCEPTED,Plantae,2650180: Botrychium simplex E.Hitchc.,7228684,152547190
1506,Botrylloides diegensis,4354937,SPECIES,ACCEPTED,Animalia,NA,356,213212366
1507,Botrylloides violaceus,4354941,SPECIES,ACCEPTED,Animalia,"4354941: Botrylloides violaceus Oka, 1927",356,159747720
1508,Brachiaria platyphylla,2705857,SPECIES,ACCEPTED,Plantae,2705857: Brachiaria platyphylla (Munro ex C.Wright) Nash | 2705854: Urochloa platyphylla (Munro ex C.Wright) R.D.Webster,196,NA
1509,Brachypodium distachyon,5290143,SPECIES,ACCEPTED,Plantae,5290143: Brachypodium distachyon (L.) P.Beauv.,196,152546842
1510,Brachypodium phoenicoides,5290144,SPECIES,ACCEPTED,Plantae,5290144: Brachypodium phoenicoides (L.) Roem. & Schult.,196,152546843
1511,Brachyscome iberidifolia,3144603,SPECIES,ACCEPTED,Plantae,NA,220,213215078
1512,Branchiodrilus hortensis,2928153,NA,NA,NA,NA,220,152543686
1513,Branchiura sowerbyi,2308574,SPECIES,ACCEPTED,Animalia,"2308574: Branchiura sowerbyi Beddard, 1892",255,152543690
1514,Branta canadensis,5232437,SPECIES,ACCEPTED,Animalia,"5232437: Branta canadensis (Linnaeus, 1758) | 5232443: Branta canadensis parvipes (Cassin, 1852) | 7191098: Branta canadensis canadensis",212,152543206
1515,Branta hutchinsii,5232452,SPECIES,ACCEPTED,Animalia,"7191099: Branta hutchinsii hutchinsii | 5232452: Branta hutchinsii (Richardson, 1832) | 5232463: Branta canadensis hutchinsi (Richardson, 1832) | 5232453: Branta hutchinsii minima Ridgway, 1885 | 5232460: Branta hutchinsii taverneri Delacour, 1951",212,159747001
1516,Branta sandvicensis,5232445,SPECIES,ACCEPTED,Animalia,"5232445: Branta sandvicensis (Vigors, 1834)",212,159746999
1517,Brassica barrelieri,3042799,SPECIES,ACCEPTED,Plantae,3042799: Brassica barrelieri (L.) Janka,220,152545395
1518,Brassica carinata,3042925,SPECIES,ACCEPTED,Plantae,3042925: Brassica carinata A.Braun,220,152545391
1519,Brassica elongata,2447418,NA,NA,NA,NA,11592253,NA
1520,Brassica elongata,9603492,NA,NA,NA,NA,220,NA
1521,Brassica elongata,7227181,NA,NA,NA,NA,196,NA
1522,Brassica elongata,5544928,NA,NA,NA,NA,220,NA
1523,Brassica elongata,11844792,NA,NA,NA,NA,220,NA
1524,Brassica elongata,9405645,NA,NA,NA,NA,220,NA
1525,Brassica elongata,5581279,NA,NA,NA,NA,220,NA
1526,Brassica elongata,4036350,NA,NA,NA,NA,220,NA
1527,Brassica elongata,7226804,NA,NA,NA,NA,196,NA
1528,Brassica elongata,7757431,NA,NA,NA,NA,220,NA
1529,Brassica elongata,7224069,NA,NA,NA,NA,220,NA
1530,Brassica elongata,7272185,NA,NA,NA,NA,220,NA
1531,Brassica elongata,12205713,NA,NA,NA,NA,196,NA
1532,Brassica elongata,7295374,NA,NA,NA,NA,220,NA
1533,Brassica elongata,7267631,NA,NA,NA,NA,220,NA
1534,Brassica elongata,4270548,NA,NA,NA,NA,196,NA
1535,Brassica elongata,7440977,NA,NA,NA,NA,220,NA
1536,Brassica elongata,7272439,NA,NA,NA,NA,220,NA
1537,Brassica elongata,2444221,NA,NA,NA,NA,11592253,NA
1538,Brassica elongata,4925890,NA,NA,NA,NA,220,NA
1539,Brassica elongata,3042889,NA,NA,NA,NA,220,NA
1540,Brassica elongata,8421432,NA,NA,NA,NA,220,NA
1541,Brassica elongata,3596131,NA,NA,NA,NA,220,NA
1542,Brassica elongata,6313051,NA,NA,NA,NA,196,NA
1543,Brassica elongata,9537212,NA,NA,NA,NA,220,NA
1544,Brassica elongata,7225712,NA,NA,NA,NA,220,NA
1545,Brassica elongata,8421432,NA,NA,NA,NA,220,NA
1546,Brassica elongata integrifolia,NA,NA,NA,NA,NA,NA,152545393
1547,Brassica juncea,3042751,SPECIES,ACCEPTED,Plantae,3042751: Brassica juncea (L.) Czern.,220,152545394
1548,Brassica napus,3042636,SPECIES,ACCEPTED,Plantae,3042636: Brassica napus L. | 7225635: Brassica napus subsp. napus | 7801836: Brassica napus subsp. napobrassica (L.) O.Schwarz | 6392906: Brassica napus var. napus,220,152545397
1549,Brassica oleracea,3042845,SPECIES,ACCEPTED,Plantae,"3042845: Brassica oleracea L. | 3042853: Brassica oleracea subsp. caulorapa (DC.) Metzg. | 7836447: Brassica oleracea subsp. capitata (L.) Schübl. & G.Martens, 1834",220,152545392
1550,Brassica rapa,7903057,SPECIES,ACCEPTED,Plantae,7903057: Brassica rapa L. | 3042723: Brassica rapa subsp. campestris (L.) A.R.Clapham | 7225636: Brassica rapa subsp. rapa | 6449378: Brassica rapa var. oleifera DC. | 3042702: Brassica rapa subsp. chinensis (L.) Hanelt,220,152545390
1551,Brassica tournefortii,3042624,SPECIES,ACCEPTED,Plantae,3042624: Brassica tournefortii Gouan,220,152545396
1552,Bratislavia dadayi,2152822,NA,NA,NA,NA,367,152543667
1553,Briza maxima,2702792,SPECIES,ACCEPTED,Plantae,2702792: Briza maxima L.,196,152546989
1554,Briza minor,2702793,SPECIES,ACCEPTED,Plantae,2702793: Briza minor L.,196,152546988
1555,Bromus alopecuros,5381097,NA,NA,NA,NA,220,152546952
1556,Bromus arenarius,5341768,NA,NA,NA,NA,220,152546951
1557,Bromus brevis,2703731,SPECIES,ACCEPTED,Plantae,NA,196,152546959
1558,Bromus briziformis,2703682,SPECIES,ACCEPTED,Plantae,NA,196,152546957
1559,Bromus carinatus,2703712,SPECIES,ACCEPTED,Plantae,NA,196,213213003
1560,Bromus catharticus,2703723,SPECIES,ACCEPTED,Plantae,2703723: Bromus catharticus Vahl | 2703727: Ceratochloa cathartica (Vahl) Herter | 2703724: Ceratochloa unioloides (Willd.) P.Beauv.,196,152546966
1561,Bromus danthoniae,5539680,NA,NA,NA,NA,220,152546955
1562,Bromus diandrus,2703760,SPECIES,ACCEPTED,Plantae,2703760: Bromus diandrus Roth | 8190105: Bromus diandrus subsp. diandrus | 2703761: Anisantha diandra (Roth) Tutin ex Tzvelev,196,152546962
1563,Bromus ferronii,4124881,SPECIES,ACCEPTED,Plantae,NA,196,213213005
1564,Bromus hordeaceus,4131042,SUBSPECIES,ACCEPTED,Plantae,4131042: Bromus hordeaceus subsp. longipedicellatus Spalton,196,NA
1565,Bromus hordeaceus,5347854,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1566,Bromus hordeaceus,2453826,SUBSPECIES,ACCEPTED,Plantae,NA,11592253,NA
1567,Bromus hordeaceus,8782549,SUBSPECIES,ACCEPTED,Plantae,NA,11592253,NA
1568,Bromus hordeaceus,5352425,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1569,Bromus hordeaceus,7331861,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1570,Bromus hordeaceus,7421129,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1571,Bromus hordeaceus,2717402,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1572,Bromus hordeaceus,2653392,SUBSPECIES,ACCEPTED,Plantae,NA,282,NA
1573,Bromus hordeaceus,7293222,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1574,Bromus hordeaceus,7753114,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1575,Bromus hordeaceus,2176168,SUBSPECIES,ACCEPTED,Plantae,NA,367,NA
1576,Bromus hordeaceus,7455425,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1577,Bromus hordeaceus,8257857,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1578,Bromus hordeaceus,7266343,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1579,Bromus hordeaceus,2974921,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1580,Bromus hordeaceus,7225471,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1581,Bromus hordeaceus,2444141,SUBSPECIES,ACCEPTED,Plantae,NA,11592253,NA
1582,Bromus hordeaceus,2453882,SUBSPECIES,ACCEPTED,Plantae,NA,11592253,NA
1583,Bromus hordeaceus,5831060,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1584,Bromus hordeaceus,7223177,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1585,Bromus hordeaceus,4248063,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1586,Bromus hordeaceus,4048052,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1587,Bromus hordeaceus,7225621,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1588,Bromus hordeaceus,3047147,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1589,Bromus hordeaceus,7925720,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1590,Bromus hordeaceus,6369140,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1591,Bromus hordeaceus,2444221,SUBSPECIES,ACCEPTED,Plantae,NA,11592253,NA
1592,Bromus hordeaceus,3802956,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1593,Bromus hordeaceus,7277946,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1594,Bromus hordeaceus,6084799,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1595,Bromus hordeaceus,7226794,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1596,Bromus hordeaceus,7225712,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1597,Bromus hordeaceus,7070211,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1598,Bromus hordeaceus,7327959,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1599,Bromus hordeaceus,8338571,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1600,Bromus hordeaceus,4115425,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1601,Bromus hordeaceus,2161911,SUBSPECIES,ACCEPTED,Plantae,NA,367,NA
1602,Bromus hordeaceus,8358048,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1603,Bromus hordeaceus,7272439,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1604,Bromus hordeaceus,4250676,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1605,Bromus hordeaceus,3922770,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1606,Bromus hordeaceus,2769073,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1607,Bromus hordeaceus,10755213,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1608,Bromus hordeaceus,3611735,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1609,Bromus hordeaceus,5365494,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1610,Bromus hordeaceus,3898065,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1611,Bromus hordeaceus,6308164,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1612,Bromus hordeaceus,7066596,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1613,Bromus hordeaceus,4925890,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1614,Bromus hordeaceus,7068845,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1615,Bromus hordeaceus,8323119,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1616,Bromus hordeaceus,5373483,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1617,Bromus hordeaceus,7219988,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1618,Bromus hordeaceus,4123394,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1619,Bromus hordeaceus,6432925,SUBSPECIES,ACCEPTED,Plantae,NA,220,NA
1620,Bromus hordeaceus,4132112,SUBSPECIES,ACCEPTED,Plantae,NA,196,NA
1621,Bromus hordeaceus,2445496,NA,NA,NA,NA,11592253,NA
1622,Bromus hordeaceus,6449041,NA,NA,NA,NA,196,NA
1623,Bromus hordeaceus divaricatus,NA,NA,NA,NA,NA,NA,213213012
1624,Bromus hordeaceus longipedicellatus,NA,NA,NA,NA,NA,NA,152546949
1625,Bromus inermis,2703670,SPECIES,ACCEPTED,Plantae,2703670: Bromus inermis Leyss. | 4112404: Bromopsis inermis (Leyss.) Holub,196,152546956
1626,Bromus intermedius,4128347,SPECIES,ACCEPTED,Plantae,4128347: Bromus intermedius Guss.,196,152546948
1627,Bromus japonicus,3189760,NA,NA,NA,NA,220,NA
1628,Bromus japonicus,4090836,NA,NA,NA,NA,220,NA
1629,Bromus japonicus,7350944,NA,NA,NA,NA,220,NA
1630,Bromus japonicus,11844792,NA,NA,NA,NA,220,NA
1631,Bromus japonicus,2443339,NA,NA,NA,NA,11418114,NA
1632,Bromus japonicus,7358677,NA,NA,NA,NA,220,NA
1633,Bromus japonicus,3802956,NA,NA,NA,NA,220,NA
1634,Bromus japonicus,9537212,NA,NA,NA,NA,220,NA
1635,Bromus japonicus,7998563,NA,NA,NA,NA,196,NA
1636,Bromus japonicus,5224481,NA,NA,NA,NA,11592253,NA
1637,Bromus japonicus,6300531,NA,NA,NA,NA,220,NA
1638,Bromus japonicus,4036957,NA,NA,NA,NA,220,NA
1639,Bromus japonicus,9771172,NA,NA,NA,NA,220,NA
1640,Bromus japonicus,6710856,NA,NA,NA,NA,196,NA
1641,Bromus japonicus,7096205,NA,NA,NA,NA,220,NA
1642,Bromus japonicus,7223680,NA,NA,NA,NA,220,NA
1643,Bromus japonicus,5825913,NA,NA,NA,NA,194,NA
1644,Bromus japonicus,6362724,NA,NA,NA,NA,220,NA
1645,Bromus japonicus,7225471,NA,NA,NA,NA,220,NA
1646,Bromus japonicus,8323119,NA,NA,NA,NA,220,NA
1647,Bromus japonicus,7219988,NA,NA,NA,NA,220,NA
1648,Bromus japonicus,7190901,NA,NA,NA,NA,11418114,NA
1649,Bromus japonicus,10755213,NA,NA,NA,NA,196,NA
1650,Bromus japonicus,5347854,NA,NA,NA,NA,220,NA
1651,Bromus japonicus,7226776,NA,NA,NA,NA,196,NA
1652,Bromus japonicus,2453882,NA,NA,NA,NA,11592253,NA
1653,Bromus japonicus,3663237,NA,NA,NA,NA,220,NA
1654,Bromus japonicus,3596131,NA,NA,NA,NA,220,NA
1655,Bromus japonicus,7753114,NA,NA,NA,NA,220,NA
1656,Bromus japonicus,2176168,NA,NA,NA,NA,367,NA
1657,Bromus japonicus,4194303,NA,NA,NA,NA,220,NA
1658,Bromus japonicus japonicus,NA,NA,NA,NA,NA,NA,213213019
1659,Bromus lanceolatus,2703733,SPECIES,ACCEPTED,Plantae,2703733: Bromus lanceolatus Roth,196,152546960
1660,Bromus lepidus,2703711,SPECIES,ACCEPTED,Plantae,2703711: Bromus lepidus Holmb.,196,152546963
1661,Bromus madritensis,2703721,SPECIES,ACCEPTED,Plantae,2703721: Bromus madritensis L. | 2703722: Anisantha madritensis (L.) Nevski,196,152546965
1662,Bromus marginatus,2703686,SPECIES,ACCEPTED,Plantae,NA,196,152546958
1663,Bromus pectinatus,4114858,NA,NA,NA,NA,196,152546950
1664,Bromus polyanthus,2703776,SPECIES,ACCEPTED,Plantae,NA,196,182133530
1665,Bromus rigidus,2703663,SPECIES,ACCEPTED,Plantae,NA,196,213213008
1666,Bromus rubens,2703740,SPECIES,ACCEPTED,Plantae,2703740: Bromus rubens L.,196,152546961
1667,Bromus scoparius,2703720,SPECIES,ACCEPTED,Plantae,NA,196,152546964
1668,Bromus sitchensis,2703698,SPECIES,ACCEPTED,Plantae,2703698: Bromus sitchensis Trin.,196,152546953
1669,Bromus squarrosus,2703700,SPECIES,ACCEPTED,Plantae,2703700: Bromus squarrosus L.,196,152546954
1670,Broussonetia papyrifera,5361944,SPECIES,ACCEPTED,Plantae,5361944: Broussonetia papyrifera (L.) Vent.,220,152544746
1671,Brunnera macrophylla,2926045,SPECIES,ACCEPTED,Plantae,2926045: Brunnera macrophylla (Adams) I.M.Johnst.,220,152545525
1672,Bubo virginianus,5959118,SPECIES,ACCEPTED,Animalia,"5959118: Bubo virginianus (J.F.Gmelin, 1788)",212,159746974
1673,Bucculatrix ainsliella,1751299,SPECIES,ACCEPTED,Animalia,NA,216,213214029
1674,Bucculatrix chrysanthemella,4535888,SPECIES,ACCEPTED,Animalia,NA,216,213214028
1675,Bucephala albeola,2498329,SPECIES,ACCEPTED,Animalia,"2498329: Bucephala albeola (Linnaeus, 1758)",212,159747051
1676,Bucephala islandica,2211487,NA,NA,NA,NA,229,213212733
1677,Buchananiella continua,2020779,SPECIES,ACCEPTED,Animalia,NA,216,213214243
1678,Bucorvus leadbeateri,2476041,SPECIES,ACCEPTED,Animalia,"2476041: Bucorvus leadbeateri (Vigors, 1825)",212,159747433
1679,Buddleja albiflora,4023424,SPECIES,ACCEPTED,Plantae,NA,220,152545611
1680,Buddleja davidii,3173338,SPECIES,ACCEPTED,Plantae,3173338: Buddleja davidii Franch. | 4055561: Buddleja variabilis Hemsl.,220,152545612
1681,Bufotes viridis,9529916,SPECIES,ACCEPTED,Animalia,"9529916: Bufotes viridis (Laurenti, 1768)",131,182133493
1682,Bugula neritina,4984851,SPECIES,ACCEPTED,Animalia,NA,252,159748463
1683,Bugulina simplex,7668385,SPECIES,ACCEPTED,Animalia,NA,252,159748461
1684,Bugulina stolonifera,7272439,NA,NA,NA,NA,220,159748459
1685,Bunias erucago,3050357,SPECIES,ACCEPTED,Plantae,3050357: Bunias erucago L.,220,152545455
1686,Bunias orientalis,3050364,SPECIES,ACCEPTED,Plantae,3050364: Bunias orientalis L.,220,152545456
1687,Bupleurum croceum,3639326,SPECIES,ACCEPTED,Plantae,3639326: Bupleurum croceum Fenzl,220,152544619
1688,Bupleurum fruticosum,3638793,SPECIES,ACCEPTED,Plantae,NA,220,152544622
1689,Bupleurum gerardi,6369140,NA,NA,NA,NA,220,152544614
1690,Bupleurum odontites,3034552,SPECIES,ACCEPTED,Plantae,NA,220,152544624
1691,Bupleurum praealtum,6026972,SPECIES,ACCEPTED,Plantae,6026972: Bupleurum praealtum L.,220,152544617
1692,Bupleurum subovatum,3034558,SPECIES,ACCEPTED,Plantae,3034558: Bupleurum subovatum Link ex Spreng.,220,152544625
1693,Buteo auguralis,2480568,SPECIES,ACCEPTED,Animalia,"2480568: Buteo auguralis Salvadori, 1865",212,159747126
1694,Buteo jamaicensis,2480542,SPECIES,ACCEPTED,Animalia,"2480542: Buteo jamaicensis (Gmelin, 1788)",212,159747128
1695,Cabomba caroliniana,2882443,SPECIES,ACCEPTED,Plantae,2882443: Cabomba caroliniana A.Gray,220,152545879
1696,Cacopsylla fulguralis,4484176,SPECIES,ACCEPTED,Animalia,NA,216,213214175
1697,Cacyreus marshalli,1932752,SPECIES,ACCEPTED,Animalia,"1932752: Cacyreus marshalli Butler, 1898",216,152544304
1698,Cadra cautella,1873890,SPECIES,ACCEPTED,Animalia,NA,216,213213915
1699,Cadra figulilella,1873903,SPECIES,ACCEPTED,Animalia,NA,216,213213914
1700,Caenoplana coerulea,2502810,SPECIES,ACCEPTED,Animalia,"2502810: Caenoplana coerulea Moseley, 1877",NA,182132854
1701,Caenoplana variegata,6476679,SPECIES,ACCEPTED,Animalia,NA,NA,213213352
1702,Caiman crocodilus,2514345,NA,NA,NA,NA,270,182133699
1703,Cairina moschata,7805464,NA,NA,NA,NA,270,159747040
1704,Calandrinia ciliata,3084693,SPECIES,ACCEPTED,Plantae,NA,220,159749078
1705,Calandrinia pilosiuscula,7288892,SPECIES,ACCEPTED,Plantae,NA,220,213214856
1706,Calceolaria chelidonioides,3377362,NA,NA,NA,NA,270,152545568
1707,Calendula arvensis,9182765,SPECIES,ACCEPTED,Plantae,9182765: Calendula arvensis L.,220,152543722
1708,Calendula officinalis,5391480,SPECIES,ACCEPTED,Plantae,5391480: Calendula officinalis L.,220,152543724
1709,Calibrachoa parviflora,2928905,SPECIES,ACCEPTED,Plantae,NA,220,213213526
1710,Callicarpa bodinieri,7309012,SPECIES,ACCEPTED,Plantae,7309012: Callicarpa bodinieri H.Lév.,220,152545700
1711,Callidiellum rufipennis,1152186,SPECIES,ACCEPTED,Animalia,"1152188: Callidiellum rufipenne N.Ohbayashi, Kimura & Satô, 1994",216,154368238
1712,Callinectes sapidus,2225646,SPECIES,ACCEPTED,Animalia,"2225646: Callinectes sapidus Rathbun, 1896",229,152543877
1713,Callipepla californica,5228080,SPECIES,ACCEPTED,Animalia,"5228080: Callipepla californica (Shaw, 1798)",212,159747507
1714,Callistephus chinensis,3092946,SPECIES,ACCEPTED,Plantae,3092946: Callistephus chinensis (L.) Nees,220,152544360
1715,Callobius nomeus,2494536,NA,NA,NA,NA,212,152544246
1716,Callonetta leucophrys,2498384,SPECIES,ACCEPTED,Animalia,"2498384: Callonetta leucophrys (Vieillot, 1816)",212,159747065
1717,Callopistria floridensis,5108665,SPECIES,ACCEPTED,Animalia,"5108665: Callopistria floridensis Guenée, 1852",216,152544299
1718,Callopistromyia annulipes,1523628,SPECIES,ACCEPTED,Animalia,NA,216,213214435
1719,Callosciurus erythraeus,2437394,SPECIES,ACCEPTED,Animalia,"2437394: Callosciurus erythraeus (Pallas, 1779)",359,152543314
1720,Callosciurus finlaysonii,2437399,SPECIES,ACCEPTED,Animalia,NA,359,213212296
1721,Callosciurus prevostii,2437397,SPECIES,ACCEPTED,Animalia,"2437397: Callosciurus prevostii (Desmarest, 1822)",359,152543313
1722,Calluna vulgaris,2882482,SPECIES,ACCEPTED,Plantae,NA,220,NA
1723,Calocephalus brownii,5406261,SPECIES,ACCEPTED,Plantae,NA,220,213215080
1724,Calotes,NA,NA,NA,NA,NA,NA,182133806
1725,Calotes NA,2466496,GENUS,ACCEPTED,Animalia,NA,11592253,NA
1726,Calotes NA,2466496,GENUS,ACCEPTED,Animalia,NA,11592253,NA
1727,Calotis cuneifolia,3098186,SPECIES,ACCEPTED,Plantae,3098186: Calotis cuneifolia R.Br.,220,152544339
1728,Calotis hispidula,3098176,SPECIES,ACCEPTED,Plantae,3098176: Calotis hispidula (F.Muell.) F.Muell.,220,152544336
1729,Calotis lappulacea,2494787,NA,NA,NA,NA,212,152544338
1730,Calystegia pulchra,3678949,SPECIES,ACCEPTED,Plantae,3678949: Calystegia pulchra Brumm. & Heywood,220,152545005
1731,Calystegia silvatica,7272185,NA,NA,NA,NA,220,NA
1732,Calystegia silvatica,4048052,NA,NA,NA,NA,220,NA
1733,Calystegia silvatica,5581279,NA,NA,NA,NA,220,NA
1734,Calystegia silvatica,3023671,NA,NA,NA,NA,220,NA
1735,Calystegia silvatica,12205713,NA,NA,NA,NA,196,NA
1736,Calystegia silvatica,7298085,NA,NA,NA,NA,220,NA
1737,Calystegia silvatica,7427650,NA,NA,NA,NA,220,NA
1738,Calystegia silvatica,6157050,NA,NA,NA,NA,11418114,NA
1739,Calystegia silvatica,6420901,NA,NA,NA,NA,220,NA
1740,Calystegia silvatica,8045533,NA,NA,NA,NA,220,NA
1741,Calystegia silvatica,9462721,NA,NA,NA,NA,212,NA
1742,Calystegia silvatica,5548724,NA,NA,NA,NA,220,NA
1743,Calystegia silvatica,7332416,NA,NA,NA,NA,220,NA
1744,Calystegia silvatica,2717402,NA,NA,NA,NA,196,NA
1745,Calystegia silvatica,4132112,NA,NA,NA,NA,196,NA
1746,Calystegia silvatica,11162940,NA,NA,NA,NA,220,NA
1747,Calystegia silvatica,4036350,NA,NA,NA,NA,220,NA
1748,Calystegia silvatica,9603492,NA,NA,NA,NA,220,NA
1749,Calystegia silvatica,7068845,NA,NA,NA,NA,220,NA
1750,Calystegia silvatica,3663237,NA,NA,NA,NA,220,NA
1751,Calystegia silvatica,4271356,NA,NA,NA,NA,220,NA
1752,Calystegia silvatica,3611735,NA,NA,NA,NA,220,NA
1753,Calystegia silvatica,7272439,NA,NA,NA,NA,220,NA
1754,Calystegia silvatica,2444221,NA,NA,NA,NA,11592253,NA
1755,Calystegia silvatica,9537212,NA,NA,NA,NA,220,NA
1756,Calystegia silvatica,7225712,NA,NA,NA,NA,220,NA
1757,Calystegia silvatica,4271342,NA,NA,NA,NA,220,NA
1758,Calystegia silvatica,7324507,NA,NA,NA,NA,220,NA
1759,Calystegia silvatica,7332517,NA,NA,NA,NA,220,NA
1760,Calystegia silvatica,7409013,NA,NA,NA,NA,220,NA
1761,Calystegia silvatica,6157035,NA,NA,NA,NA,11418114,NA
1762,Calystegia silvatica,7277946,NA,NA,NA,NA,220,NA
1763,Calystegia silvatica,6164210,NA,NA,NA,NA,359,NA
1764,Calystegia silvatica,7331861,NA,NA,NA,NA,220,NA
1765,Calystegia silvatica silvatica,NA,NA,NA,NA,NA,NA,213213583
1766,Camassia leichtlinii,2769069,SPECIES,ACCEPTED,Plantae,NA,196,213212521
1767,Camassia leichtlinii,2769073,SUBSPECIES,ACCEPTED,Plantae,NA,196,213212521
1768,Camassia leichtlinii,2888945,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1769,Camassia leichtlinii,6302047,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1770,Camassia leichtlinii,7358677,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1771,Camassia leichtlinii,2457378,SPECIES,ACCEPTED,Plantae,NA,11592253,213212521
1772,Camassia leichtlinii,7225456,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1773,Camassia leichtlinii,2473221,SPECIES,ACCEPTED,Plantae,NA,11592253,213212521
1774,Camassia leichtlinii,7421129,SPECIES,ACCEPTED,Plantae,NA,196,213212521
1775,Camassia leichtlinii,6449041,SPECIES,ACCEPTED,Plantae,NA,196,213212521
1776,Camassia leichtlinii,4194303,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1777,Camassia leichtlinii,8983123,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1778,Camassia leichtlinii,7068845,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1779,Camassia leichtlinii,5831060,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1780,Camassia leichtlinii,4248063,SPECIES,ACCEPTED,Plantae,NA,220,213212521
1781,Camassia leichtlinii,2161911,SPECIES,ACCEPTED,Plantae,NA,367,213212521
1782,Camassia leichtlinii,7409013,SPECIES,ACCEPTED,Plantae,NA,220,213212521
