taxonKey,class,classKey,kingdom,kingdomKey
5341203,Magnoliopsida,220,Plantae,6
8091998,Magnoliopsida,220,Plantae,6
1749449,Insecta,216,Animalia,1
2010226,Insecta,216,Animalia,1
2287073,Bivalvia,137,Animalia,1
2330928,Ascidiacea,356,Animalia,1
4487370,Insecta,216,Animalia,1
4984851,Gymnolaemata,252,Animalia,1
2855860,Liliopsida,196,Plantae,6
3021922,Magnoliopsida,220,Plantae,6
7403263,Magnoliopsida,220,Plantae,6
2174528,Arachnida,367,Animalia,1
2020686,Insecta,216,Animalia,1
2889934,Magnoliopsida,220,Plantae,6
3119175,Magnoliopsida,220,Plantae,6
3172549,Magnoliopsida,220,Plantae,6
5041422,Insecta,216,Animalia,1
2964025,Magnoliopsida,220,Plantae,6
2965354,Magnoliopsida,220,Plantae,6
3048397,Magnoliopsida,220,Plantae,6
4048240,Magnoliopsida,220,Plantae,6
5377064,Magnoliopsida,220,Plantae,6
3042751,Magnoliopsida,220,Plantae,6
5359175,Magnoliopsida,220,Plantae,6
1737131,Insecta,216,Animalia,1
7901652,Magnoliopsida,220,Plantae,6
2890287,Magnoliopsida,220,Plantae,6
3085421,Magnoliopsida,220,Plantae,6
2891774,Magnoliopsida,220,Plantae,6
5584611,Magnoliopsida,220,Plantae,6
3084015,Magnoliopsida,220,Plantae,6
6362904,Magnoliopsida,220,Plantae,6
2480410,Aves,212,Animalia,1
2706188,Liliopsida,196,Plantae,6
2890502,Magnoliopsida,220,Plantae,6
3121226,Magnoliopsida,220,Plantae,6
3064056,Magnoliopsida,220,Plantae,6
2294275,Gastropoda,225,Animalia,1
2726539,Liliopsida,196,Plantae,6
5359510,Magnoliopsida,220,Plantae,6
3121581,Magnoliopsida,220,Plantae,6
3940326,Magnoliopsida,220,Plantae,6
5361889,Magnoliopsida,220,Plantae,6
3146717,Magnoliopsida,220,Plantae,6
5334242,Magnoliopsida,220,Plantae,6
3940423,Magnoliopsida,220,Plantae,6
2928759,Magnoliopsida,220,Plantae,6
4021919,Magnoliopsida,220,Plantae,6
3172118,Magnoliopsida,220,Plantae,6
5362573,Magnoliopsida,220,Plantae,6
5154481,Insecta,216,Animalia,1
2890957,Magnoliopsida,220,Plantae,6
5228034,Aves,212,Animalia,1
2705181,Liliopsida,196,Plantae,6
5373160,Magnoliopsida,220,Plantae,6
5549949,Liliopsida,196,Plantae,6
2889019,Magnoliopsida,220,Plantae,6
1577153,Insecta,216,Animalia,1
5341394,Magnoliopsida,220,Plantae,6
1346919,Insecta,216,Animalia,1
2889037,Magnoliopsida,220,Plantae,6
2927174,Magnoliopsida,220,Plantae,6
5298069,Liliopsida,196,Plantae,6
5384466,Magnoliopsida,220,Plantae,6
2705953,Liliopsida,196,Plantae,6
5341373,Magnoliopsida,220,Plantae,6
2971016,Magnoliopsida,220,Plantae,6
3100968,Magnoliopsida,220,Plantae,6
3110767,Magnoliopsida,220,Plantae,6
3152378,Magnoliopsida,220,Plantae,6
5383936,Magnoliopsida,220,Plantae,6
5384848,Magnoliopsida,220,Plantae,6
6431411,Liliopsida,196,Plantae,6
3112364,Magnoliopsida,220,Plantae,6
1683815,Insecta,216,Animalia,1
5358907,Magnoliopsida,220,Plantae,6
3036892,Magnoliopsida,220,Plantae,6
5420957,Magnoliopsida,220,Plantae,6
8183217,Magnoliopsida,220,Plantae,6
1622599,Insecta,216,Animalia,1
3152372,Magnoliopsida,220,Plantae,6
3026585,Magnoliopsida,220,Plantae,6
5289913,Liliopsida,196,Plantae,6
3033518,Magnoliopsida,220,Plantae,6
5362215,Magnoliopsida,220,Plantae,6
3085357,Magnoliopsida,220,Plantae,6
1719204,Insecta,216,Animalia,1
2705300,Liliopsida,196,Plantae,6
3026024,Magnoliopsida,220,Plantae,6
3026074,Magnoliopsida,220,Plantae,6
4933624,Magnoliopsida,220,Plantae,6
9202318,Magnoliopsida,220,Plantae,6
3053406,Magnoliopsida,220,Plantae,6
5401007,Magnoliopsida,220,Plantae,6
3032611,Magnoliopsida,220,Plantae,6
7303104,Magnoliopsida,220,Plantae,6
3069460,Magnoliopsida,220,Plantae,6
2092040,Insecta,216,Animalia,1
5392145,Magnoliopsida,220,Plantae,6
3602683,Magnoliopsida,220,Plantae,6
5387639,Magnoliopsida,220,Plantae,6
3026040,Magnoliopsida,220,Plantae,6
5384359,Magnoliopsida,220,Plantae,6
5384361,Magnoliopsida,220,Plantae,6
3190551,Magnoliopsida,220,Plantae,6
3101184,Magnoliopsida,220,Plantae,6
3002530,Magnoliopsida,220,Plantae,6
3064221,Magnoliopsida,220,Plantae,6
2888323,Magnoliopsida,220,Plantae,6
5166760,Pycnogonida,354,Animalia,1
5289906,Liliopsida,196,Plantae,6
5568446,Magnoliopsida,220,Plantae,6
3119181,Magnoliopsida,220,Plantae,6
3896282,Magnoliopsida,220,Plantae,6
2882841,Magnoliopsida,220,Plantae,6
3133950,Magnoliopsida,220,Plantae,6
5289998,Liliopsida,196,Plantae,6
2875968,Magnoliopsida,220,Plantae,6
6027089,Magnoliopsida,220,Plantae,6
2882849,Magnoliopsida,220,Plantae,6
5231398,Aves,212,Animalia,1
5353590,Magnoliopsida,220,Plantae,6
5408682,Magnoliopsida,220,Plantae,6
2705144,Liliopsida,196,Plantae,6
2856457,Liliopsida,196,Plantae,6
3039267,Magnoliopsida,220,Plantae,6
2928576,Magnoliopsida,220,Plantae,6
11104870,Insecta,216,Animalia,1
2928859,Magnoliopsida,220,Plantae,6
4125308,Liliopsida,196,Plantae,6
7400250,Magnoliopsida,220,Plantae,6
2929800,Magnoliopsida,220,Plantae,6
3120284,Magnoliopsida,220,Plantae,6
4487799,Insecta,216,Animalia,1
5303040,Liliopsida,196,Plantae,6
4530608,Insecta,216,Animalia,1
2972595,Magnoliopsida,220,Plantae,6
2913169,Magnoliopsida,220,Plantae,6
7636833,Magnoliopsida,220,Plantae,6
2498402,Aves,212,Animalia,1
3169756,Magnoliopsida,220,Plantae,6
4544661,Arachnida,367,Animalia,1
2703740,Liliopsida,196,Plantae,6
2705185,Liliopsida,196,Plantae,6
3067891,Magnoliopsida,220,Plantae,6
5376692,Magnoliopsida,220,Plantae,6
2926055,Magnoliopsida,220,Plantae,6
8052025,Insecta,216,Animalia,1
5389173,Magnoliopsida,220,Plantae,6
8170635,Magnoliopsida,220,Plantae,6
3034646,Magnoliopsida,220,Plantae,6
5365305,Magnoliopsida,220,Plantae,6
2700768,Liliopsida,196,Plantae,6
5392883,Magnoliopsida,220,Plantae,6
3973001,Magnoliopsida,220,Plantae,6
9182765,Magnoliopsida,220,Plantae,6
2984492,Magnoliopsida,220,Plantae,6
2928767,Magnoliopsida,220,Plantae,6
7393329,Magnoliopsida,220,Plantae,6
10933479,Demospongiae,199,Animalia,1
4985072,Gymnolaemata,252,Animalia,1
2928034,Magnoliopsida,220,Plantae,6
3139003,Magnoliopsida,220,Plantae,6
8168344,Magnoliopsida,220,Plantae,6
8537667,Magnoliopsida,220,Plantae,6
7738766,Liliopsida,196,Plantae,6
3022203,Magnoliopsida,220,Plantae,6
2926572,Magnoliopsida,220,Plantae,6
5359660,Magnoliopsida,220,Plantae,6
2765272,Liliopsida,196,Plantae,6
2858963,Liliopsida,196,Plantae,6
2926048,Magnoliopsida,220,Plantae,6
3039046,Magnoliopsida,220,Plantae,6
7346102,Magnoliopsida,220,Plantae,6
3169713,Magnoliopsida,220,Plantae,6
5358266,Magnoliopsida,220,Plantae,6
9520065,Gastropoda,225,Animalia,1
2331498,Ascidiacea,356,Animalia,1
5422556,Phaeophyceae,7073593,Chromista,4
3021955,Magnoliopsida,220,Plantae,6
2705339,Liliopsida,196,Plantae,6
3020838,Magnoliopsida,220,Plantae,6
3089150,Magnoliopsida,220,Plantae,6
5420978,Magnoliopsida,220,Plantae,6
6391417,Magnoliopsida,220,Plantae,6
2986129,Magnoliopsida,220,Plantae,6
5391845,Magnoliopsida,220,Plantae,6
5396125,Magnoliopsida,220,Plantae,6
5362136,Magnoliopsida,220,Plantae,6
5391928,Magnoliopsida,220,Plantae,6
2000152,Insecta,216,Animalia,1
5227775,Aves,212,Animalia,1
2925527,Magnoliopsida,220,Plantae,6
2985995,Magnoliopsida,220,Plantae,6
2220312,Malacostraca,229,Animalia,1
2220347,Malacostraca,229,Animalia,1
3152377,Magnoliopsida,220,Plantae,6
7172720,Magnoliopsida,220,Plantae,6
2932184,Magnoliopsida,220,Plantae,6
2651843,Polypodiopsida,7228684,Plantae,6
3164340,Magnoliopsida,220,Plantae,6
2703670,Liliopsida,196,Plantae,6
4038485,Magnoliopsida,220,Plantae,6
1873890,Insecta,216,Animalia,1
3083702,Magnoliopsida,220,Plantae,6
3128962,Magnoliopsida,220,Plantae,6
2891783,Magnoliopsida,220,Plantae,6
2928666,Magnoliopsida,220,Plantae,6
7733140,Magnoliopsida,220,Plantae,6
4102952,Magnoliopsida,220,Plantae,6
2873991,Magnoliopsida,220,Plantae,6
5411392,Magnoliopsida,220,Plantae,6
2986132,Magnoliopsida,220,Plantae,6
3121562,Magnoliopsida,220,Plantae,6
2925756,Magnoliopsida,220,Plantae,6
3083888,Magnoliopsida,220,Plantae,6
9073641,Magnoliopsida,220,Plantae,6
5421180,Magnoliopsida,220,Plantae,6
2929505,Magnoliopsida,220,Plantae,6
3000679,Magnoliopsida,220,Plantae,6
2869597,Liliopsida,196,Plantae,6
5289503,Liliopsida,196,Plantae,6
5373124,Magnoliopsida,220,Plantae,6
3105508,Magnoliopsida,220,Plantae,6
5221528,Squamata,11592253,Animalia,1
5806954,Insecta,216,Animalia,1
5289666,Liliopsida,196,Plantae,6
3883959,Magnoliopsida,220,Plantae,6
2856681,Liliopsida,196,Plantae,6
2688189,Lycopodiopsida,245,Plantae,6
2928026,Magnoliopsida,220,Plantae,6
5384458,Magnoliopsida,220,Plantae,6
3083647,Magnoliopsida,220,Plantae,6
8699607,Ustilaginomycetes,148,Fungi,5
5332305,Magnoliopsida,220,Plantae,6
2928238,Magnoliopsida,220,Plantae,6
2889088,Magnoliopsida,220,Plantae,6
2870583,Liliopsida,196,Plantae,6
2889304,Magnoliopsida,220,Plantae,6
2440196,Mammalia,359,Animalia,1
2867631,Liliopsida,196,Plantae,6
3098951,Magnoliopsida,220,Plantae,6
2856780,Liliopsida,196,Plantae,6
2706209,Liliopsida,196,Plantae,6
8091002,Magnoliopsida,220,Plantae,6
1751299,Insecta,216,Animalia,1
5851603,NA,NA,Animalia,1
2498155,Aves,212,Animalia,1
2986184,Magnoliopsida,220,Plantae,6
5228080,Aves,212,Animalia,1
1411953,Insecta,216,Animalia,1
3152560,Magnoliopsida,220,Plantae,6
3040254,Magnoliopsida,220,Plantae,6
4488821,Insecta,216,Animalia,1
8149049,Magnoliopsida,220,Plantae,6
3046875,Magnoliopsida,220,Plantae,6
5289752,Liliopsida,196,Plantae,6
9040863,Magnoliopsida,220,Plantae,6
8969026,Magnoliopsida,220,Plantae,6
6035638,Magnoliopsida,220,Plantae,6
2889023,Magnoliopsida,220,Plantae,6
2704949,Liliopsida,196,Plantae,6
2455615,Squamata,11592253,Animalia,1
1713034,Insecta,216,Animalia,1
4124881,Liliopsida,196,Plantae,6
2020779,Insecta,216,Animalia,1
2722515,Liliopsida,196,Plantae,6
2705295,Liliopsida,196,Plantae,6
5568339,Magnoliopsida,220,Plantae,6
2498163,Aves,212,Animalia,1
5930559,Magnoliopsida,220,Plantae,6
3032653,Magnoliopsida,220,Plantae,6
3042925,Magnoliopsida,220,Plantae,6
5676646,Liliopsida,196,Plantae,6
2705966,Liliopsida,196,Plantae,6
3666776,Magnoliopsida,220,Plantae,6
4990176,Insecta,216,Animalia,1
7627205,Magnoliopsida,220,Plantae,6
4133390,Liliopsida,196,Plantae,6
2855338,Liliopsida,196,Plantae,6
5334527,Magnoliopsida,220,Plantae,6
5300716,Liliopsida,196,Plantae,6
7350989,Magnoliopsida,220,Plantae,6
5341387,Magnoliopsida,220,Plantae,6
2927850,Magnoliopsida,220,Plantae,6
5341187,Magnoliopsida,220,Plantae,6
2888978,Magnoliopsida,220,Plantae,6
2891677,Magnoliopsida,220,Plantae,6
2985863,Magnoliopsida,220,Plantae,6
2703698,Liliopsida,196,Plantae,6
2474936,Aves,212,Animalia,1
2176858,Arachnida,367,Animalia,1
3138230,Magnoliopsida,220,Plantae,6
5355395,Magnoliopsida,220,Plantae,6
5328909,Liliopsida,196,Plantae,6
3129010,Magnoliopsida,220,Plantae,6
5561475,Magnoliopsida,220,Plantae,6
7307327,Magnoliopsida,220,Plantae,6
7322529,Magnoliopsida,220,Plantae,6
5341558,Magnoliopsida,220,Plantae,6
2865526,Liliopsida,196,Plantae,6
2985994,Magnoliopsida,220,Plantae,6
5361944,Magnoliopsida,220,Plantae,6
3025896,Magnoliopsida,220,Plantae,6
2077985,Insecta,216,Animalia,1
3112361,Magnoliopsida,220,Plantae,6
2928538,Magnoliopsida,220,Plantae,6
7162908,Magnoliopsida,220,Plantae,6
4845776,Aves,212,Animalia,1
5372875,Magnoliopsida,220,Plantae,6
2537743,Agaricomycetes,186,Fungi,5
5284827,Pinopsida,194,Plantae,6
5298126,Liliopsida,196,Plantae,6
6476704,NA,NA,Animalia,1
2874515,Magnoliopsida,220,Plantae,6
5359249,Magnoliopsida,220,Plantae,6
6109611,Magnoliopsida,220,Plantae,6
2876049,Magnoliopsida,220,Plantae,6
4259350,Magnoliopsida,220,Plantae,6
2865565,Liliopsida,196,Plantae,6
3026402,Magnoliopsida,220,Plantae,6
3814157,Magnoliopsida,220,Plantae,6
2479311,Aves,212,Animalia,1
3101193,Magnoliopsida,220,Plantae,6
2888806,Magnoliopsida,220,Plantae,6
3141890,Magnoliopsida,220,Plantae,6
5290052,Liliopsida,196,Plantae,6
2927000,Magnoliopsida,220,Plantae,6
2858501,Liliopsida,196,Plantae,6
5391599,Magnoliopsida,220,Plantae,6
3152861,Magnoliopsida,220,Plantae,6
7903764,Magnoliopsida,220,Plantae,6
7730307,Magnoliopsida,220,Plantae,6
3892732,Magnoliopsida,220,Plantae,6
7313595,Magnoliopsida,220,Plantae,6
7322292,Magnoliopsida,220,Plantae,6
3015457,Magnoliopsida,220,Plantae,6
3034915,Magnoliopsida,220,Plantae,6
9018536,Magnoliopsida,220,Plantae,6
3085412,Magnoliopsida,220,Plantae,6
5370380,Magnoliopsida,220,Plantae,6
7443846,Magnoliopsida,220,Plantae,6
3927746,Magnoliopsida,220,Plantae,6
8255921,Insecta,216,Animalia,1
2869311,Liliopsida,196,Plantae,6
5383969,Magnoliopsida,220,Plantae,6
8362005,Liliopsida,196,Plantae,6
3134867,Magnoliopsida,220,Plantae,6
3172206,Magnoliopsida,220,Plantae,6
2930805,Magnoliopsida,220,Plantae,6
2486132,Aves,212,Animalia,1
5384390,Magnoliopsida,220,Plantae,6
2890739,Magnoliopsida,220,Plantae,6
2994912,Magnoliopsida,220,Plantae,6
7334368,Magnoliopsida,220,Plantae,6
1651430,Insecta,216,Animalia,1
3756650,Magnoliopsida,220,Plantae,6
2888636,Magnoliopsida,220,Plantae,6
8909809,Testudines,11418114,Animalia,1
3741446,Magnoliopsida,220,Plantae,6
5360475,Magnoliopsida,220,Plantae,6
2932944,Magnoliopsida,220,Plantae,6
2986045,Magnoliopsida,220,Plantae,6
5358265,Magnoliopsida,220,Plantae,6
7358948,Insecta,216,Animalia,1
2479544,Aves,212,Animalia,1
3103082,Magnoliopsida,220,Plantae,6
5407810,Magnoliopsida,220,Plantae,6
2765156,Liliopsida,196,Plantae,6
4142326,Liliopsida,196,Plantae,6
2651826,Polypodiopsida,7228684,Plantae,6
5357407,Magnoliopsida,220,Plantae,6
3054117,Magnoliopsida,220,Plantae,6
5362004,Magnoliopsida,220,Plantae,6
3711564,Magnoliopsida,220,Plantae,6
2203165,Malacostraca,229,Animalia,1
2209044,Malacostraca,229,Animalia,1
6376340,Magnoliopsida,220,Plantae,6
3172059,Magnoliopsida,220,Plantae,6
3190382,Magnoliopsida,220,Plantae,6
5229044,Aves,212,Animalia,1
7619206,Magnoliopsida,220,Plantae,6
3114229,Magnoliopsida,220,Plantae,6
5411453,Magnoliopsida,220,Plantae,6
3138192,Magnoliopsida,220,Plantae,6
2925366,Magnoliopsida,220,Plantae,6
1095946,Insecta,216,Animalia,1
2687885,Ginkgoopsida,244,Plantae,6
5587011,Magnoliopsida,220,Plantae,6
2495494,Aves,212,Animalia,1
3089146,Magnoliopsida,220,Plantae,6
5410826,Magnoliopsida,220,Plantae,6
3046736,Magnoliopsida,220,Plantae,6
5396474,Magnoliopsida,220,Plantae,6
3103180,Magnoliopsida,220,Plantae,6
5289783,Liliopsida,196,Plantae,6
8335191,Liliopsida,196,Plantae,6
2913219,Magnoliopsida,220,Plantae,6
5415453,Magnoliopsida,220,Plantae,6
5530881,Magnoliopsida,220,Plantae,6
4926336,Magnoliopsida,220,Plantae,6
5617467,Magnoliopsida,220,Plantae,6
5661914,Magnoliopsida,220,Plantae,6
1722140,Insecta,216,Animalia,1
2705369,Liliopsida,196,Plantae,6
2705393,Liliopsida,196,Plantae,6
2706052,Liliopsida,196,Plantae,6
2706218,Liliopsida,196,Plantae,6
2856037,Liliopsida,196,Plantae,6
3033396,Magnoliopsida,220,Plantae,6
3042416,Magnoliopsida,220,Plantae,6
3047811,Magnoliopsida,220,Plantae,6
3048166,Magnoliopsida,220,Plantae,6
3633319,Magnoliopsida,220,Plantae,6
3933415,Magnoliopsida,220,Plantae,6
5289758,Liliopsida,196,Plantae,6
5375547,Magnoliopsida,220,Plantae,6
5390636,Magnoliopsida,220,Plantae,6
10852031,Magnoliopsida,220,Plantae,6
2890013,Magnoliopsida,220,Plantae,6
3083903,Magnoliopsida,220,Plantae,6
5360402,Magnoliopsida,220,Plantae,6
5568428,Magnoliopsida,220,Plantae,6
3084700,Magnoliopsida,220,Plantae,6
3034681,Magnoliopsida,220,Plantae,6
2929710,Magnoliopsida,220,Plantae,6
3102823,Magnoliopsida,220,Plantae,6
2441905,Testudines,11418114,Animalia,1
5401760,Magnoliopsida,220,Plantae,6
7331874,Magnoliopsida,220,Plantae,6
3935421,Magnoliopsida,220,Plantae,6
4088624,Magnoliopsida,220,Plantae,6
2890972,Magnoliopsida,220,Plantae,6
8237223,Magnoliopsida,220,Plantae,6
5341112,Magnoliopsida,220,Plantae,6
5376326,Magnoliopsida,220,Plantae,6
2516137,Pucciniomycetes,270,Fungi,5
8287616,Magnoliopsida,220,Plantae,6
5296432,Liliopsida,196,Plantae,6
11055820,Liliopsida,196,Plantae,6
8429167,Magnoliopsida,220,Plantae,6
1323402,Insecta,216,Animalia,1
2162537,Arachnida,367,Animalia,1
1722299,Insecta,216,Animalia,1
5415009,Magnoliopsida,220,Plantae,6
5409120,Magnoliopsida,220,Plantae,6
2684178,Pinopsida,194,Plantae,6
5403743,Magnoliopsida,220,Plantae,6
3631129,Magnoliopsida,220,Plantae,6
5284698,Pinopsida,194,Plantae,6
2440954,Mammalia,359,Animalia,1
3046092,Magnoliopsida,220,Plantae,6
2888622,Magnoliopsida,220,Plantae,6
5284950,Pinopsida,194,Plantae,6
3171302,Magnoliopsida,220,Plantae,6
5959231,Aves,212,Animalia,1
2498090,Aves,212,Animalia,1
5828216,Liliopsida,196,Plantae,6
5392859,Magnoliopsida,220,Plantae,6
2053954,Insecta,216,Animalia,1
2985964,Magnoliopsida,220,Plantae,6
2726360,Liliopsida,196,Plantae,6
4309705,Malacostraca,229,Animalia,1
3189882,Magnoliopsida,220,Plantae,6
2764179,Liliopsida,196,Plantae,6
7325877,Magnoliopsida,220,Plantae,6
5384950,Magnoliopsida,220,Plantae,6
5204019,NA,NA,Animalia,1
5411408,Magnoliopsida,220,Plantae,6
5530829,Magnoliopsida,220,Plantae,6
7749287,Magnoliopsida,220,Plantae,6
5356514,Magnoliopsida,220,Plantae,6
5392683,Magnoliopsida,220,Plantae,6
2703346,Liliopsida,196,Plantae,6
2227289,Malacostraca,229,Animalia,1
7989836,Magnoliopsida,220,Plantae,6
2227663,Malacostraca,229,Animalia,1
5229204,Aves,212,Animalia,1
8408816,Liliopsida,196,Plantae,6
1873051,Insecta,216,Animalia,1
5232445,Aves,212,Animalia,1
5384773,Magnoliopsida,220,Plantae,6
2984532,Magnoliopsida,220,Plantae,6
7894250,Magnoliopsida,220,Plantae,6
3128225,Magnoliopsida,220,Plantae,6
9080185,Magnoliopsida,220,Plantae,6
2362030,NA,NA,Animalia,1
7461690,Pucciniomycetes,270,Fungi,5
5660450,Magnoliopsida,220,Plantae,6
2479686,Aves,212,Animalia,1
1998599,Insecta,216,Animalia,1
3151618,Magnoliopsida,220,Plantae,6
2226990,Malacostraca,229,Animalia,1
5289698,Liliopsida,196,Plantae,6
3150935,Magnoliopsida,220,Plantae,6
3069053,Magnoliopsida,220,Plantae,6
3144603,Magnoliopsida,220,Plantae,6
2927744,Magnoliopsida,220,Plantae,6
3033543,Magnoliopsida,220,Plantae,6
2490384,Aves,212,Animalia,1
2974811,Magnoliopsida,220,Plantae,6
3133887,Magnoliopsida,220,Plantae,6
2479308,Aves,212,Animalia,1
2926995,Magnoliopsida,220,Plantae,6
3140436,Magnoliopsida,220,Plantae,6
9496048,Aves,212,Animalia,1
2705081,Liliopsida,196,Plantae,6
6100962,Aves,212,Animalia,1
3042086,Magnoliopsida,220,Plantae,6
3092576,Magnoliopsida,220,Plantae,6
1523628,Insecta,216,Animalia,1
3131367,Magnoliopsida,220,Plantae,6
5371746,Magnoliopsida,220,Plantae,6
7433196,Magnoliopsida,220,Plantae,6
8993502,Magnoliopsida,220,Plantae,6
2684984,Pinopsida,194,Plantae,6
2882443,Magnoliopsida,220,Plantae,6
3678256,Magnoliopsida,220,Plantae,6
3756077,Magnoliopsida,220,Plantae,6
5384395,Magnoliopsida,220,Plantae,6
7427542,Insecta,216,Animalia,1
2857697,Liliopsida,196,Plantae,6
5371709,Magnoliopsida,220,Plantae,6
5375012,Magnoliopsida,220,Plantae,6
7889822,Magnoliopsida,220,Plantae,6
2747939,Liliopsida,196,Plantae,6
3121258,Magnoliopsida,220,Plantae,6
3127727,Magnoliopsida,220,Plantae,6
2481110,Aves,212,Animalia,1
4565134,Gastropoda,225,Animalia,1
1652212,Insecta,216,Animalia,1
2684191,Pinopsida,194,Plantae,6
2928761,Magnoliopsida,220,Plantae,6
3034871,Magnoliopsida,220,Plantae,6
9393876,Liliopsida,196,Plantae,6
5669632,Magnoliopsida,220,Plantae,6
7319302,Polypodiopsida,7228684,Plantae,6
2888564,Magnoliopsida,220,Plantae,6
2703712,Liliopsida,196,Plantae,6
2874570,Magnoliopsida,220,Plantae,6
4201695,Magnoliopsida,220,Plantae,6
2718387,Liliopsida,196,Plantae,6
5380041,Magnoliopsida,220,Plantae,6
3088488,Magnoliopsida,220,Plantae,6
5372647,Magnoliopsida,220,Plantae,6
2224970,Malacostraca,229,Animalia,1
2963569,Magnoliopsida,220,Plantae,6
2865448,Liliopsida,196,Plantae,6
7158449,Polypodiopsida,7228684,Plantae,6
2498094,Aves,212,Animalia,1
3189828,Magnoliopsida,220,Plantae,6
2928905,Magnoliopsida,220,Plantae,6
8021567,Magnoliopsida,220,Plantae,6
2873877,Magnoliopsida,220,Plantae,6
3046851,Magnoliopsida,220,Plantae,6
2857449,Liliopsida,196,Plantae,6
2985963,Magnoliopsida,220,Plantae,6
2202641,Malacostraca,229,Animalia,1
2502810,NA,NA,Animalia,1
2502938,NA,NA,Animalia,1
2651816,Polypodiopsida,7228684,Plantae,6
3729273,Magnoliopsida,220,Plantae,6
1014565,Diplopoda,361,Animalia,1
3067054,Magnoliopsida,220,Plantae,6
3188875,Magnoliopsida,220,Plantae,6
4497054,Insecta,216,Animalia,1
3922888,Magnoliopsida,220,Plantae,6
9583342,Aves,212,Animalia,1
5296178,Liliopsida,196,Plantae,6
2686157,Pinopsida,194,Plantae,6
2772082,Liliopsida,196,Plantae,6
2891664,Magnoliopsida,220,Plantae,6
8332019,Liliopsida,196,Plantae,6
5289912,Liliopsida,196,Plantae,6
3032442,Magnoliopsida,220,Plantae,6
7818643,Magnoliopsida,220,Plantae,6
2874508,Magnoliopsida,220,Plantae,6
2888797,Magnoliopsida,220,Plantae,6
9376410,Magnoliopsida,220,Plantae,6
5341540,Magnoliopsida,220,Plantae,6
1276876,Insecta,216,Animalia,1
5358694,Magnoliopsida,220,Plantae,6
3642531,Magnoliopsida,220,Plantae,6
2204831,Malacostraca,229,Animalia,1
8153538,Magnoliopsida,220,Plantae,6
5421116,Magnoliopsida,220,Plantae,6
2706406,Liliopsida,196,Plantae,6
4055853,Magnoliopsida,220,Plantae,6
3103158,Magnoliopsida,220,Plantae,6
3138195,Magnoliopsida,220,Plantae,6
3190522,Magnoliopsida,220,Plantae,6
2926885,Magnoliopsida,220,Plantae,6
2769069,Liliopsida,196,Plantae,6
3133938,Magnoliopsida,220,Plantae,6
7344766,Magnoliopsida,220,Plantae,6
2928809,Magnoliopsida,220,Plantae,6
5372827,Magnoliopsida,220,Plantae,6
5232428,Aves,212,Animalia,1
5377395,Magnoliopsida,220,Plantae,6
9254355,Magnoliopsida,220,Plantae,6
5538946,Magnoliopsida,220,Plantae,6
11064584,Magnoliopsida,220,Plantae,6
2705031,Liliopsida,196,Plantae,6
2855823,Liliopsida,196,Plantae,6
3151558,Magnoliopsida,220,Plantae,6
3189497,Magnoliopsida,220,Plantae,6
2927004,Magnoliopsida,220,Plantae,6
5298406,Liliopsida,196,Plantae,6
5377303,Magnoliopsida,220,Plantae,6
8848208,Magnoliopsida,220,Plantae,6
3169331,Magnoliopsida,220,Plantae,6
5290242,Liliopsida,196,Plantae,6
5682465,Magnoliopsida,220,Plantae,6
7695021,Magnoliopsida,220,Plantae,6
2926884,Magnoliopsida,220,Plantae,6
3111754,Magnoliopsida,220,Plantae,6
2888816,Magnoliopsida,220,Plantae,6
9673106,Magnoliopsida,220,Plantae,6
2702793,Liliopsida,196,Plantae,6
3170247,Magnoliopsida,220,Plantae,6
9529916,Amphibia,131,Animalia,1
2747718,Liliopsida,196,Plantae,6
5153082,Insecta,216,Animalia,1
4990175,Insecta,216,Animalia,1
5371605,Magnoliopsida,220,Plantae,6
2705420,Liliopsida,196,Plantae,6
3056384,Magnoliopsida,220,Plantae,6
2704038,Liliopsida,196,Plantae,6
2498097,Aves,212,Animalia,1
3171888,Magnoliopsida,220,Plantae,6
9508460,Aves,212,Animalia,1
2650903,Polypodiopsida,7228684,Plantae,6
6109699,Liliopsida,196,Plantae,6
4123912,Liliopsida,196,Plantae,6
4205640,Magnoliopsida,220,Plantae,6
5177089,Malacostraca,229,Animalia,1
6410563,Magnoliopsida,220,Plantae,6
2705955,Liliopsida,196,Plantae,6
5374922,Magnoliopsida,220,Plantae,6
5304187,Liliopsida,196,Plantae,6
3048532,Magnoliopsida,220,Plantae,6
2362881,NA,NA,Animalia,1
5330085,Liliopsida,196,Plantae,6
5395475,Magnoliopsida,220,Plantae,6
5383971,Magnoliopsida,220,Plantae,6
7339396,Magnoliopsida,220,Plantae,6
3169120,Magnoliopsida,220,Plantae,6
2888943,Magnoliopsida,220,Plantae,6
7882289,Insecta,216,Animalia,1
3988701,Magnoliopsida,220,Plantae,6
5414545,Magnoliopsida,220,Plantae,6
2703077,Liliopsida,196,Plantae,6
5350452,Magnoliopsida,220,Plantae,6
5356541,Magnoliopsida,220,Plantae,6
2840931,Liliopsida,196,Plantae,6
5329038,Liliopsida,196,Plantae,6
2726538,Liliopsida,196,Plantae,6
5332120,Magnoliopsida,220,Plantae,6
3123663,Magnoliopsida,220,Plantae,6
3171304,Magnoliopsida,220,Plantae,6
2928979,Magnoliopsida,220,Plantae,6
5334194,Magnoliopsida,220,Plantae,6
3118526,Magnoliopsida,220,Plantae,6
