taxonKey,class,classKey,kingdom,kingdomKey
2984676,Magnoliopsida,220,Plantae,6
1749580,Insecta,216,Animalia,1
3040233,Magnoliopsida,220,Plantae,6
2739071,Liliopsida,196,Plantae,6
3036033,Magnoliopsida,220,Plantae,6
5371808,Magnoliopsida,220,Plantae,6
2772094,Liliopsida,196,Plantae,6
4013762,Liliopsida,196,Plantae,6
2975667,Magnoliopsida,220,Plantae,6
4315705,Malacostraca,229,Animalia,1
2890035,Magnoliopsida,220,Plantae,6
2297108,Gastropoda,225,Animalia,1
4568269,Gastropoda,225,Animalia,1
2984366,Magnoliopsida,220,Plantae,6
4129708,Liliopsida,196,Plantae,6
5415039,Magnoliopsida,220,Plantae,6
3054368,Magnoliopsida,220,Plantae,6
2650107,Polypodiopsida,7228684,Plantae,6
7102937,Magnoliopsida,220,Plantae,6
2217982,Malacostraca,229,Animalia,1
3092691,Magnoliopsida,220,Plantae,6
2888585,Magnoliopsida,220,Plantae,6
2225776,Malacostraca,229,Animalia,1
5218786,Mammalia,359,Animalia,1
2926681,Magnoliopsida,220,Plantae,6
5220136,Mammalia,359,Animalia,1
8740315,NA,NA,Animalia,1
5372655,Magnoliopsida,220,Plantae,6
8080743,Liliopsida,196,Plantae,6
9451184,Aves,212,Animalia,1
4201709,Magnoliopsida,220,Plantae,6
5232452,Aves,212,Animalia,1
2867614,Liliopsida,196,Plantae,6
4264680,Mammalia,359,Animalia,1
5389029,Magnoliopsida,220,Plantae,6
3120790,Magnoliopsida,220,Plantae,6
8190231,Bivalvia,137,Animalia,1
2008616,Insecta,216,Animalia,1
2029273,Insecta,216,Animalia,1
2891770,Magnoliopsida,220,Plantae,6
2473341,Aves,212,Animalia,1
5371450,Magnoliopsida,220,Plantae,6
3190538,Magnoliopsida,220,Plantae,6
8323485,Aves,212,Animalia,1
3022609,Magnoliopsida,220,Plantae,6
5359378,Magnoliopsida,220,Plantae,6
1626096,Insecta,216,Animalia,1
5551241,Magnoliopsida,220,Plantae,6
7127354,Magnoliopsida,220,Plantae,6
5219702,Mammalia,359,Animalia,1
2169430,Arachnida,367,Animalia,1
2926045,Magnoliopsida,220,Plantae,6
2930137,Magnoliopsida,220,Plantae,6
5375920,Magnoliopsida,220,Plantae,6
5123474,Insecta,216,Animalia,1
1017419,Diplopoda,361,Animalia,1
2704757,Liliopsida,196,Plantae,6
2445034,Squamata,11592253,Animalia,1
2705090,Liliopsida,196,Plantae,6
2000204,Insecta,216,Animalia,1
2177741,Arachnida,367,Animalia,1
2889358,Magnoliopsida,220,Plantae,6
7664179,Insecta,216,Animalia,1
7753992,Gastropoda,225,Animalia,1
3172266,Magnoliopsida,220,Plantae,6
3028528,Magnoliopsida,220,Plantae,6
3122924,Magnoliopsida,220,Plantae,6
2704194,Liliopsida,196,Plantae,6
3042291,Magnoliopsida,220,Plantae,6
2859597,Liliopsida,196,Plantae,6
8190077,Magnoliopsida,220,Plantae,6
3003244,Magnoliopsida,220,Plantae,6
3045803,Magnoliopsida,220,Plantae,6
3171951,Magnoliopsida,220,Plantae,6
1579447,Insecta,216,Animalia,1
3084022,Magnoliopsida,220,Plantae,6
7315063,Magnoliopsida,220,Plantae,6
6476679,NA,NA,Animalia,1
3000610,Magnoliopsida,220,Plantae,6
5284982,Pinopsida,194,Plantae,6
4483961,Insecta,216,Animalia,1
2891390,Magnoliopsida,220,Plantae,6
1718308,Insecta,216,Animalia,1
2493633,Aves,212,Animalia,1
2498167,Aves,212,Animalia,1
5415056,Magnoliopsida,220,Plantae,6
2049661,Insecta,216,Animalia,1
2439270,Mammalia,359,Animalia,1
8313153,Magnoliopsida,220,Plantae,6
5289684,Liliopsida,196,Plantae,6
3172104,Magnoliopsida,220,Plantae,6
5370006,Magnoliopsida,220,Plantae,6
4562529,Gastropoda,225,Animalia,1
5582033,Magnoliopsida,220,Plantae,6
5289756,Liliopsida,196,Plantae,6
3886505,Magnoliopsida,220,Plantae,6
5229055,Aves,212,Animalia,1
2475212,Aves,212,Animalia,1
2494303,Aves,212,Animalia,1
5350005,Magnoliopsida,220,Plantae,6
5598598,Magnoliopsida,220,Plantae,6
2498384,Aves,212,Animalia,1
2705449,Liliopsida,196,Plantae,6
2426661,Amphibia,131,Animalia,1
2687210,Pinopsida,194,Plantae,6
8342911,Magnoliopsida,220,Plantae,6
5289833,Liliopsida,196,Plantae,6
3031774,Magnoliopsida,220,Plantae,6
3033261,Magnoliopsida,220,Plantae,6
4567717,Gastropoda,225,Animalia,1
2479407,Aves,212,Animalia,1
7810918,Magnoliopsida,220,Plantae,6
3189762,Magnoliopsida,220,Plantae,6
2927230,Magnoliopsida,220,Plantae,6
2702084,Liliopsida,196,Plantae,6
5334351,Magnoliopsida,220,Plantae,6
2988188,Magnoliopsida,220,Plantae,6
5372614,Magnoliopsida,220,Plantae,6
2327735,Polychaeta,256,Animalia,1
5367294,Magnoliopsida,220,Plantae,6
1316908,Insecta,216,Animalia,1
2157203,Arachnida,367,Animalia,1
3034782,Magnoliopsida,220,Plantae,6
2996525,Magnoliopsida,220,Plantae,6
7740617,Magnoliopsida,220,Plantae,6
1997215,Insecta,216,Animalia,1
5189806,Gastropoda,225,Animalia,1
6467647,Maxillopoda,203,Animalia,1
2914590,Magnoliopsida,220,Plantae,6
3114643,Magnoliopsida,220,Plantae,6
2382155,NA,NA,Animalia,1
2437450,Mammalia,359,Animalia,1
2858846,Liliopsida,196,Plantae,6
2443002,Testudines,11418114,Animalia,1
3152816,Magnoliopsida,220,Plantae,6
3117449,Magnoliopsida,220,Plantae,6
5371702,Magnoliopsida,220,Plantae,6
5228229,Aves,212,Animalia,1
7157952,Polypodiopsida,7228684,Plantae,6
10786206,Magnoliopsida,220,Plantae,6
2931104,Magnoliopsida,220,Plantae,6
5567694,Magnoliopsida,220,Plantae,6
3033965,Magnoliopsida,220,Plantae,6
5341497,Magnoliopsida,220,Plantae,6
5304294,Liliopsida,196,Plantae,6
2686212,Pinopsida,194,Plantae,6
2747750,Liliopsida,196,Plantae,6
6718178,Arachnida,367,Animalia,1
8790531,Gastropoda,225,Animalia,1
2767428,Liliopsida,196,Plantae,6
2650827,Polypodiopsida,7228684,Plantae,6
6109637,Liliopsida,196,Plantae,6
2772174,Liliopsida,196,Plantae,6
3189883,Magnoliopsida,220,Plantae,6
2080592,Insecta,216,Animalia,1
7437751,Magnoliopsida,220,Plantae,6
1031400,Insecta,216,Animalia,1
7298987,Magnoliopsida,220,Plantae,6
2964355,Magnoliopsida,220,Plantae,6
9419993,Magnoliopsida,220,Plantae,6
1247584,Insecta,216,Animalia,1
3025617,Magnoliopsida,220,Plantae,6
2164198,Arachnida,367,Animalia,1
2479977,Aves,212,Animalia,1
5329212,Liliopsida,196,Plantae,6
5284884,Pinopsida,194,Plantae,6
2927305,Magnoliopsida,220,Plantae,6
7540164,Gastropoda,225,Animalia,1
5299536,Liliopsida,196,Plantae,6
5414239,Magnoliopsida,220,Plantae,6
2857017,Liliopsida,196,Plantae,6
5289693,Liliopsida,196,Plantae,6
3082244,Magnoliopsida,220,Plantae,6
2891782,Magnoliopsida,220,Plantae,6
2888859,Magnoliopsida,220,Plantae,6
3034393,Magnoliopsida,220,Plantae,6
5365705,Magnoliopsida,220,Plantae,6
5284237,Pinopsida,194,Plantae,6
2481936,Aves,212,Animalia,1
5285565,Pinopsida,194,Plantae,6
2440946,Mammalia,359,Animalia,1
2926042,Magnoliopsida,220,Plantae,6
2516075,Pucciniomycetes,270,Fungi,5
2767275,Liliopsida,196,Plantae,6
3114225,Magnoliopsida,220,Plantae,6
7135755,Magnoliopsida,220,Plantae,6
2883007,Magnoliopsida,220,Plantae,6
2767229,Liliopsida,196,Plantae,6
3024109,Magnoliopsida,220,Plantae,6
7315286,Magnoliopsida,220,Plantae,6
2773281,Liliopsida,196,Plantae,6
1043978,Insecta,216,Animalia,1
5377778,Magnoliopsida,220,Plantae,6
2437619,Mammalia,359,Animalia,1
9078997,Insecta,216,Animalia,1
9606290,Aves,212,Animalia,1
2469188,Squamata,11592253,Animalia,1
5371889,Magnoliopsida,220,Plantae,6
2498408,Aves,212,Animalia,1
2701986,Liliopsida,196,Plantae,6
3171952,Magnoliopsida,220,Plantae,6
2651122,Polypodiopsida,7228684,Plantae,6
5347846,Magnoliopsida,220,Plantae,6
1313740,Insecta,216,Animalia,1
10902460,Magnoliopsida,220,Plantae,6
3033896,Magnoliopsida,220,Plantae,6
9305555,Aves,212,Animalia,1
2427091,Amphibia,131,Animalia,1
2880580,Magnoliopsida,220,Plantae,6
9139578,Insecta,216,Animalia,1
5361785,Magnoliopsida,220,Plantae,6
5374672,Magnoliopsida,220,Plantae,6
5324959,Liliopsida,196,Plantae,6
3027159,Magnoliopsida,220,Plantae,6
5192470,Gastropoda,225,Animalia,1
1309600,Insecta,216,Animalia,1
3054357,Magnoliopsida,220,Plantae,6
8889878,Squamata,11592253,Animalia,1
2925496,Magnoliopsida,220,Plantae,6
3084719,Magnoliopsida,220,Plantae,6
3924221,Magnoliopsida,220,Plantae,6
2498010,Aves,212,Animalia,1
2394486,NA,NA,Animalia,1
2379245,NA,NA,Animalia,1
5203111,NA,NA,Animalia,1
5892120,NA,NA,Animalia,1
2480542,Aves,212,Animalia,1
5341442,Magnoliopsida,220,Plantae,6
5421039,Magnoliopsida,220,Plantae,6
3040185,Magnoliopsida,220,Plantae,6
5285635,Pinopsida,194,Plantae,6
4400961,Insecta,216,Animalia,1
3046929,Magnoliopsida,220,Plantae,6
3083975,Magnoliopsida,220,Plantae,6
7645931,Magnoliopsida,220,Plantae,6
6443709,Magnoliopsida,220,Plantae,6
4409643,NA,NA,Animalia,1
2931237,Magnoliopsida,220,Plantae,6
3189073,Magnoliopsida,220,Plantae,6
10071055,Magnoliopsida,220,Plantae,6
2038171,Insecta,216,Animalia,1
2703760,Liliopsida,196,Plantae,6
2927028,Magnoliopsida,220,Plantae,6
2965531,Magnoliopsida,220,Plantae,6
3026294,Magnoliopsida,220,Plantae,6
3067119,Magnoliopsida,220,Plantae,6
3120692,Magnoliopsida,220,Plantae,6
8193111,Magnoliopsida,220,Plantae,6
9153437,Magnoliopsida,220,Plantae,6
5408087,Magnoliopsida,220,Plantae,6
4427319,Insecta,216,Animalia,1
1622658,Insecta,216,Animalia,1
3935079,Magnoliopsida,220,Plantae,6
3041022,Magnoliopsida,220,Plantae,6
2702727,Liliopsida,196,Plantae,6
7905507,Magnoliopsida,220,Plantae,6
8370958,Magnoliopsida,220,Plantae,6
7156971,Magnoliopsida,220,Plantae,6
3125933,Magnoliopsida,220,Plantae,6
5402363,Magnoliopsida,220,Plantae,6
7844167,Magnoliopsida,220,Plantae,6
2891755,Magnoliopsida,220,Plantae,6
5377378,Magnoliopsida,220,Plantae,6
5388595,Magnoliopsida,220,Plantae,6
7802465,Magnoliopsida,220,Plantae,6
2889373,Magnoliopsida,220,Plantae,6
5304257,Liliopsida,196,Plantae,6
3098912,Magnoliopsida,220,Plantae,6
3664589,Magnoliopsida,220,Plantae,6
5384931,Magnoliopsida,220,Plantae,6
8599762,Insecta,216,Animalia,1
2986111,Magnoliopsida,220,Plantae,6
3026092,Magnoliopsida,220,Plantae,6
5341198,Magnoliopsida,220,Plantae,6
2781074,Liliopsida,196,Plantae,6
5386938,Magnoliopsida,220,Plantae,6
2876607,Magnoliopsida,220,Plantae,6
2705162,Liliopsida,196,Plantae,6
4565140,Gastropoda,225,Animalia,1
4382841,Malacostraca,229,Animalia,1
5361880,Magnoliopsida,220,Plantae,6
3172615,Magnoliopsida,220,Plantae,6
3172347,Magnoliopsida,220,Plantae,6
2766030,Liliopsida,196,Plantae,6
3171948,Magnoliopsida,220,Plantae,6
5384364,Magnoliopsida,220,Plantae,6
3033888,Magnoliopsida,220,Plantae,6
7315072,Magnoliopsida,220,Plantae,6
3001244,Magnoliopsida,220,Plantae,6
3026162,Magnoliopsida,220,Plantae,6
7915783,Magnoliopsida,220,Plantae,6
3064669,Magnoliopsida,220,Plantae,6
7795888,Liliopsida,196,Plantae,6
5189032,Bivalvia,137,Animalia,1
2706056,Liliopsida,196,Plantae,6
5373368,Magnoliopsida,220,Plantae,6
3170823,Magnoliopsida,220,Plantae,6
4086523,Magnoliopsida,220,Plantae,6
6109534,Magnoliopsida,220,Plantae,6
3026334,Magnoliopsida,220,Plantae,6
5387817,Magnoliopsida,220,Plantae,6
3039269,Magnoliopsida,220,Plantae,6
4129181,Liliopsida,196,Plantae,6
5372639,Magnoliopsida,220,Plantae,6
2858581,Liliopsida,196,Plantae,6
2479598,Aves,212,Animalia,1
3039194,Magnoliopsida,220,Plantae,6
8994150,Magnoliopsida,220,Plantae,6
2959443,Magnoliopsida,220,Plantae,6
3040184,Magnoliopsida,220,Plantae,6
8380575,Magnoliopsida,220,Plantae,6
2868827,Liliopsida,196,Plantae,6
5227966,Aves,212,Animalia,1
2037925,Insecta,216,Animalia,1
3034046,Magnoliopsida,220,Plantae,6
5415016,Magnoliopsida,220,Plantae,6
2037991,Insecta,216,Animalia,1
2705378,Liliopsida,196,Plantae,6
2891707,Magnoliopsida,220,Plantae,6
3086240,Magnoliopsida,220,Plantae,6
3188924,Magnoliopsida,220,Plantae,6
2985965,Magnoliopsida,220,Plantae,6
3132570,Magnoliopsida,220,Plantae,6
4362883,Gastropoda,225,Animalia,1
2873926,Magnoliopsida,220,Plantae,6
5289686,Liliopsida,196,Plantae,6
9206251,Magnoliopsida,220,Plantae,6
7560711,Magnoliopsida,220,Plantae,6
10801424,Magnoliopsida,220,Plantae,6
4201688,Magnoliopsida,220,Plantae,6
5217334,Amphibia,131,Animalia,1
5392174,Magnoliopsida,220,Plantae,6
2925895,Magnoliopsida,220,Plantae,6
2995149,Magnoliopsida,220,Plantae,6
2702816,Liliopsida,196,Plantae,6
5415455,Magnoliopsida,220,Plantae,6
2855893,Liliopsida,196,Plantae,6
5229205,Aves,212,Animalia,1
8911082,Magnoliopsida,220,Plantae,6
2974832,Magnoliopsida,220,Plantae,6
5374614,Magnoliopsida,220,Plantae,6
8584304,Magnoliopsida,220,Plantae,6
4483971,Insecta,216,Animalia,1
2932147,Magnoliopsida,220,Plantae,6
8406661,Magnoliopsida,220,Plantae,6
3169340,Magnoliopsida,220,Plantae,6
5356345,Magnoliopsida,220,Plantae,6
2379089,NA,NA,Animalia,1
2974753,Magnoliopsida,220,Plantae,6
2889378,Magnoliopsida,220,Plantae,6
3066179,Magnoliopsida,220,Plantae,6
3189837,Magnoliopsida,220,Plantae,6
2716226,Liliopsida,196,Plantae,6
3034182,Magnoliopsida,220,Plantae,6
3148340,Magnoliopsida,220,Plantae,6
2930262,Magnoliopsida,220,Plantae,6
2888437,Magnoliopsida,220,Plantae,6
2775530,Liliopsida,196,Plantae,6
3610757,Magnoliopsida,220,Plantae,6
5285074,Pinopsida,194,Plantae,6
2965331,Magnoliopsida,220,Plantae,6
5361909,Magnoliopsida,220,Plantae,6
2856920,Liliopsida,196,Plantae,6
2925351,Magnoliopsida,220,Plantae,6
8946295,Malacostraca,229,Animalia,1
2873769,Liliopsida,196,Plantae,6
3039209,Magnoliopsida,220,Plantae,6
3112110,Magnoliopsida,220,Plantae,6
3686235,Magnoliopsida,220,Plantae,6
5420991,Magnoliopsida,220,Plantae,6
2702792,Liliopsida,196,Plantae,6
2888435,Magnoliopsida,220,Plantae,6
8288647,Magnoliopsida,220,Plantae,6
2366634,NA,NA,Animalia,1
3039203,Magnoliopsida,220,Plantae,6
9188840,Magnoliopsida,220,Plantae,6
1852787,Insecta,216,Animalia,1
2892272,Magnoliopsida,220,Plantae,6
2888579,Magnoliopsida,220,Plantae,6
3152614,Magnoliopsida,220,Plantae,6
2128502,Arachnida,367,Animalia,1
2041682,Insecta,216,Animalia,1
7291264,Magnoliopsida,220,Plantae,6
7671397,Magnoliopsida,220,Plantae,6
3033833,Magnoliopsida,220,Plantae,6
3105768,Magnoliopsida,220,Plantae,6
5289917,Liliopsida,196,Plantae,6
2703721,Liliopsida,196,Plantae,6
2337607,NA,NA,Animalia,1
1941864,Insecta,216,Animalia,1
5384334,Magnoliopsida,220,Plantae,6
3797084,Magnoliopsida,220,Plantae,6
1852831,Insecta,216,Animalia,1
3042845,Magnoliopsida,220,Plantae,6
3152583,Magnoliopsida,220,Plantae,6
5289744,Liliopsida,196,Plantae,6
5330001,Liliopsida,196,Plantae,6
5361982,Magnoliopsida,220,Plantae,6
5372392,Magnoliopsida,220,Plantae,6
9185677,Squamata,11592253,Animalia,1
3083761,Magnoliopsida,220,Plantae,6
2706026,Liliopsida,196,Plantae,6
2926992,Magnoliopsida,220,Plantae,6
5384396,Magnoliopsida,220,Plantae,6
5410210,Magnoliopsida,220,Plantae,6
2703723,Liliopsida,196,Plantae,6
8002952,Magnoliopsida,220,Plantae,6
2479798,Aves,212,Animalia,1
5290192,Liliopsida,196,Plantae,6
8741260,Insecta,216,Animalia,1
2888814,Magnoliopsida,220,Plantae,6
1043717,Insecta,216,Animalia,1
1690429,Insecta,216,Animalia,1
2287072,Bivalvia,137,Animalia,1
4486365,Insecta,216,Animalia,1
5671747,Liliopsida,196,Plantae,6
1031394,Insecta,216,Animalia,1
2856204,Liliopsida,196,Plantae,6
2932872,Magnoliopsida,220,Plantae,6
3083680,Magnoliopsida,220,Plantae,6
8373355,Magnoliopsida,220,Plantae,6
2874621,Magnoliopsida,220,Plantae,6
5341784,Magnoliopsida,220,Plantae,6
2705400,Liliopsida,196,Plantae,6
3138327,Magnoliopsida,220,Plantae,6
