nubKey,col_taxon_key,col_class_key,classKey
3001978,B7HR,628NC,220
3002263,4TDL3,628NC,220
3002372,4TCXN,628NC,220
3011247,4TDPB,628NC,220
3006974,4TDS2,628NC,220
3003979,4TDX9,628NC,220
3003709,4TDB4,628NC,220
3000406,4GSLP,BVBB9,220
3001270,QJN3N,BVBB9,220
3000610,69MTX,BVBB9,220
7818643,4N8NW,BVBB9,220
6369140,5KPHQ,BVBB9,220
3021850,4N97Q,BVBB9,220
3022668,4N9B5,BVBB9,220
3021730,4N8QW,BVBB9,220
3021496,4N8Y3,BVBB9,220
3020871,4N8YN,BVBB9,220
3022203,4N9C7,BVBB9,220
3015457,6BB6D,BVBB9,220
3012117,4YB73,BVBB9,220
3012103,4YB6T,BVBB9,220
3012089,4YB6Z,BVBB9,220
2988354,6VHZC,BVBB9,220
2996525,4TJGY,628NC,220
2994912,6X9M4,628NC,220
2995149,4TL9N,628NC,220
2989222,4TLX3,628NC,220
2992543,4TKMN,628NC,220
2994120,6WXLV,628NC,220
2993761,4TLR5,628NC,220
3853033,464YR,BVBB9,220
2987948,73VLD,BVBB9,220
5646410,M7NN,JTZ,220
8421432,5GM6H,V5JRJ,220
3663237,5GM6F,V5JRJ,220
3082244,YGMJ,V5JRJ,220
2985994,3N4D6,JPZ,220
2985995,6MJ8V,JPZ,220
3645346,S3TZY,JPZ,220
2986022,4G4NL,JPZ,220
2986045,4G4L8,JPZ,220
2985965,6CPLC,JPZ,220
2929710,4XZX5,628NX,220
8969026,4HFJX,628NX,220
5341768,77GH6,628NX,220
5341819,4HFKD,628NX,220
5341784,4HFJV,628NX,220
5341754,749S3,628NX,220
3798835,47D83,JYX,220
2928783,47D3V,JYX,220
2928775,47D6X,JYX,220
2928779,B3GQZ,JYX,220
2928767,6RY4V,JYX,220
2928774,47D7F,JYX,220
2928761,47CZN,JYX,220
2928766,6RY36,JYX,220
7894250,34B5W,628NX,220
2928755,34B67,628NX,220
2928751,34B7C,628NX,220
2928835,3WKGV,628NX,220
2928809,3WKHM,628NX,220
2928861,76VWB,B7XDZ,220
2928979,3NM2H,628NX,220
3802956,4Y4PP,628NX,220
2929892,4Y2CJ,628NX,220
2930262,4Y4K6,628NX,220
2930137,4Y369,628NX,220
2931104,6YTJR,628NX,220
2930805,4Y45D,628NX,220
2932011,4XZVH,628NX,220
2931914,6Z5BM,628NX,220
2932184,4Y49N,628NX,220
2932501,4Y3WN,628NX,220
2932905,79G5X,JB8,220
2932944,QT4R,628NX,220
7427650,5GLF2,JD7,220
7323906,5GLF7,JD7,220
3678949,5ZXGW,JD7,220
2928624,3PW7N,JD7,220
2928589,3PX6Z,JD7,220
2928583,7VJKW,JD7,220
2928576,6MWFS,JD7,220
2928538,3PW7M,JD7,220
2928668,35MSG,CQ8VC,220
2928666,35MSQ,CQ8VC,220
3678256,6BR86,CQB8J,220
2927484,32LYW,CQB8J,220
2927522,32LWQ,CQB8J,220
2927530,32LQR,CQB8J,220
5356345,3RL8J,9CL55,220
5356429,6P32Q,9CL5V,220
5356407,3SKTM,9CL5V,220
5356441,6P348,9CL5V,220
5356361,3SKSC,9CL5V,220
5356662,3SKXX,9CL5V,220
5356614,3SKVX,9CL5V,220
5356704,3SL3K,9CL5V,220
5356680,3SL2G,9CL5V,220
5356514,3SKYF,9CL5V,220
5356488,3SL24,9CL5V,220
5356541,3SKVJ,9CL5V,220
5356517,3SKWL,9CL5V,220
5357407,CX4J,9CJQR,220
5358265,6SWC9,9CLJV,220
5358266,758C8,9CLJV,220
5356973,3W84Z,9CL83,220
5356862,3W889,9CL83,220
5356931,3W7XP,9CL83,220
5356971,3W7ZH,9CL83,220
7600608,58Q7V,9CM9W,220
7224427,5LLQ3,9CM9W,220
5358694,7CSFX,9CM9W,220
5358774,58PZH,9CM9W,220
5358906,58PRY,9CM9W,220
5359037,58Q78,9CM9W,220
5358913,58PWT,9CM9W,220
5358912,7D4FQ,9CM9W,220
5358907,58PMX,9CM9W,220
5359118,58Q52,9CM9W,220
5359109,58Q77,9CM9W,220
5359099,58Q7T,9CM9W,220
5359067,58Q2G,9CM9W,220
5359249,58Q5H,9CM9W,220
5359194,58Q76,9CM9W,220
5359175,58Q4Z,9CM9W,220
5359169,58PYH,9CM9W,220
5359345,58PT4,9CM9W,220
5359334,7CS7S,9CM9W,220
5359263,58Q75,9CM9W,220
5359260,58Q2P,9CM9W,220
5359402,5LLPZ,9CM9W,220
5359411,7CRVT,9CM9W,220
5359378,58PVS,9CM9W,220
5359395,58PNJ,9CM9W,220
5359475,58Q7M,9CM9W,220
5359499,58PMZ,9CM9W,220
5359445,58PVF,9CM9W,220
5359447,58PW8,9CM9W,220
5359510,58Q89,9CM9W,220
5359526,58Q4J,9CM9W,220
5358301,4VX45,9CJVW,220
5348644,6B4PS,9CKFN,220
5347854,D2Q8F,9CL5V,220
5352251,4T7YV,9CLYF,220
5350466,778SJ,9CLNH,220
5350452,778SQ,9CLNH,220
5353705,3M23K,9CKZD,220
5353590,SSR7,9CKBR,220
5352372,9DTJQ,9CJVP,220
5352425,5FNXG,9CJVP,220
5355395,4YF5V,9CM3R,220
7681436,33RZR,9CKHH,220
5354676,33RY4,9CKHH,220
5354707,33S3R,9CKHH,220
5353770,G2TD,9CJYD,220
5359660,3GF5W,9CKWK,220
5632334,58R73,9CM9Y,220
5360451,58R66,9CM9Y,220
5360429,58R58,9CM9Y,220
5360475,58R6D,9CM9Y,220
5360465,58R4F,9CM9Y,220
5360508,9DPWH,9CM9Y,220
5360498,58R59,9CM9Y,220
5360523,58R9S,9CM9Y,220
5360415,9DPTW,9CM9Y,220
5360417,58R9W,9CM9Y,220
5360402,58R92,9CM9Y,220
5345430,HZKR,34JM,220
5345210,J2MB,34JM,220
5344663,HWRD,34JM,220
5344424,HXB8,34JM,220
5343253,HX52,34JM,220
5356481,6P32R,9CL5V,220
5342681,HY4H,34JM,220
5342618,5W7QY,34JM,220
2982380,5BDSS,9CMDY,220
2977222,6SMX3,9CLJ2,220
2977234,49LDR,9CLJ2,220
2975667,3F3DY,9CKV9,220
2972595,49L68,9CLHZ,220
2971095,3ZFBQ,9CLBB,220
2971112,72YFX,9CLBB,220
2971016,3ZFCK,9CLBB,220
2971033,3ZFCN,9CLBB,220
2971036,L2BK7,9CLBB,220
2971068,6QYG7,9CLBB,220
7068379,5LRD9,9CMDW,220
7225471,7KV3D,9CMDW,220
2975416,5BCT3,9CMDW,220
2975384,5BCKQ,9CMDW,220
2975393,5BCX3,9CMDW,220
2975262,5BCV6,9CMDW,220
2975309,5BCL2,9CMDW,220
2975187,5BCMQ,9CMDW,220
2975257,5BCQH,9CMDW,220
2974946,5BCN9,9CMDW,220
2975097,5BCTV,9CMDW,220
2974887,5BCNM,9CMDW,220
2974876,5BCK4,9CMDW,220
2974921,7L73C,9CMDW,220
2974901,7FR2J,9CMDW,220
2974793,5BCX6,9CMDW,220
2974832,7G2QH,9CMDW,220
2974826,5BCQL,9CMDW,220
2974753,5BCS7,9CMDW,220
7844167,XD5N,9CKF4,220
2956441,XD6Q,9CKF4,220
2951998,7DFVM,9CMBW,220
2951968,7DG7X,9CMBW,220
2957966,4WPC2,9CM2K,220
2957408,4WPBZ,9CM2K,220
2959443,6KH48,9CKW3,220
2964025,3WF65,9CL8D,220
2963817,3WFG8,9CL8D,220
2964167,3WF58,9CL8D,220
2964355,3WFL5,9CL8D,220
9151957,3YNPB,9CLB5,220
2965531,3YNNJ,9CLB5,220
2965438,3YNP4,9CLB5,220
2965459,3YNKC,9CLB5,220
2965461,3YNQP,9CLB5,220
2965485,CG27P,9CLB5,220
2965209,3YNMK,9CLB5,220
2965232,3YNJK,9CLB5,220
2965233,3YNKK,9CLB5,220
2965221,3YNLP,9CLB5,220
2965226,3YNMF,9CLB5,220
2965299,3YNMY,9CLB5,220
2965397,3YNPG,9CLB5,220
2965280,3YNQK,9CLB5,220
2965419,3YNNM,9CLB5,220
2965434,3YNMH,9CLB5,220
2947311,V7JJ,9CKCP,220
2948921,32DMH,9CKGJ,220
2949235,65BTK,9CJLL,220
2949250,65BW2,9CJLL,220
6366597,3FLPD,KVC24,220
7270381,3FLSD,KVC24,220
3170040,6KB7S,KVC24,220
7150619,3GSRX,J6P,220
5414545,4F3C7,628LR,220
5414550,5BFYH,J6P,220
5414551,5BFVZ,J6P,220
3170247,H6QS,J6P,220
3170266,H6FQ,J6P,220
3169708,5BFGF,K97,220
5336632,ZRN6,V58RX,220
2916767,VGTRL,V58RX,220
2916662,HCKK,V58RX,220
2916822,VGL9P,V58RX,220
2916975,HCW3,V58RX,220
2892272,4TJ4K,V58RX,220
2914754,6JXF7,V58RX,220
2914404,3F6QW,V58RX,220
2908428,3F5MZ,V58RX,220
2914590,3F652,V58RX,220
2914501,3F6LG,V58RX,220
7560711,4BBLM,BW6F9,220
8427624,75F72,BW6F9,220
7156971,4BBM7,BW6F9,220
2891755,75F5J,BW6F9,220
2891664,75FDS,BW6F9,220
2891677,75F8P,BW6F9,220
2891707,6TF7H,BW6F9,220
3827967,6RPQB,63CXJ,220
3827975,75Y2R,6K7C,220
9429152,3B8Z2,62RQR,220
9297163,3B93R,62RQR,220
7619206,3B978,62RQR,220
4934102,3B962,62RQR,220
3829143,3B96H,62RQR,220
3828217,3B8YV,62RQR,220
3827980,3B8ZC,62RQR,220
2891628,3B8Y8,62RQR,220
2891617,6GQLC,62RQR,220
2891390,6KDLT,4N5F,220
2891079,6KDTM,4N5F,220
2890651,6KDN9,4N5F,220
2890623,6KCJG,4N5F,220
2890541,3FV3P,4N5F,220
2890502,6KDVG,4N5F,220
2890287,6KDGZ,4N5F,220
2890122,3FV3V,4N5F,220
2890035,PDL6J,4N5F,220
2890013,6KDWF,4N5F,220
5334527,6QBZD,6396C,220
8207952,3YF9Y,C6GDD,220
7225621,477FM,C6GDD,220
7372514,3XMH7,C6GDD,220
5373324,6R28C,C6GDD,220
5374614,C6BYH,C6GDD,220
5374672,KM6R,C6GDD,220
5374998,5W2GJ,C6GDD,220
5374933,G2KH,C6GDD,220
5375105,G28N,C6GDD,220
5375012,G2KS,C6GDD,220
5374118,3Q3HY,C6GDD,220
5373358,72LQZ,C6GDD,220
5373368,4RKXB,C6GDD,220
5373365,4RKX9,C6GDD,220
5377678,3B9TV,C6GDD,220
5377778,67XXZ,C6GDD,220
5376309,36NPQ,C6GDD,220
5376326,36NXT,C6GDD,220
5376139,3MQ3N,C6GDD,220
5376481,6PBBQ,C6GDD,220
5376994,6PBCQ,C6GDD,220
5376925,6P99N,C6GDD,220
5376874,6PBCF,C6GDD,220
5377064,6P8ZX,C6GDD,220
5377060,6P8ZL,C6GDD,220
5376648,6PB3R,C6GDD,220
5376565,6PBBR,C6GDD,220
5376530,6P9GH,C6GDD,220
5376494,6P8ZT,C6GDD,220
5376846,6PBCK,C6GDD,220
5376816,6PBJ2,C6GDD,220
5376785,6P9ZN,C6GDD,220
5376692,6PBG5,C6GDD,220
5375547,6GQNW,C6GDD,220
5375555,3B9VL,C6GDD,220
5375285,5XDCW,C6GDD,220
5376035,44DBP,C6GDD,220
5551241,3P7CN,C6GDD,220
5377286,3P7C4,C6GDD,220
5377303,3P7D4,C6GDD,220
5377196,3P7BP,C6GDD,220
3042291,3L53Y,C6GDD,220
9073641,Q9DM,C6GDD,220
3042416,Q9DB,C6GDD,220
3042399,Q9CS,C6GDD,220
3042439,Q9DK,C6GDD,220
7903057,N83Q,C6GDD,220
3042925,C8742,C6GDD,220
3042845,N82N,C6GDD,220
3042889,8GMLC,C6GDD,220
3042751,N7ZK,C6GDD,220
3042799,N7WY,C6GDD,220
3042624,C6NPG,C6GDD,220
3042636,N82B,C6GDD,220
7678610,4RJXT,C6GDD,220
3040999,5KV24,C6GDD,220
3041022,GSV4,C6GDD,220
3041109,YCWJ,C6GDD,220
3042086,6WHCY,C6GDD,220
3040928,C7F26,C6GDD,220
3040913,XV57,C6GDD,220
3040923,XV54,C6GDD,220
3046875,4XS2D,C6GDD,220
3046851,4XRZ8,C6GDD,220
3046850,4XS7J,C6GDD,220
3046839,VJT6J,C6GDD,220
3046812,6YSJS,C6GDD,220
3046778,4XS6X,C6GDD,220
3046765,4XRWZ,C6GDD,220
3046744,4XS9C,C6GDD,220
3046736,4XRSY,C6GDD,220
3690997,87BVP,C6GDD,220
3046092,R4KL,C6GDD,220
3046015,R4C6,C6GDD,220
3045193,5TXLM,C6GDD,220
3045042,669LF,C6GDD,220
3044912,CCR6,C6GDD,220
3045006,CCNS,C6GDD,220
3044349,5YD8L,C6GDD,220
3044133,34ZCT,C6GDD,220
3044201,34ZBY,C6GDD,220
3053950,39MPQ,C6GDD,220
3054117,JP7J,C6GDD,220
3054110,JP7G,C6GDD,220
3053406,4TCN9,C6GDD,220
3053522,5WJWB,C6GDD,220
7068732,5FQMW,C6GDD,220
3052450,G25R,C6GDD,220
3050357,695NC,C6GDD,220
3050364,695NB,C6GDD,220
3047811,44RPK,C6GDD,220
3048203,3BBH8,C6GDD,220
3048288,6GS95,C6GDD,220
3048532,3BBNF,C6GDD,220
3048166,3BBRH,C6GDD,220
3047621,4XJCN,C6GDD,220
3047633,C8BNY,C6GDD,220
3916499,69H4L,KVZDH,220
7853188,5KVKS,KVQD8,220
3040253,4RSXP,KVQD8,220
3040254,4RST3,KVQD8,220
3040255,78SP9,KVQD8,220
2889934,7CVJH,82Y4,220
2928226,4FJZW,63N2W,220
2928153,4FJYQ,63N2W,220
2928238,4FJSR,63N2W,220
7536406,5Q9RD,5YKG,220
2928034,468K3,5YKG,220
7806790,GSYJ,BVBBM,220
8227753,DM28,BVBBM,220
7295374,5FL9M,BVBBM,220
5662089,DLZJ,BVBBM,220
5341198,DLWK,BVBBM,220
7958783,5KSHN,BVBBM,220
7294681,4QGPV,BVBBM,220
5660450,4QGQV,BVBBM,220
5341203,4QGQW,BVBBM,220
5341204,4QGQF,BVBBM,220
5341187,455SL,7NDYV,220
2926130,76LSM,BVBBM,220
2926055,HCJN,7NDYV,220
7989836,53QF3,BVBBM,220
4067302,53QFJ,BVBBM,220
4067281,99V75,BVBBM,220
2926066,7B6KN,BVBBM,220
7294722,SY4M,BVBBM,220
2926108,SY4L,BVBBM,220
2926110,MJ92,BVBBM,220
7294644,47PFV,BVBBM,220
2926041,47PFY,BVBBM,220
2926042,47PF6,BVBBM,220
2926045,NFXS,BVBBM,220
2926048,74KWQ,7NDYV,220
4064572,6C72N,7NDYV,220
2925816,339T5,7NDYV,220
2925895,38MDX,BVBBM,220
8386733,D8DB,7NDYV,220
2925879,D8CY,7NDYV,220
2925877,D8DW,7NDYV,220
2925756,3S9VG,7NDYV,220
2925754,3S9TF,7NDYV,220
7294771,3KCV7,62VCK,220
2925790,3KC9K,62VCK,220
2925767,3KCFQ,62VCK,220
7346090,3BCSZ,KVZVC,220
5415455,92T9,62757,220
5415453,92TW,62757,220
7564934,48P3D,KVR2Z,220
7855120,48P3P,KVR2Z,220
8049400,4DKYK,KVR2Z,220
7519710,6T7RR,KVMQY,220
7331666,3Z5CT,KVR2Z,220
3728894,4FYYT,KVMQY,220
3172127,5X5VK,622WD,220
7636833,8X5YV,V5BC8,220
5415039,542H2,V5BC8,220
5415054,6JJ2V,V5JQN,220
5415053,6JJ32,V5JQN,220
5415056,6JJ2R,V5JQN,220
3172266,3QMMV,V5HVY,220
6432925,7JT77,V5BC8,220
3172348,6JMHT,V5BC8,220
3172347,6JMH8,V5BC8,220
3172343,6JMF5,V5BC8,220
3685073,6PYTG,V5BC8,220
3172294,6PZ45,V5BC8,220
3172291,6PYSK,V5BC8,220
4926977,B3GQ3,KV33X,220
3172615,RRY6,KV33X,220
3172613,RRYZ,KV33X,220
3172622,4WYTB,KVYLV,220
5415100,6VY7F,3WC,220
3172647,3P7K5,638GQ,220
3170823,6TVD7,6JPP,220
3171304,3YJGC,62ZGP,220
3725805,3JXZ3,KVHWS,220
4055853,NMYH,KV3ND,220
3173338,NN2L,KV3ND,220
7477038,4VZJ6,KVT64,220
7810918,4VZLR,KVT64,220
8186932,4VZJ4,KVT64,220
3170878,4VZBN,KVT64,220
8949622,7FP9W,KVT64,220
7353862,7G2FW,KVT64,220
3740974,5B296,KVT64,220
3741432,7FPDJ,KVT64,220
3171948,7G2HB,KVT64,220
3171946,5B24N,KVT64,220
3171952,5B24X,KVT64,220
3171951,7G2HD,KVT64,220
3171954,5B27Q,KVT64,220
3171888,72G3X,62YR4,220
8114833,66KLN,BVBBB,220
7333320,6F4QK,7NLQD,220
7331861,5GRLH,BVBBB,220
5559837,33699,BVBBB,220
5414959,X4C5,7NLP6,220
7683374,6QGLS,BVBBB,220
7848321,6QH2F,BVBBB,220
7963687,72F6N,BVBBB,220
8287616,6QGQT,BVBBB,220
5415018,72GLL,BVBBB,220
5415012,72GPQ,BVBBB,220
5415013,6QGKP,BVBBB,220
5415014,6QF5X,BVBBB,220
5415016,6QGMB,BVBBB,220
5414932,TVF2,7NLP6,220
3738796,43NML,BVBBB,220
3741446,3B2GD,7NLQD,220
3729273,H4LK,BVBBB,220
7727786,4JLNJ,7NLQD,220
8022932,4JLMB,7NLQD,220
7303104,4JL8C,7NLQD,220
7303024,8VFBL,7NLQD,220
7303117,4JLWG,7NLQD,220
3189723,4JLS4,7NLQD,220
3189762,4JL9Q,7NLQD,220
3189760,4JLJX,7NLQD,220
3172206,5B7LN,7NLQD,220
7784175,5B6SY,7NLQD,220
3732995,5B6KV,7NLQD,220
3172104,5B773,7NLQD,220
3172118,5B6YK,7NLQD,220
3172077,5B777,7NLQD,220
3172100,5B6R7,7NLQD,220
3172059,7FPM9,7NLQD,220
3172068,5B6N9,7NLQD,220
3172066,7FQ8K,7NLQD,220
7333212,5VL94,BVBBB,220
3172001,F2W4,BVBBB,220
9508942,V58NB,V5KN5,220
6410563,V2PLY,V5N48,220
7307492,3T77J,V5N48,220
6409536,5FWDL,V5N48,220
7307327,5TQ6J,V5KN5,220
7309012,PMBD,V5B54,220
7308640,RJHK,V5LVH,220
5605751,6QRCW,V5KN5,220
5608183,VJTJD,V5KN5,220
5341387,CD7P2,V5KN5,220
5341373,4W22G,V58JK,220
5341310,3F3ZH,V5N48,220
5341501,3ZJGV,V5KN5,220
7350989,VJTJ4,V5KN5,220
5341498,46XMQ,V5KN5,220
5341497,6S8XN,V5KN5,220
5607452,56QTS,V5KN5,220
5341442,56RHL,V5KN5,220
5341394,76TV9,V5KN5,220
4930999,66C6C,V5LVH,220
7096205,5GHQ5,V5KN5,220
3886505,4GHTD,V5N48,220
8118326,55XR3,V5LVH,220
3895710,8X84G,V5LVH,220
3896282,55XJ9,V5LVH,220
6411098,3S28W,V5N48,220
7308043,5J8VR,V5N48,220
3892732,3S2CS,V5N48,220
3905970,3Y8JF,V5N48,220
2927096,48GBK,V5KN5,220
3902360,3ZRQ4,V5KN5,220
2927174,3ZS83,V5KN5,220
2927075,39CZ2,V5KN5,220
3885185,4ZFCC,V5N48,220
2927296,4ZFG8,V5N48,220
2927230,6ZGPC,V5N48,220
2927224,37KDC,V5KN5,220
2927222,37KB2,V5KN5,220
2927220,37KBN,V5KN5,220
7307829,3SNDP,V5KN5,220
2927303,3SNFT,V5KN5,220
2927305,6P3VZ,V5KN5,220
6409706,6XGLP,V5KN5,220
3883959,79GLY,V5KN5,220
2927028,6XGRM,V5KN5,220
2927026,6XGY5,V5KN5,220
2927030,6XG3G,V5KN5,220
2926992,79GWX,V5KN5,220
2927000,6XGTK,V5KN5,220
2926995,79GM7,V5KN5,220
2927004,6XH46,V5KN5,220
2927001,6XH6L,V5KN5,220
2926572,4HJJW,V5N48,220
2926686,4X8YW,V5N48,220
2926688,4X92D,V5N48,220
2926885,6XQFN,V5KN5,220
2926884,79QGY,V5KN5,220
2925366,W47Q,V5LVH,220
2925351,W3N9,V5LVH,220
7455425,5QP47,V5QSD,220
2925532,5B2K9,V592G,220
2925496,5B2WG,V592G,220
2925514,5B2K7,V592G,220
2925492,5B2YQ,V592G,220
2925527,5B2PQ,V592G,220
2925530,5B2ZR,V592G,220
2925515,5B2PL,V592G,220
2925518,5B2KB,V592G,220
7270761,BP86J,J3P,220
5421385,6XPLF,7CLZ,220
5421389,6XPLH,7CLZ,220
3646556,VG4F9,VH7MB,220
7127354,32SL2,JY3,220
7127810,32SLH,JY3,220
5640518,4MCTL,BVBDB,220
5641274,4MCQ6,BVBDB,220
4005004,6R2Q7,JY3,220
4007682,732PD,JY3,220
3169391,6QQP7,JY3,220
3169340,6QQR3,JY3,220
3169329,5V2P5,BVBDB,220
7223680,5HGQ9,K6Q,220
5659657,5HGQB,K6Q,220
5341558,6KFBK,K6Q,220
5341540,3G2KJ,K6Q,220
2927850,4KXG7,K6Q,220
2927727,4GJB8,K6Q,220
2927744,6VC83,K6Q,220
2927783,6VBVR,K6Q,220
2927684,6RTJD,K6Q,220
2891782,3PK9K,542F,220
2891774,3PJJK,542F,220
2891783,3PJFZ,542F,220
2891770,3PJSV,542F,220
7135755,4SGB2,JJP,220
7327990,4SGLZ,JJP,220
5682465,6GKM2,JJP,220
5333408,6GKZZ,JJP,220
5333354,6PVKJ,KH2,220
2882753,6JZCD,KH2,220
2882849,7F7GJ,KH2,220
2888298,443GM,JX5,220
2883007,6NK44,JJP,220
2888310,6T9CN,JX5,220
2888323,W4BJ,8VWBD,220
7802465,7W465,JZF,220
2882443,P482,J97,220
5621983,38KB2,626SB,220
3190845,37QSV,BJ679,220
4090836,5FS6V,KVHTL,220
3082297,72FJN,KVHTL,220
7407436,TX72,JBS,220
7846821,4BCJH,JBS,220
7933495,79XSS,JBS,220
8243150,6ZBCP,JBS,220
6447806,K4LD,JBS,220
7323632,4Q8QD,62758,220
7707087,6DSMM,JBS,220
7877091,6DSC8,JBS,220
5568446,6DSM2,JBS,220
5568322,6DSC2,JBS,220
5568339,6DSBZ,JBS,220
5568361,6DSP3,JBS,220
5568415,6DSN2,JBS,220
5568424,6DSNH,JBS,220
5568428,6DSNB,JBS,220
5568442,6DSM4,JBS,220
5568188,KVCQ,JBS,220
5383909,KVC3,JBS,220
7068845,LNNK,J84,220
5567951,LNMR,J84,220
5383926,LNNH,J84,220
5568899,68M42,JBS,220
5383969,M73Q,JBS,220
5383971,M72N,JBS,220
9080185,CH37,62758,220
8911082,CGYL,62758,220
7576335,84JPQ,62758,220
7905507,CGXJ,62758,220
6109534,CH63,62758,220
6109611,CGZ8,62758,220
7323810,CH4F,62758,220
7323711,CH5Y,62758,220
7323341,5FJK8,62758,220
5384396,CGZV,62758,220
5384395,CGYJ,62758,220
5384401,CH6S,62758,220
5548401,CH6V,62758,220
5548011,5FJK9,62758,220
5547989,CGZG,62758,220
5384361,CGYP,62758,220
5384370,CH6K,62758,220
5384364,CH35,62758,220
5384383,CH76,62758,220
5384373,65Z9L,62758,220
5384393,CH52,62758,220
5384390,CGZR,62758,220
5384334,CH7N,62758,220
5384332,CH4M,62758,220
5384342,CH5H,62758,220
5384341,CGZM,62758,220
3083603,4L4LR,K6V,220
6447496,JLHB,JBS,220
3760099,JLPB,JBS,220
3083657,JLL4,JBS,220
3083702,JLR8,JBS,220
3083718,JLFD,JBS,220
3083667,JLPP,JBS,220
3083680,JLJJ,JBS,220
3083761,688F5,JBS,220
3083763,JLPX,JBS,220
3083745,JLNW,JBS,220
3083746,JLFT,JBS,220
3083771,JLQV,JBS,220
3083773,5W8F8,JBS,220
3083647,4Z547,JBS,220
7644304,TXP4,JBS,220
6035549,TXM8,JBS,220
3757189,TX9M,JBS,220
3756650,9K887,JBS,220
3756077,TXDF,JBS,220
3083903,9JZ9K,JBS,220
3083921,TXJT,JBS,220
3083934,69QPH,JBS,220
3083905,TXMG,JBS,220
3083920,TX9W,JBS,220
3083935,TXKJ,JBS,220
3083975,YFH7,JDH,220
7606014,C9DK,62758,220
3084922,C9J9,62758,220
3084939,C9KQ,62758,220
3084949,C9JX,62758,220
3084958,669XM,62758,220
3084611,43WQQ,63BJS,220
3084616,3G9GR,4NX9,220
3084015,4HM9F,BVBD9,220
3084022,4HM9C,BVBD9,220
4023424,6W7LQ,6V2R,220
4022617,4M2DF,6V2R,220
4023278,4M2DP,6V2R,220
4021919,4M2FJ,6V2R,220
4021920,4M28Q,6V2R,220
3084719,4M2DF,6V2R,220
3084700,6W7KX,6V2R,220
9376410,34H8G,K9X,220
5384307,7C2YJ,626T8,220
8185812,3ZYG4,628L9,220
3084837,3ZYYX,628L9,220
3084839,3ZYGR,628L9,220
3084842,RG7K,K9X,220
3084883,4WZYT,BV8QR,220
3084742,VWPF,KVZ82,220
5384459,3HXYR,KV2NL,220
5384458,3HXYC,KV2NL,220
5384466,6KVDK,KV2NL,220
5384465,3HY24,KV2NL,220
5585762,3HY4D,KV2NL,220
8993502,4XCDJ,KVT6S,220
7523432,4XBQK,KVT6S,220
7746901,4XCST,KVT6S,220
8184157,4XD9J,KVT6S,220
8150863,4XBY6,KVT6S,220
8279669,4XDFP,KVT6S,220
7267492,5L6WD,KVT6S,220
5384848,4XC79,KVT6S,220
5384852,4XBXD,KVT6S,220
5384741,4XBXJ,KVT6S,220
5384818,4XC27,KVT6S,220
5384773,6Z2GK,KVT6S,220
5585975,4XCP8,KVT6S,220
5584240,4XD5C,KVT6S,220
5584611,6YP73,KVT6S,220
7314281,4DRKB,KVMM4,220
5528747,765B5,KVMM4,220
3593900,3L2JR,KVMM4,220
3085357,79L79,KV2NL,220
3085360,6XL6Y,KV2NL,220
3085346,6Q236,KTY82,220
8012084,35B5B,KV2NL,220
6363496,35B5Q,KV2NL,220
7267631,5GVFQ,KV2NL,220
3085420,6CPZ5,KV2NL,220
3085412,6CQ4V,KV2NL,220
3085421,6CPY4,KV2NL,220
3085389,4TYGS,KVRH7,220
3085381,4L3GD,KVPY3,220
3085623,776HP,KV2NL,220
3085622,776HH,KV2NL,220
3085435,SK76,KTY82,220
3085438,SKLS,KTY82,220
3086240,43LGW,KVK78,220
8380575,54MBV,KVZZ3,220
2874706,7BJ8Q,KVZZ3,220
2874701,7BJ8B,KVZZ3,220
2874692,6JKZJ,4KZH,220
9018536,3RBX2,K6W,220
8773480,3RBYP,K6W,220
8720751,3RBXB,K6W,220
7510471,4L93P,K6W,220
5652131,5KKSB,K6W,220
5334386,6W5VH,K6W,220
5334439,4L9SN,K6W,220
5334430,6W5VJ,K6W,220
5334351,3DTQY,K6W,220
7291264,LX55,K6W,220
4033335,LX4Z,K6W,220
2889378,3DS9T,K6W,220
2889373,3DS8L,K6W,220
4034001,4F9V4,K6W,220
2889229,4F9VK,K6W,220
2889304,4F9QY,K6W,220
4038485,4RV9L,K6W,220
2889173,793ZB,K6W,220
2889088,6WRZD,K6W,220
2888859,44HSG,K6W,220
2888867,4S6BX,K6W,220
7415922,5KYG3,K6W,220
7911993,4TPVB,K6W,220
7901010,5KYFJ,K6W,220
8242651,4TQ2Y,K6W,220
6391417,4TPY7,K6W,220
4036957,5KYFZ,K6W,220
2889037,6X9D3,K6W,220
2889038,4TPM2,K6W,220
2889024,4TQ2Q,K6W,220
2889030,4TPHK,K6W,220
2889019,6WXCN,K6W,220
2889023,4TPXH,K6W,220
2888943,4TPL9,K6W,220
2888946,4TPRJ,K6W,220
2888948,4TPHH,K6W,220
2888987,4TPTD,K6W,220
2888993,4TPKF,K6W,220
2889005,4TPQQ,K6W,220
2889010,4TPLQ,K6W,220
3054368,6NFN8,JRQ,220
3054357,6NFM9,JRQ,220
3054352,3QRSG,JRQ,220
5333294,5XCVW,V58RW,220
8313153,4R5QY,V58RW,220
2879098,793PC,V58RW,220
2880539,4R5Z8,V58RW,220
2880580,4R4KH,V58RW,220
5332004,LPBR,V5CLG,220
5332120,LPCK,V5CLG,220
2875968,6B78B,V5CP7,220
2876049,YQ6C,V5CP7,220
