year,individualCount,gemeente,provincie,gewest,gbifID,decimalLatitude,decimalLongitude,geometry
2003,0,NA,NA,NA,5911701710,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911701711,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911857018,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911942803,NA,NA,"c(NA, NA)"
1993,0,NA,NA,NA,5911747658,NA,NA,"c(NA, NA)"
1995,6,NA,NA,NA,2610194997,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911997502,NA,NA,"c(NA, NA)"
1994,23,NA,NA,NA,2610197784,NA,NA,"c(NA, NA)"
2011,1,NA,NA,NA,2610240946,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911884383,NA,NA,"c(NA, NA)"
2003,1,NA,NA,NA,2610155179,NA,NA,"c(NA, NA)"
2005,2,NA,NA,NA,2610155181,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911836183,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911836184,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911836185,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911836186,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911836187,NA,NA,"c(NA, NA)"
2004,2,NA,NA,NA,2610155201,NA,NA,"c(NA, NA)"
1992,0,NA,NA,NA,5911955998,NA,NA,"c(NA, NA)"
1994,0,NA,NA,NA,5911883720,NA,NA,"c(NA, NA)"
1994,35,NA,NA,NA,2610190836,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5912019413,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5912019414,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5912019415,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5912019416,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5912019417,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5912019418,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5912019419,NA,NA,"c(NA, NA)"
1992,25,NA,NA,NA,2610249449,NA,NA,"c(NA, NA)"
1996,14,NA,NA,NA,2610249912,NA,NA,"c(NA, NA)"
1997,0,NA,NA,NA,5911885118,NA,NA,"c(NA, NA)"
1998,76,NA,NA,NA,2610250099,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911911925,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911912031,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911688505,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911688506,NA,NA,"c(NA, NA)"
2002,4,NA,NA,NA,2610152207,NA,NA,"c(NA, NA)"
2003,1,NA,NA,NA,2610152215,NA,NA,"c(NA, NA)"
2010,0,NA,NA,NA,5911688508,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911688509,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911688510,NA,NA,"c(NA, NA)"
1994,0,NA,NA,NA,5911956006,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911711909,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911885171,NA,NA,"c(NA, NA)"
1992,18,NA,NA,NA,2610252497,NA,NA,"c(NA, NA)"
1993,9,NA,NA,NA,2610252628,NA,NA,"c(NA, NA)"
1996,22,NA,NA,NA,2610252904,NA,NA,"c(NA, NA)"
1996,0,NA,NA,NA,5911956024,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911711917,NA,NA,"c(NA, NA)"
1992,0,NA,NA,NA,5911956257,NA,NA,"c(NA, NA)"
1995,252,NA,NA,NA,2610255953,NA,NA,"c(NA, NA)"
1995,64,NA,NA,NA,2610255987,NA,NA,"c(NA, NA)"
1995,3,NA,NA,NA,2610256020,NA,NA,"c(NA, NA)"
1997,86,NA,NA,NA,2610256225,NA,NA,"c(NA, NA)"
1998,8,NA,NA,NA,2610253100,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911730318,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911816062,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911942863,NA,NA,"c(NA, NA)"
2007,2,NA,NA,NA,2610157156,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911942865,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911942866,NA,NA,"c(NA, NA)"
2002,4,NA,NA,NA,2610157177,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911942867,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911938470,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911938471,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911696093,NA,NA,"c(NA, NA)"
2011,3,NA,NA,NA,2610245016,NA,NA,"c(NA, NA)"
1999,119,NA,NA,NA,2610265337,NA,NA,"c(NA, NA)"
1999,192,NA,NA,NA,2610265379,NA,NA,"c(NA, NA)"
2001,110,NA,NA,NA,2610265434,NA,NA,"c(NA, NA)"
1997,101,NA,NA,NA,2610192173,NA,NA,"c(NA, NA)"
1999,27,NA,NA,NA,2610192266,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911701926,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911701320,NA,NA,"c(NA, NA)"
2011,11,NA,NA,NA,2610181940,NA,NA,"c(NA, NA)"
2011,2,NA,NA,NA,2610181983,NA,NA,"c(NA, NA)"
1998,0,NA,NA,NA,5911956047,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911956051,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5911956063,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911883808,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5912019620,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911822060,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911866415,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911939006,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911939007,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911939008,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911939009,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911939010,NA,NA,"c(NA, NA)"
2002,1,NA,NA,NA,2610215207,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911939011,NA,NA,"c(NA, NA)"
2001,8,NA,NA,NA,2610215213,NA,NA,"c(NA, NA)"
2017,0,NA,NA,NA,5911821682,NA,NA,"c(NA, NA)"
1994,104,NA,NA,NA,2610198956,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911956083,NA,NA,"c(NA, NA)"
2011,2,NA,NA,NA,2610184021,NA,NA,"c(NA, NA)"
2007,1,NA,NA,NA,2610254423,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911968347,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911968348,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911939225,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5911821764,NA,NA,"c(NA, NA)"
2018,0,NA,NA,NA,5911973562,NA,NA,"c(NA, NA)"
2017,0,NA,NA,NA,5911973566,NA,NA,"c(NA, NA)"
1991,0,NA,NA,NA,5911919941,NA,NA,"c(NA, NA)"
1991,110,NA,NA,NA,2610254535,NA,NA,"c(NA, NA)"
2012,2,NA,NA,NA,2610245059,NA,NA,"c(NA, NA)"
1993,8,NA,NA,NA,2610254726,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911956986,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911956987,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911821794,NA,NA,"c(NA, NA)"
1994,28,NA,NA,NA,2610194877,NA,NA,"c(NA, NA)"
1996,108,NA,NA,NA,2610195031,NA,NA,"c(NA, NA)"
1996,51,NA,NA,NA,2610195049,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911973621,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911973650,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911973655,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911973661,NA,NA,"c(NA, NA)"
2003,6,NA,NA,NA,2610203444,NA,NA,"c(NA, NA)"
2017,1,NA,NA,NA,2610245267,50.793409,3.112349,"c(3.112349, 50.793409)"
1994,8,NA,NA,NA,2610254800,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911916524,NA,NA,"c(NA, NA)"
2002,1,NA,NA,NA,2610213501,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911991473,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911991474,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911991475,NA,NA,"c(NA, NA)"
2004,6,NA,NA,NA,2610217193,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911991476,NA,NA,"c(NA, NA)"
2005,1,NA,NA,NA,2610217198,NA,NA,"c(NA, NA)"
1997,24,NA,NA,NA,2610255122,NA,NA,"c(NA, NA)"
1992,0,NA,NA,NA,5911851742,NA,NA,"c(NA, NA)"
1998,0,NA,NA,NA,5911919997,NA,NA,"c(NA, NA)"
1998,0,NA,NA,NA,5911920000,NA,NA,"c(NA, NA)"
1993,220,NA,NA,NA,2610254680,NA,NA,"c(NA, NA)"
1993,0,NA,NA,NA,5911851746,NA,NA,"c(NA, NA)"
1993,0,NA,NA,NA,5911851747,NA,NA,"c(NA, NA)"
1999,11,NA,NA,NA,2610255230,NA,NA,"c(NA, NA)"
1993,0,NA,NA,NA,5911851748,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5912009460,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911991674,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911957230,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911957231,NA,NA,"c(NA, NA)"
2001,1,NA,NA,NA,2610218162,NA,NA,"c(NA, NA)"
2003,1,NA,NA,NA,2610218167,NA,NA,"c(NA, NA)"
2002,1,NA,NA,NA,2610218172,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911957232,NA,NA,"c(NA, NA)"
2011,36,NA,NA,NA,2610181011,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911920031,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911986429,NA,NA,"c(NA, NA)"
2017,0,NA,NA,NA,5911821439,NA,NA,"c(NA, NA)"
1991,11,NA,NA,NA,2610189612,NA,NA,"c(NA, NA)"
2017,0,NA,NA,NA,5911884148,50.772408,3.084526,"c(3.084526, 50.772408)"
1999,54,NA,NA,NA,2610255231,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5911851806,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911851817,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911851821,NA,NA,"c(NA, NA)"
2002,153,NA,NA,NA,2610264365,NA,NA,"c(NA, NA)"
2012,3,NA,NA,NA,2610189011,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5912016161,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5912016162,NA,NA,"c(NA, NA)"
2003,3,NA,NA,NA,2610153189,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5912016163,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5912016164,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5912016165,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5912016166,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911821511,NA,NA,"c(NA, NA)"
2003,14,NA,NA,NA,2610199487,NA,NA,"c(NA, NA)"
2012,4,NA,NA,NA,2610239991,NA,NA,"c(NA, NA)"
2003,26,NA,NA,NA,2610264399,NA,NA,"c(NA, NA)"
1991,25,NA,NA,NA,2610197476,NA,NA,"c(NA, NA)"
1992,0,NA,NA,NA,5911973839,NA,NA,"c(NA, NA)"
1993,90,NA,NA,NA,2610197611,NA,NA,"c(NA, NA)"
1995,24,NA,NA,NA,2610197943,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5911973907,NA,NA,"c(NA, NA)"
2003,7,NA,NA,NA,2610155183,NA,NA,"c(NA, NA)"
2001,5,NA,NA,NA,2610155187,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5912026934,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5912026935,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5912026936,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5912026937,NA,NA,"c(NA, NA)"
1992,18,NA,NA,NA,2610191558,NA,NA,"c(NA, NA)"
1994,364,NA,NA,NA,2610191815,NA,NA,"c(NA, NA)"
1995,190,NA,NA,NA,2610191912,NA,NA,"c(NA, NA)"
1995,30,NA,NA,NA,2610191932,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911986568,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911986569,NA,NA,"c(NA, NA)"
2003,5,NA,NA,NA,2610158146,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5912009712,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5912009713,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5912009714,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5912009715,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5912009716,NA,NA,"c(NA, NA)"
2001,1,NA,NA,NA,2610158166,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5912014870,NA,NA,"c(NA, NA)"
1991,12,NA,NA,NA,2610256507,NA,NA,"c(NA, NA)"
1996,0,NA,NA,NA,5911884275,NA,NA,"c(NA, NA)"
1998,0,NA,NA,NA,5911884295,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911915307,NA,NA,"c(NA, NA)"
1995,84,NA,NA,NA,2610251861,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5912016800,NA,NA,"c(NA, NA)"
2001,5,NA,NA,NA,2610154115,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5912016801,NA,NA,"c(NA, NA)"
2001,92,NA,NA,NA,2610154118,NA,NA,"c(NA, NA)"
2004,2,NA,NA,NA,2610154126,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5912016802,NA,NA,"c(NA, NA)"
1993,0,NA,NA,NA,5911920193,NA,NA,"c(NA, NA)"
1993,10,NA,NA,NA,2610256723,NA,NA,"c(NA, NA)"
1994,0,NA,NA,NA,5911995121,NA,NA,"c(NA, NA)"
1995,16,NA,NA,NA,2610256935,NA,NA,"c(NA, NA)"
1998,0,NA,NA,NA,5911995155,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5911915314,NA,NA,"c(NA, NA)"
1996,0,NA,NA,NA,5912011156,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911915348,NA,NA,"c(NA, NA)"
2000,44,NA,NA,NA,2610252237,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5912011190,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5912011191,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5912011194,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5912011199,NA,NA,"c(NA, NA)"
2003,29,NA,NA,NA,2610261361,NA,NA,"c(NA, NA)"
1991,67,NA,NA,NA,2610193467,NA,NA,"c(NA, NA)"
1993,0,NA,NA,NA,5911868365,NA,NA,"c(NA, NA)"
1997,60,NA,NA,NA,2610254164,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911916788,NA,NA,"c(NA, NA)"
