year,individualCount,gemeente,provincie,gewest,gbifID,decimalLatitude,decimalLongitude,geometry
2005,0,NA,NA,NA,5911827549,NA,NA,"c(NA, NA)"
2002,4,NA,NA,NA,2610212192,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5912034915,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5912034917,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5912034918,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5912034919,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911695606,NA,NA,"c(NA, NA)"
1996,0,NA,NA,NA,5911915566,NA,NA,"c(NA, NA)"
2000,32,NA,NA,NA,2610199378,NA,NA,"c(NA, NA)"
2006,1,NA,NA,NA,2610210179,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5912029452,NA,NA,"c(NA, NA)"
2002,9,NA,NA,NA,2610210185,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5912029453,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5912029454,NA,NA,"c(NA, NA)"
2001,4,NA,NA,NA,2610210197,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5912029455,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911877955,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911877956,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911877957,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911877958,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5911877959,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911877960,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911877961,NA,NA,"c(NA, NA)"
1994,5,NA,NA,NA,2610197715,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911720250,NA,NA,"c(NA, NA)"
2012,5,NA,NA,NA,2610185049,NA,NA,"c(NA, NA)"
1991,20,NA,NA,NA,2610193537,NA,NA,"c(NA, NA)"
2003,2,NA,NA,NA,2610210180,NA,NA,"c(NA, NA)"
2006,6,NA,NA,NA,2610210188,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911730378,NA,NA,"c(NA, NA)"
2003,7,NA,NA,NA,2610210190,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911730379,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5911730380,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911730381,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911730382,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911730383,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911715169,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911715170,NA,NA,"c(NA, NA)"
2001,3,NA,NA,NA,2610214170,NA,NA,"c(NA, NA)"
2004,3,NA,NA,NA,2610214176,NA,NA,"c(NA, NA)"
2002,1,NA,NA,NA,2610214181,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911715171,NA,NA,"c(NA, NA)"
1998,0,NA,NA,NA,5911953380,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5911953405,NA,NA,"c(NA, NA)"
2004,4,NA,NA,NA,2610154500,NA,NA,"c(NA, NA)"
2005,1,NA,NA,NA,2610217188,NA,NA,"c(NA, NA)"
2002,1,NA,NA,NA,2610217189,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911985355,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911985356,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5911759841,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911759842,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911759843,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911759844,NA,NA,"c(NA, NA)"
2004,1,NA,NA,NA,2610216216,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911856786,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911856787,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911856788,NA,NA,"c(NA, NA)"
2002,1,NA,NA,NA,2610219165,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911759845,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911759846,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911759847,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911759848,NA,NA,"c(NA, NA)"
2003,1,NA,NA,NA,2610216225,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5912035130,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911986249,NA,NA,"c(NA, NA)"
2007,1,NA,NA,NA,2610213154,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5911986250,NA,NA,"c(NA, NA)"
2002,1,NA,NA,NA,2610213163,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911986251,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911986252,NA,NA,"c(NA, NA)"
2003,5,NA,NA,NA,2610213176,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911985357,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911985358,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911985359,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5911856789,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911856790,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911856791,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911856792,NA,NA,"c(NA, NA)"
2006,1,NA,NA,NA,2610219175,NA,NA,"c(NA, NA)"
2011,10,NA,NA,NA,2610188974,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911911691,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911911692,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911911693,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911911694,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911911695,NA,NA,"c(NA, NA)"
2002,4,NA,NA,NA,2610158157,NA,NA,"c(NA, NA)"
2006,1,NA,NA,NA,2610158159,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5912029656,NA,NA,"c(NA, NA)"
2008,3,NA,NA,NA,2610193432,NA,NA,"c(NA, NA)"
2001,2,NA,NA,NA,2610210494,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5912007976,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5912007977,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911762125,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911762127,NA,NA,"c(NA, NA)"
2001,1,NA,NA,NA,2610153186,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911762128,NA,NA,"c(NA, NA)"
2002,1,NA,NA,NA,2610153195,NA,NA,"c(NA, NA)"
2005,0,NA,NA,NA,5911762129,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911762130,NA,NA,"c(NA, NA)"
1996,28,NA,NA,NA,2610251972,NA,NA,"c(NA, NA)"
1997,17,NA,NA,NA,2610252050,NA,NA,"c(NA, NA)"
1998,119,NA,NA,NA,2610252134,NA,NA,"c(NA, NA)"
2000,0,NA,NA,NA,5911916410,NA,NA,"c(NA, NA)"
2011,12,NA,NA,NA,2610243029,NA,NA,"c(NA, NA)"
2011,3,NA,NA,NA,2610243067,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911916434,NA,NA,"c(NA, NA)"
2003,1,NA,NA,NA,2610158162,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911911696,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911727721,NA,NA,"c(NA, NA)"
2012,2,NA,NA,NA,2610183055,NA,NA,"c(NA, NA)"
2011,18,NA,NA,NA,2610248086,NA,NA,"c(NA, NA)"
1995,2,NA,NA,NA,2610193917,NA,NA,"c(NA, NA)"
2005,3,NA,NA,NA,2610162636,NA,NA,"c(NA, NA)"
1996,0,NA,NA,NA,5911884814,NA,NA,"c(NA, NA)"
1997,0,NA,NA,NA,5911884822,NA,NA,"c(NA, NA)"
1998,0,NA,NA,NA,5911884829,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911942327,NA,NA,"c(NA, NA)"
1997,17,NA,NA,NA,2610194097,NA,NA,"c(NA, NA)"
1998,2,NA,NA,NA,2610194163,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911711634,NA,NA,"c(NA, NA)"
2011,8,NA,NA,NA,2610245977,NA,NA,"c(NA, NA)"
2011,5,NA,NA,NA,2610246014,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911727975,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911727976,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911727978,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911727979,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911727980,NA,NA,"c(NA, NA)"
2005,1,NA,NA,NA,2610154120,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911727981,NA,NA,"c(NA, NA)"
2003,1,NA,NA,NA,2610154124,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911727982,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911695865,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911695867,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911695868,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911695869,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911695870,NA,NA,"c(NA, NA)"
2006,0,NA,NA,NA,5911695871,NA,NA,"c(NA, NA)"
2007,0,NA,NA,NA,5911695872,NA,NA,"c(NA, NA)"
1999,0,NA,NA,NA,5911711644,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911884881,NA,NA,"c(NA, NA)"
2009,0,NA,NA,NA,5911728204,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911942572,NA,NA,"c(NA, NA)"
2005,1,NA,NA,NA,2610159156,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911942575,NA,NA,"c(NA, NA)"
2003,0,NA,NA,NA,5911942576,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911942577,NA,NA,"c(NA, NA)"
2003,1,NA,NA,NA,2610159168,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911942578,NA,NA,"c(NA, NA)"
2001,1,NA,NA,NA,2610159172,NA,NA,"c(NA, NA)"
2001,1,NA,NA,NA,2610159173,NA,NA,"c(NA, NA)"
2008,8,NA,NA,NA,2610194432,NA,NA,"c(NA, NA)"
1991,66,NA,NA,NA,2610194557,NA,NA,"c(NA, NA)"
2012,2,NA,NA,NA,2610188142,NA,NA,"c(NA, NA)"
2008,1,NA,NA,NA,2610197371,NA,NA,"c(NA, NA)"
2011,0,NA,NA,NA,5911711825,NA,NA,"c(NA, NA)"
1995,38,NA,NA,NA,2610256942,NA,NA,"c(NA, NA)"
1996,0,NA,NA,NA,5911884311,NA,NA,"c(NA, NA)"
1998,0,NA,NA,NA,5911884332,NA,NA,"c(NA, NA)"
1998,10,NA,NA,NA,2610257138,NA,NA,"c(NA, NA)"
2008,0,NA,NA,NA,5911760065,NA,NA,"c(NA, NA)"
2001,0,NA,NA,NA,5911701706,NA,NA,"c(NA, NA)"
2001,2,NA,NA,NA,2610156164,NA,NA,"c(NA, NA)"
2004,0,NA,NA,NA,5911701708,NA,NA,"c(NA, NA)"
2002,0,NA,NA,NA,5911701709,NA,NA,"c(NA, NA)"
