key	nubKey	canonicalName	first_observed	last_observed	class	kingdom
152546900	4152037	Helictotrichon sempervirens	1981	1981	Liliopsida	Plantae
152546978	4152153	Enneapogon scaber	1912	1912	Liliopsida	Plantae
152547083	4152259	Sporobolus africanus	1911	2005	Liliopsida	Plantae
159747653	4154259	Paspalum saurae	2014	2014	Liliopsida	Plantae
152547043	4154800	Avena brevis	1885	1909	Liliopsida	Plantae
182133937	4194699	Ribes nidigrolaria	2008	2017	Magnoliopsida	Plantae
152544378	4206362	Onopordum beckianum	2018	2018	Magnoliopsida	Plantae
182134919	4211590	Lactuca macrophylla uralensis	1948	2020	Magnoliopsida	Plantae
152544050	4217250	Erigeron flahaultianus	2002	2002	Magnoliopsida	Plantae
152543845	4243464	Hieracium speciosum	1850	1850	Magnoliopsida	Plantae
152543957	4250826	Centaurea nemenyiana	1840	1840	Magnoliopsida	Plantae
152544178	4255472	Rudbeckia amplexicaulis	1950	1950	Magnoliopsida	Plantae
152543417	4285694	Oreochromis niloticus	1990	2018	Actinopterygii	Animalia
182133728	4287413	Anolis sagrei	2018	2018	Reptilia	Animalia
152543692	4307880	Potamothrix heuscheri	2014	2014	Clitellata	Animalia
152544578	4400961	Badonnelia titei	2018	2018	Insecta	Animalia
152543671	4410150	Monopylephorus limosus	2002	2016	Clitellata	Animalia
182132848	4416161	Dolichoplana striata	2018	2018		Animalia
152544541	4453195	Carpophilus obsoletus	2018	2018	Insecta	Animalia
156873354	4467502	Otiorhynchus indefinitus	2013	2018	Insecta	Animalia
152544272	4487282	Fulvius anthocoroides	2008	2018	Insecta	Animalia
182133978	4553469	Leiobunum	2009	2018		Animalia
152543814	4556286	Meloidogyne artiellia	2011	2018	Secernentea	Animalia
152543600	4562566	Aegopinella nitens			Gastropoda	Animalia
152543646	4564944	Xerosecta cespitum	1965	2018	Gastropoda	Animalia
152543651	4565140	Cernuella cisalpina	1937	1937	Gastropoda	Animalia
157092276	4598225	Tandonia budapestensis	1941	1941	Gastropoda	Animalia
152543639	4598226	Tandonia sowerbyi	1981	2018	Gastropoda	Animalia
152544017	4805564	Amphibalanus amphitrite	1952	2016	Maxillopoda	Animalia
159748086	4805565	Amphibalanus variegatus	1997	1997	Maxillopoda	Animalia
152543686	4812260	Branchiodrilus hortensis	2010	2016	Clitellata	Animalia
152545590	4926977	Catalpa erubescens	2007	2020	Magnoliopsida	Plantae
152545725	4930999	Amethystea caerulea	1959	1959	Magnoliopsida	Plantae
152546902	4932431	Crithopsis delileana	1994	1994	Liliopsida	Plantae
152545292	4934102	Erodium salzmannii	1949	1949	Magnoliopsida	Plantae
152546370	4938153	Berberis hybridogagnepainii	2011	2018	Magnoliopsida	Plantae
152546232	4939668	Kitaibela vitifolia	1949	2016	Magnoliopsida	Plantae
159748463	4984851	Bugula neritina	1999	1999	Gymnolaemata	Animalia
159748450	4985433	Victorella pavida			Gymnolaemata	Animalia
152544582	4987920	Trichopsocus clarus	2018	2018	Insecta	Animalia
152544554	4989894	Hippodamia convergens	2018	2018	Insecta	Animalia
182134318	5073820	Drosophila suzukii	2011	2019	Insecta	Animalia
152544023	5166489	Megabalanus coccopoma	1997	2016	Maxillopoda	Animalia
159747985	5166760	Ammothea hilgendorfi			Pycnogonida	Animalia
152544234	5168461	Erigone dentosa	2012	2012		Animalia
152544220	5170395	Phoneutria boliviensis	2015	2015		Animalia
182133085	5185859	Lovenella assimilis	2009	2009	Hydrozoa	Animalia
159746857	5188774	Barentsia ramosa	1962	1962	Entoprocta	Animalia
152543778	5189033	Corbicula fluminea	1992	2016	Bivalvia	Animalia
152543609	5190777	Deroceras panormitanum	1972	2018	Gastropoda	Animalia
159747729	5200414	Diplosoma listerianum			Ascidiacea	Animalia
152543493	5202520	Ictalurus punctatus	1884	2018	Actinopterygii	Animalia
152543507	5204034	Oncorhynchus kisutch			Actinopterygii	Animalia
152543426	5208832	Gobiosoma bosc	2018	2018	Actinopterygii	Animalia
154367400	5211250	Micropterus dolomieu	1873	2017	Actinopterygii	Animalia
152543377	5216933	Rhinella marina	2010	2019	Amphibia	Animalia
182133860	5220394	Sternotherus carinatus	2020	2020	Reptilia	Animalia
182133721	5221283	Eublepharis macularius	2012	2019	Reptilia	Animalia
182133704	5221810	Basiliscus plumifrons	2017	2017	Reptilia	Animalia
182133734	5221988	Furcifer pardalis	2015	2015	Reptilia	Animalia
182133745	5222820	Lycodon capucinus	2013	2013	Reptilia	Animalia
182133709	5223725	Heterodon nasicus	2020	2020	Reptilia	Animalia
182133715	5225137	Chalcides ocellatus	2017	2017	Reptilia	Animalia
182133718	5225433	Trachylepis striata	2018	2019	Reptilia	Animalia
182133781	5225659	Morelia spilota	2013	2019	Reptilia	Animalia
182133795	5226308	Agama agama	2015	2020	Reptilia	Animalia
159747373	5229045	Psittacula alexandri	2014	2016	Aves	Animalia
159747376	5229072	Psittacula derbiana	2016	2016	Aves	Animalia
182132859	5241445	Volvariella volvacea	2018	2018	Agaricomycetes	Fungi
152543115	5250069	Thecaphora oxalidis	2014	2018	Ustilaginomycetes	Fungi
152543121	5250090	Urocystis trollii	1894	2018	Ustilaginomycetes	Fungi
182132946	5270720	Chara braunii	1864	2018	Charophyceae	Plantae
152547198	5274964	Polypodium hesperium	1980	1980	Polypodiopsida	Plantae
152547203	5275398	Pteris vittata	2015	2015	Polypodiopsida	Plantae
152546737	5289490	Typha provincialis	2012	2020	Liliopsida	Plantae
152546884	5289597	Vulpia octoflora	1889	1889	Liliopsida	Plantae
152546828	5289751	Phalaris coerulescens	1950	1950	Liliopsida	Plantae
152546823	5289753	Phalaris angusta	1889	2009	Liliopsida	Plantae
152546811	5289762	Lamarckia aurea	1891	1920	Liliopsida	Plantae
152546814	5289763	Gastridium phleoides	1895	1920	Liliopsida	Plantae
152546806	5289791	Aegilops ventricosa	1835	1892	Liliopsida	Plantae
152546807	5289793	Aegilops triuncialis	1854	1946	Liliopsida	Plantae
152546803	5289814	Eustachys neglecta	1949	1949	Liliopsida	Plantae
152546804	5289819	Eustachys retusa	1950	1950	Liliopsida	Plantae
152546869	5289831	Nassella neesiana	1895	1915	Liliopsida	Plantae
152546867	5289836	Nassella formicarum	1884	1915	Liliopsida	Plantae
152546861	5289911	Polypogon elongatus	1883	1921	Liliopsida	Plantae
152546860	5289912	Polypogon fugax	1906	1912	Liliopsida	Plantae
152546929	5289929	Digitaria abyssinica	2012	2012	Liliopsida	Plantae
152546928	5289957	Digitaria brownii	1911	1921	Liliopsida	Plantae
152546848	5290129	Tragus berteronianus	1947	1948	Liliopsida	Plantae
152546846	5290130	Tragus australianus	1899	1963	Liliopsida	Plantae
152546603	5295375	Smilax rotundifolia	1990	2020	Liliopsida	Plantae
152546672	5298908	Iris graminea	1850	1850	Liliopsida	Plantae
152546632	5314814	Serapias lingua	2007	2007	Liliopsida	Plantae
152546189	5331404	Echinocystis lobata			Magnoliopsida	Plantae
152546111	5334386	Polygonum achoreum	1918	1999	Magnoliopsida	Plantae
152546112	5334439	Polygonum patulum	1915	1915	Magnoliopsida	Plantae
152546109	5334440	Polygonum plebejum	1895	1912	Magnoliopsida	Plantae
152545253	5336632	Crucianella angustifolia	1837	1837	Magnoliopsida	Plantae
152545790	5341154	Glandularia hybrida	1888	2018	Magnoliopsida	Plantae
152545717	5341498	Nepeta grandiflora	1903	1951	Magnoliopsida	Plantae
152544954	5341768	Physalis cinerascens	1948	1948	Magnoliopsida	Plantae
152545138	5342618	Astragalus onobrychis	1893	1934	Magnoliopsida	Plantae
152545137	5342681	Astragalus hamosus	2001	2001	Magnoliopsida	Plantae
152545134	5344424	Astragalus cymbicarpos	1906	1906	Magnoliopsida	Plantae
152545133	5344663	Astragalus boeticus	1906	1906	Magnoliopsida	Plantae
152545132	5345210	Astragalus stella	1892	1892	Magnoliopsida	Plantae
152545131	5345430	Astragalus oxyglottis	1955	1955	Magnoliopsida	Plantae
152545085	5349989	Securigera securidaca	1909	1909	Magnoliopsida	Plantae
152545086	5350000	Securigera varia	1803	2020	Magnoliopsida	Plantae
152545098	5350015	Lens nigricans	1913	1913	Magnoliopsida	Plantae
152545105	5352372	Anthyllis vulneraria polyphylla	1864	2017	Magnoliopsida	Plantae
152545111	5354676	Cytisus decumbens	1858	1858	Magnoliopsida	Plantae
182134200	5354799	Lotus hirsutus	2004	2004	Magnoliopsida	Plantae
152545029	5356407	Lathyrus clymenum	1891	1913	Magnoliopsida	Plantae
152545028	5356429	Lathyrus angulatus	1850	1850	Magnoliopsida	Plantae
152545030	5356441	Lathyrus ochrus	1913	1952	Magnoliopsida	Plantae
152545136	5356481	Lathyrus cicera	1867	1956	Magnoliopsida	Plantae
152545033	5356614	Lathyrus inconspicuus	1894	1946	Magnoliopsida	Plantae
152545035	5356680	Lathyrus sphaericus	1856	1927	Magnoliopsida	Plantae
152545049	5356971	Lotus conimbricensis	1809	1850	Magnoliopsida	Plantae
152545083	5358301	Scorpiurus vermiculatus	1957	1957	Magnoliopsida	Plantae
152545056	5359037	Trifolium stellatum	1977	1977	Magnoliopsida	Plantae
152545063	5359067	Trifolium pannonicum	2006	2006	Magnoliopsida	Plantae
152545061	5359109	Trifolium squarrosum	1990	2019	Magnoliopsida	Plantae
152545060	5359118	Trifolium retusum	1835	1937	Magnoliopsida	Plantae
152545070	5359263	Trifolium spumosum	1954	1955	Magnoliopsida	Plantae
152545078	5359445	Trifolium hirtum	1883	1971	Magnoliopsida	Plantae
152545081	5359526	Trifolium purpureum	1876	1877	Magnoliopsida	Plantae
152545127	5360415	Trigonella calliceras	1948	1948	Magnoliopsida	Plantae
152545128	5360417	Trigonella stellata	1911	1911	Magnoliopsida	Plantae
152545120	5360451	Trigonella esculenta	2003	2004	Magnoliopsida	Plantae
152545123	5360465	Trigonella arabica	1955	1955	Magnoliopsida	Plantae
152545126	5360523	Trigonella spinosa	1941	1941	Magnoliopsida	Plantae
152544811	5363819	Photinia villosa	2009	2020	Magnoliopsida	Plantae
152544797	5370043	Geum quellyon	2004	2016	Magnoliopsida	Plantae
152544757	5372457	Paliurus spina-christi	1874	1874	Magnoliopsida	Plantae
152545334	5375105	Arabis auriculata	1850	1850	Magnoliopsida	Plantae
152545372	5375285	Carrichtera annua	1940	1940	Magnoliopsida	Plantae
152545376	5375925	Eruca vesicaria sativa	1837	2018	Magnoliopsida	Plantae
152545353	5376481	Lepidium schinzii	1895	1895	Magnoliopsida	Plantae
152545363	5376494	Lepidium desertorum	1895	1895	Magnoliopsida	Plantae
152545362	5376530	Lepidium africanum	1904	1979	Magnoliopsida	Plantae
152545366	5376785	Lepidium fasciculatum	1889	1901	Magnoliopsida	Plantae
152545357	5376874	Lepidium hirtum	1850	1885	Magnoliopsida	Plantae
152545381	5377196	Iberis odorata	1954	1955	Magnoliopsida	Plantae
152545344	5377678	Erucaria hispanica	1901	1901	Magnoliopsida	Plantae
152546457	5381097	Phyllanthus tenellus	2003	2003	Magnoliopsida	Plantae
152545925	5383926	Beta trigyna	1859	1913	Magnoliopsida	Plantae
152545956	5384332	Amaranthus muricatus	1947	1975	Magnoliopsida	Plantae
152545957	5384342	Amaranthus polygonoides	1959	1959	Magnoliopsida	Plantae
152545949	5384370	Amaranthus scleropoides	1959	1959	Magnoliopsida	Plantae
152546040	5384465	Gypsophila scorzonerifolia	1866	1956	Magnoliopsida	Plantae
152546052	5384832	Silene cserei	1908	1908	Magnoliopsida	Plantae
182135021	5384889	Abronia fragrans	1951	1951	Magnoliopsida	Plantae
152543611	5386028	Cyanus triumfettii	1911	1911	Magnoliopsida	Plantae
152544421	5386764	Acmella oleracea	2008	2008	Magnoliopsida	Plantae
152543811	5396474	Heliopsis helianthoides	2006	2018	Magnoliopsida	Plantae
152543776	5401239	Felicia tenella	1911	1911	Magnoliopsida	Plantae
152543779	5401508	Emilia fosbergii	1997	1997	Magnoliopsida	Plantae
152543796	5402627	Iva annua	1994	2000	Magnoliopsida	Plantae
152543800	5402874	Eupatorium perfoliatum	2007	2008	Magnoliopsida	Plantae
152543587	5408775	Lobelia sessilifolia	2004	2004	Magnoliopsida	Plantae
152545242	5414545	Periploca graeca	1918	1918	Magnoliopsida	Plantae
152545244	5414550	Vincetoxicum rossicum	1965	1965	Magnoliopsida	Plantae
152545655	5415014	Linaria angustissima	1835	1835	Magnoliopsida	Plantae
152545652	5415018	Linaria incarnata	1952	1952	Magnoliopsida	Plantae
152543423	5420982	Clarkia pulchella	1902	1997	Magnoliopsida	Plantae
159746847	5421557	Coscinodiscus wailesii	1997	1997	Bacillariophyceae	Chromista
152543251	5533814	Ilex meserveae	2014	2018	Magnoliopsida	Plantae
152543418	5544928	Clarkia purpurea quadrivulnera	1894	1894	Magnoliopsida	Plantae
152543427	5545159	Ludwigia peploides montevidensis	1997	2020	Magnoliopsida	Plantae
152545946	5547989	Amaranthus clementii	1939	1949	Magnoliopsida	Plantae
152545945	5548011	Amaranthus capensis uncinatus	1890	1949	Magnoliopsida	Plantae
152545642	5559841	Cymbalaria muralis pubescens	1900	1900	Magnoliopsida	Plantae
152544677	5567657	Bergenia schmidtii	2007	2016	Magnoliopsida	Plantae
152545915	5568415	Dysphania cristata	1899	1972	Magnoliopsida	Plantae
152543557	5569367	Scaevola aemula	2014	2014	Magnoliopsida	Plantae
152546041	5585762	Gypsophila viscosa	1878	1965	Magnoliopsida	Plantae
152545704	5605751	Lycopus exaltatus	1855	1909	Magnoliopsida	Plantae
152545706	5608183	Lallemantia iberica	1954	1955	Magnoliopsida	Plantae
152545883	5621983	Echinopsis silvestrii	2012	2012	Magnoliopsida	Plantae
182134198	5632022	Lotus dorycnium	1903	1903	Magnoliopsida	Plantae
152545119	5632334	Trigonella hierosolymitana	1886	1901	Magnoliopsida	Plantae
152544931	5646410	Blumenbachia hieronymi	1974	1981	Magnoliopsida	Plantae
152545829	5659657	Gilia capitata mediomontana	1893	1898	Magnoliopsida	Plantae
152545494	5662089	Anchusa ochroleuca	1889	1953	Magnoliopsida	Plantae
152546865	5674047	Nassella hyalina	1897	1897	Liliopsida	Plantae
152546866	5674110	Nassella filiculmis	1949	1949	Liliopsida	Plantae
152546832	5674218	Setaria dielsii	1947	1947	Liliopsida	Plantae
152546801	5674620	Echinaria capitata	1880	1940	Liliopsida	Plantae
152546796	5674888	Schmidtia kalahariensis	1961	1961	Liliopsida	Plantae
152546845	5674919	Tragus koelerioides	1887	1947	Liliopsida	Plantae
152546794	5676003	Fargesia spathacea	1988	1988	Liliopsida	Plantae
152546798	5677636	Cynodon convergens	1947	1947	Liliopsida	Plantae
152546883	5679109	Vulpia antucensis	1910	1910	Liliopsida	Plantae
152546790	5679692	Enteropogon acicularis	1953	1953	Liliopsida	Plantae
152546856	5679952	Polypogon chilensis	1906	1921	Liliopsida	Plantae
152543786	5704991	Helenium clementii	1972	1972	Magnoliopsida	Plantae
159747121	5788513	Spizaetus melanoleucus	2017	2017	Aves	Animalia
152544614	5831906	Bupleurum gerardi	1886	2010	Magnoliopsida	Plantae
159747326	5844936	Cyanopica cooki	2015	2016	Aves	Animalia
159747243	5845390	Gracupica nigricollis			Aves	Animalia
154367584	5890148	Anguillicoloides crassus	1985	2018	Secernentea	Animalia
159747363	5959227	Ara macao	2002	2002	Aves	Animalia
152544562	6026954	Scandix stellata	2013	2013	Magnoliopsida	Plantae
152544549	6027313	Daucus glochidiatus	1892	1949	Magnoliopsida	Plantae
152545980	6035549	Chenopodium striatiforme	1862	1967	Magnoliopsida	Plantae
152543954	6076312	Centaurea solstitialis adamii	1927	2012	Magnoliopsida	Plantae
159747203	6101013	Chloris spinoides	2003	2003	Aves	Animalia
182133220	6101215	Leptoptilos crumenifer			Aves	Animalia
152544011	6128436	Amphibalanus reticulatus	1997	2016	Maxillopoda	Animalia
152544565	6308164	Scandix australis grandiflora	1894	1894	Magnoliopsida	Plantae
152546347	6374790	Clematis integrifolia	1882	1966	Magnoliopsida	Plantae
152545693	6410563	Leonurus japonicus	1939	2000	Magnoliopsida	Plantae
182133750	6428493	Oenothera depressa	1828	2007	Magnoliopsida	Plantae
152547112	6431764	Aristida longespica	1891	1891	Liliopsida	Plantae
152545962	6447496	Atriplex leptocarpa	1911	1951	Magnoliopsida	Plantae
152543188	6476666	Caenoplana bicolor	2015	2017		Animalia
159747368	6559940	Helictochloa bromoides	1950	1950	Liliopsida	Plantae
152546942	6710856	Austrostipa scabra scabra	1897	1939	Liliopsida	Plantae
152544135	6718178	Cryptachaea blattea	2002	2017		Animalia
152544386	6931186	Nicoletia phytophila	2016	2018	Insecta	Animalia
152543712	7009279	Laonome calida	2014	2016	Polychaeta	Animalia
152543660	7066596	Zinnia angustifolia angustifolia	1948	1950	Magnoliopsida	Plantae
152544039	7222196	Achillea salicifolia salicifolia	1986	1986	Magnoliopsida	Plantae
152545828	7223680	Gilia capitata capitata	1921	2016	Magnoliopsida	Plantae
152543162	7239373	Uromyces veratri	1852	1852	Pucciniomycetes	Fungi
152546050	7267492	Silene nocturna nocturna	1997	1999	Magnoliopsida	Plantae
152546075	7267631	Dianthus giganteus giganteus	1993	2020	Magnoliopsida	Plantae
152545803	7270761	Actinidia deliciosa	2000	2020	Magnoliopsida	Plantae
152544784	7272312	Filipendula camtschatica	1948	1948	Magnoliopsida	Plantae
152544751	7293094	Elaeagnus macrophylla	2013	2017	Magnoliopsida	Plantae
152545521	7294644	Nonea pulla	1932	1932	Magnoliopsida	Plantae
152545516	7294722	Cerinthe minor	1883	1957	Magnoliopsida	Plantae
152544771	7300922	Pilea hyalina	1980	1980	Magnoliopsida	Plantae
152545669	7303024	Plantago myosuros	1895	1948	Magnoliopsida	Plantae
152545740	7308043	Lamium garganicum garganicum	1906	1920	Magnoliopsida	Plantae
152546061	7314281	Paronychia brasiliana	1887	1949	Magnoliopsida	Plantae
152543454	7322373	Oenothera issleri	1955	2014	Magnoliopsida	Plantae
152543452	7322393	Oenothera indecora	1895	1895	Magnoliopsida	Plantae
152545940	7323341	Amaranthus capensis capensis	1890	1911	Magnoliopsida	Plantae
152545907	7323632	Ptilotus spicatus	1947	1947	Magnoliopsida	Plantae
152545937	7323834	Amaranthus macrocarpus macrocarpus	1911	1949	Magnoliopsida	Plantae
182134831	7327719	Erica darleyensis	2016	2018	Magnoliopsida	Plantae
152545687	7333212	Antirrhinum graniticum	1975	1975	Magnoliopsida	Plantae
152544723	7334576	Sempervivum barbulatum	2009	2018	Magnoliopsida	Plantae
152544685	7339492	Rodgersia aesculifolia	2011	2011	Magnoliopsida	Plantae
159747187	7340811	Euplectes macroura	2010	2010	Aves	Animalia
152545639	7351929	Chaenorhinum origanifolium	2001	2018	Magnoliopsida	Plantae
152545620	7353862	Verbascum divaricatum	1954	1954	Magnoliopsida	Plantae
152546792	7361239	Triraphis mollis	1899	1947	Liliopsida	Plantae
152545090	7393432	Pisum sativum arvense	1912	2020	Magnoliopsida	Plantae
152544929	7397079	Mentzelia albicaulis	1893	1893	Magnoliopsida	Plantae
152545896	7407436	Chenopodiastrum simplex	1882	1970	Magnoliopsida	Plantae
152544270	7481364	Fulvius subnitens	2008	2018	Insecta	Animalia
152545633	7482178	Kickxia elatine crinita	1955	1971	Magnoliopsida	Plantae
182134182	7484581	Desmanthus illinoensis	1995	1998	Magnoliopsida	Plantae
152544408	7497356	Tagetes tenuifolia	1992	1992	Magnoliopsida	Plantae
152546108	7510471	Polygonum argyrocoleum	1995	1995	Magnoliopsida	Plantae
152546934	7517279	Rytidosperma tenuius	1948	1948	Liliopsida	Plantae
152545485	7536406	Nemophila menziesii integrifolia	1895	1895	Magnoliopsida	Plantae
152543833	7547256	Sinelobus vanhaareni	2007	2016	Malacostraca	Animalia
152546780	7549853	Disakisperma dubium	1921	1921	Liliopsida	Plantae
152543843	7569785	Hieracium pilosum	1890	1890	Magnoliopsida	Plantae
152545933	7576335	Amaranthus ozanonii	1983	2015	Magnoliopsida	Plantae
182133082	7581174	Eucheilota menoni	2009	2009	Hydrozoa	Animalia
182133732	7582319	Trioceros hoehnelii	2019	2019	Reptilia	Animalia
152543631	7587923	Euchiton sphaericus	1892	1912	Magnoliopsida	Plantae
152545051	7600608	Trifolium sylvaticum	2016	2016	Magnoliopsida	Plantae
152544768	7602322	Urtica incisa	1911	1911	Magnoliopsida	Plantae
152545993	7606014	Alternanthera angustifolia	1895	1895	Magnoliopsida	Plantae
152545979	7644304	Chenopodium borbasioides	1947	1962	Magnoliopsida	Plantae
182134180	7645889	Sesbania cannabina	1949	1949	Magnoliopsida	Plantae
152544089	7652364	Nephila	2010	2010		Animalia
182135060	7655198	Alternanthera denticulata	1895	1947	Magnoliopsida	Plantae
159748461	7668385	Bugulina simplex			Gymnolaemata	Animalia
152543207	7670473	Batrachochytrium salamandrivorans	2013	2018	Rhizophydiomycetes	Fungi
152546277	7697298	Lonicera japonica	1984	2020	Magnoliopsida	Plantae
152545666	7727786	Plantago loeflingii	1886	1886	Magnoliopsida	Plantae
152546359	7769371	Helleborus lividus	2011	2018	Magnoliopsida	Plantae
152545677	7784175	Veronica glauca	1954	1954	Magnoliopsida	Plantae
152546761	7795128	Carex crus-corvi	1947	1947	Liliopsida	Plantae
152545490	7806790	Arnebia decumbens	1955	1955	Magnoliopsida	Plantae
152543416	7814921	Clarkia bottae	1893	1893	Magnoliopsida	Plantae
152546247	7823743	Malva maroccana	2005	2005	Magnoliopsida	Plantae
152546331	7826351	Ranunculus lanuginosus	1800	1938	Magnoliopsida	Plantae
152545899	7846821	Oxybasis macrosperma	1895	1904	Magnoliopsida	Plantae
152545471	7853188	Reseda lutea vivantii	1898	1898	Magnoliopsida	Plantae
152545910	7877091	Dysphania pseudomultiflora	1947	1947	Magnoliopsida	Plantae
159746880	7896416	Stropholoma aurantiacum	2018	2018	Agaricomycetes	Fungi
152545901	7933495	Sclerolaena muricata	1907	1911	Magnoliopsida	Plantae
152544536	7987143	Anoplophora chinensis	2005	2006	Insecta	Animalia
152546784	7998563	Diplachne fusca fusca	1911	1953	Liliopsida	Plantae
152546073	8012084	Dianthus subacaulis	2002	2020	Magnoliopsida	Plantae
182135076	8012649	Rumex hybridus	2013	2013	Magnoliopsida	Plantae
152547051	8018483	Eragrostis neomexicana	1947	2011	Liliopsida	Plantae
152547082	8047362	Sporobolus creber	1911	1911	Liliopsida	Plantae
159747067	8050384	Bonamia ostreae	1980	1980	Haplosporea	Protozoa
159748820	8078031	Artemisia afra	1893	1900	Magnoliopsida	Plantae
152545635	8114833	Anarrhinum bellidifolium	1957	2015	Magnoliopsida	Plantae
152545735	8118326	Teucrium resupinatum	1998	1998	Magnoliopsida	Plantae
152546047	8150863	Silene cretica	1950	1950	Magnoliopsida	Plantae
152546022	8185812	Mesembryanthemum cordifolium	1892	1947	Magnoliopsida	Plantae
152545616	8186932	Scrophularia scopolii	1976	1976	Magnoliopsida	Plantae
152547052	8192063	Eragrostis lacunaria	1911	1949	Liliopsida	Plantae
182134906	8199647	Cichorium calvum	2012	2016	Magnoliopsida	Plantae
152546296	8201823	Valeriana phu	1850	1910	Magnoliopsida	Plantae
182134890	8210972	Jacobaea albescens	2019	2019	Magnoliopsida	Plantae
152545492	8227753	Anchusa procera	1904	2020	Magnoliopsida	Plantae
159748110	8244019	Trachyspermum ammi	1892	1985	Magnoliopsida	Plantae
152546308	8259811	Cephalaria alpina	1970	1970	Magnoliopsida	Plantae
152546048	8279669	Silene viscosa	1947	1947	Magnoliopsida	Plantae
182134043	8307577	Cryptorchestia garbinii	1927	1927	Malacostraca	Animalia
159748038	8309092	Ludwigia grandiflora hexapetala	1983	2020	Magnoliopsida	Plantae
152547041	8322034	Avena marquandii	1850	1925	Liliopsida	Plantae
182134467	8324845	Lindorus lophanthae	1976	2018	Insecta	Animalia
152544425	8351995	Frankliniella occidentalis	2018	2018	Insecta	Animalia
152544492	8364220	Torilis leptophylla	1872	1955	Magnoliopsida	Plantae
152544049	8392258	Erigeron annuus	1813	2020	Magnoliopsida	Plantae
182134828	8400045	Daboecia cantabrica	2012	2017	Magnoliopsida	Plantae
152546616	8418777	Lilium hollandicum	2016	2017	Liliopsida	Plantae
152546821	8420312	Phalaris platensis	1895	1921	Liliopsida	Plantae
159748459	8428595	Bugulina stolonifera			Gymnolaemata	Animalia
182133821	8566446	Aesculus indica	1997	1997	Magnoliopsida	Plantae
152546106	8720751	Koenigia divaricata	2008	2009	Magnoliopsida	Plantae
152546105	8773480	Koenigia fennica	2014	2017	Magnoliopsida	Plantae
182133725	8782549	Anolis	2018	2018	Reptilia	Animalia
182133699	8953936	Caiman crocodilus	2017	2017	Reptilia	Animalia
182133741	9022569	Chrysopelea ornata	2014	2014	Reptilia	Animalia
182133749	9187223	Pituophis melanoleucus	2013	2013	Reptilia	Animalia
182133743	9195230	Spilotes pullatus	2010	2017	Reptilia	Animalia
156872936	9291405	Massylaea vermiculata	2014	2014	Gastropoda	Animalia
152543667	9442679	Bratislavia dadayi	2002	2016	Clitellata	Animalia
152543663	9479629	Tasserkidrilus americanus	2006	2016	Clitellata	Animalia
156872745	9491873	Dichotomyctere fluviatilis	2001	2017	Actinopterygii	Animalia
152545691	9508942	Origanum vulgare hirtum	1998	2010	Magnoliopsida	Plantae
159746876	9513097	Saproamanita inopinata	2008	2018	Agaricomycetes	Fungi
152543327	9518324	Procyon cancrivorus	2006	2018	Mammalia	Animalia
182133911	9601519	Pseudemys rubriventris	2015	2015	Reptilia	Animalia
182133918	9803191	Pelusios castaneus	2020	2020	Reptilia	Animalia
182134597	9852138		2014	2018	Magnoliopsida	Plantae
159748397	10269496	Epuraea imperialis	2012	2014	Insecta	Animalia
159748235	10329298	Haplodrassus securifer	1992	1992		Animalia
159748902	10411852		1863	1915	Magnoliopsida	Plantae
182133971	10578411	Laonome xeprovala	2017	2017	Polychaeta	Animalia
182132976	10928934	Achatina fulica	2018	2020	Gastropoda	Animalia
182133502	10966302	Digitaria sanguinalis sanguinalis	1803	2020	Liliopsida	Plantae
182133854	11041878	Hemidactylus	2013	2018	Reptilia	Animalia
182134915	11136683	Pulicaria arabica arabica	1898	1898	Magnoliopsida	Plantae
