srt,locationID,date_setup,date_retrieval,fyke_nr,species_code,lifeStage,biomass_g,svl_cm,sex,state,albino,species,nubKey,surface,lat_Y,long_X,gemeente,provincie,gewest,geometry,eventID,Jaar
3165-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,adult,91,9.8,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
2312-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_3,Xenlae,adult,74,9.7,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
2577-1,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_4,Xenlae,adult,84,9.7,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2930-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_3,Xenlae,adult,66,9.7,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
3496-1,p12e,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,SDSF_1,Xenlae,adult,97,9.7,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-28_2025-04-29,2025
3665-1,p12e,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,SDSF_2,Xenlae,adult,74,9.7,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-06-10_2025-06-11,2025
3691-1,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_2,Xenlae,adult,81,9.7,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
3913-1,p12e,2025-09-02T00:00:00Z,2025-09-03T00:00:00Z,SDSF_2,Xenlae,adult,93,9.7,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-09-02_2025-09-03,2025
805-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_1,Xenlae,adult,108,9.6,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
837-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_3,Xenlae,adult,78,9.6,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
2560-1,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,adult,72,9.6,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2575-1,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_4,Xenlae,adult,87,9.6,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
3684-1,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_1,Xenlae,adult,76,9.6,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
3727-1,p12e,2025-07-22T00:00:00Z,2025-07-23T00:00:00Z,SDSF_2,Xenlae,adult,67,9.6,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-22_2025-07-23,2025
3129-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_1,Xenlae,adult,81,9.5,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3166-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,adult,77,9.5,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
1386-1,p12e,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,FF_1-32,Xenlae,adult,91,9.4,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-06-13_2024-06-14,2024
2153-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,adult,67,9.4,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
3654-1,p12e,2025-05-21T00:00:00Z,2025-05-22T00:00:00Z,SDSF_2,Xenlae,adult,81,9.4,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-21_2025-05-22,2025
3666-1,p12e,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,SDSF_2,Xenlae,adult,74,9.4,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-06-10_2025-06-11,2025
3690-1,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_2,Xenlae,adult,92,9.4,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
2744-1,p9e,2024-08-07T00:00:00Z,2024-08-08T00:00:00Z,SDSF_4,Xenlae,adult,77,9.4,F,alive,no,Xenopus laevis,5217334,,50.754028,2.890472,Mesen,West-Vlaanderen,flanders,"c(2.890472, 50.754028)",p9e_2024-08-07_2024-08-08,2024
76-1,Fish passage,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_2,Xenlae,adult,84,9.3,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-04-03_2024-04-05,2024
2219-1,Fish passage,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_1,Xenlae,adult,69,9.3,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-09_2024-07-10,2024
2130-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,adult,63,9.3,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2921-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_2,Xenlae,adult,66,9.3,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
4042-1,p9c,2025-09-17T00:00:00Z,2025-09-18T00:00:00Z,SDSF_1,Xenlae,adult,75,9.3,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-17_2025-09-18,2025
2449-1,Fish passage,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_1,Xenlae,adult,68,9.2,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-31_2024-08-01,2024
3206-1,Fish passage,2024-10-10T00:00:00Z,2024-10-11T00:00:00Z,SDSF_3,Xenlae,adult,72,9.2,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-10-10_2024-10-11,2024
2135-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,adult,65,9.2,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2412-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_2,Xenlae,adult,69,9.2,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
3659-1,p12e,2025-05-21T00:00:00Z,2025-05-22T00:00:00Z,SDSF_4,Xenlae,adult,70,9.2,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-21_2025-05-22,2025
4247-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_10,Xenlae,adult,60,9.2,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
2238-1,Fish passage,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_2,Xenlae,adult,62,9.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-09_2024-07-10,2024
2128-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,adult,74,9.1,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2280-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_1,Xenlae,adult,55,9.1,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
3648-1,p12e,2025-05-21T00:00:00Z,2025-05-22T00:00:00Z,SDSF_1,Xenlae,adult,68,9.1,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-21_2025-05-22,2025
3651-1,p12e,2025-05-21T00:00:00Z,2025-05-22T00:00:00Z,SDSF_2,Xenlae,adult,63,9.1,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-21_2025-05-22,2025
4117-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,adult,54,9.1,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
3769-1,Stuiversbeek,2025-08-12T00:00:00Z,2025-08-13T00:00:00Z,SDSF_1,Xenlae,adult,95,9.1,F,dead,no,Xenopus laevis,5217334,,50.764194,2.858778,Heuvelland,West-Vlaanderen,flanders,"c(2.858778, 50.764194)",Stuiversbeek_2025-08-12_2025-08-13,2025
3142-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_2,Xenlae,adult,72,9,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3162-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,adult,64,9,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
2139-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,adult,60,9,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2348-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_4,Xenlae,adult,69,9,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
3232-1,p12e,2024-10-30T00:00:00Z,2024-10-31T00:00:00Z,SDSF_3,Xenlae,adult,74,9,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-10-30_2024-10-31,2024
4012-1,p9c,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,SDSF_5,Xenlae,adult,51,9,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-15_2025-09-16,2025
2599-1,p9e,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_2,Xenlae,adult,59,9,F,alive,no,Xenopus laevis,5217334,,50.754028,2.890472,Mesen,West-Vlaanderen,flanders,"c(2.890472, 50.754028)",p9e_2024-08-06_2024-08-07,2024
802-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_1,Xenlae,adult,70,8.9,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
2479-1,Fish passage,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_3,Xenlae,adult,60,8.9,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-31_2024-08-01,2024
2998-1,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_1,Xenlae,adult,71,8.9,F,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
2570-1,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_3,Xenlae,adult,55,8.9,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
3696-1,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_3,Xenlae,adult,64,8.9,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
1151-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_2a,Xenlae,adult,63,8.9,F,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
4158-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_4,Xenlae,adult,57,8.9,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4180-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_4,Xenlae,adult,48,8.9,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4007-1,p9c,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,SDSF_4,Xenlae,adult,53,8.9,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-15_2025-09-16,2025
4049-1,p9c,2025-09-17T00:00:00Z,2025-09-18T00:00:00Z,SDSF_3,Xenlae,adult,56,8.9,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-17_2025-09-18,2025
2590-1,p9e,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_2,Xenlae,adult,62,8.9,F,alive,no,Xenopus laevis,5217334,,50.754028,2.890472,Mesen,West-Vlaanderen,flanders,"c(2.890472, 50.754028)",p9e_2024-08-06_2024-08-07,2024
2748-1,p9e,2024-08-07T00:00:00Z,2024-08-08T00:00:00Z,SDSF_4,Xenlae,adult,69,8.9,F,alive,no,Xenopus laevis,5217334,,50.754028,2.890472,Mesen,West-Vlaanderen,flanders,"c(2.890472, 50.754028)",p9e_2024-08-07_2024-08-08,2024
2115-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,adult,64,8.8,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2192-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_4,Xenlae,adult,59,8.8,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2193-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_4,Xenlae,adult,62,8.8,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2331-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_3,Xenlae,adult,60,8.8,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
2395-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_2,Xenlae,adult,60,8.8,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
4149-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,adult,52,8.8,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4167-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_4,Xenlae,adult,51,8.8,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4294-1,p5e,2025-09-24T00:00:00Z,2025-09-25T00:00:00Z,SDSF_3,Xenlae,adult,49,8.8,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-24_2025-09-25,2025
3992-1,p9c,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,SDSF_1,Xenlae,adult,70,8.8,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-15_2025-09-16,2025
2588-1,p9e,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_2,Xenlae,adult,63,8.8,F,alive,no,Xenopus laevis,5217334,,50.754028,2.890472,Mesen,West-Vlaanderen,flanders,"c(2.890472, 50.754028)",p9e_2024-08-06_2024-08-07,2024
2615-1,p9e,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_4,Xenlae,adult,64,8.8,F,alive,no,Xenopus laevis,5217334,,50.754028,2.890472,Mesen,West-Vlaanderen,flanders,"c(2.890472, 50.754028)",p9e_2024-08-06_2024-08-07,2024
2740-1,p9e,2024-08-07T00:00:00Z,2024-08-08T00:00:00Z,SDSF_3,Xenlae,adult,57,8.8,F,alive,no,Xenopus laevis,5217334,,50.754028,2.890472,Mesen,West-Vlaanderen,flanders,"c(2.890472, 50.754028)",p9e_2024-08-07_2024-08-08,2024
823-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2,Xenlae,adult,60,8.7,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
3207-1,Fish passage,2024-10-10T00:00:00Z,2024-10-11T00:00:00Z,SDSF_3,Xenlae,adult,62,8.7,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-10-10_2024-10-11,2024
2129-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,adult,50,8.7,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
3185-1,p12e,2024-10-10T00:00:00Z,2024-10-11T00:00:00Z,SDSF_2,Xenlae,adult,56,8.7,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-10-10_2024-10-11,2024
3577-1,p12e,2025-04-29T00:00:00Z,2025-04-30T00:00:00Z,SDSF_3,Xenlae,adult,9,8.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-29_2025-04-30,2025
3399-1,p41a,2025-03-27T00:00:00Z,2025-03-28T00:00:00Z,SDSF_3a,Xenlae,adult,55,8.7,M,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2025-03-27_2025-03-28,2025
4094-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_1,Xenlae,adult,57,8.7,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4298-1,p5e,2025-09-24T00:00:00Z,2025-09-25T00:00:00Z,SDSF_7,Xenlae,adult,62,8.7,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-24_2025-09-25,2025
3996-1,p9c,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,SDSF_3,Xenlae,adult,71,8.7,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-15_2025-09-16,2025
3999-1,p9c,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,SDSF_3,Xenlae,adult,68,8.7,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-15_2025-09-16,2025
4006-1,p9c,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,SDSF_4,Xenlae,adult,55,8.7,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-15_2025-09-16,2025
4011-1,p9c,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,SDSF_5,Xenlae,adult,50,8.7,M,alive,no,Xenopus laevis,5217334,,50.755472,2.885806,Mesen,West-Vlaanderen,wallonia,"c(2.885806, 50.755472)",p9c_2025-09-15_2025-09-16,2025
2450-1,Fish passage,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_1,Xenlae,adult,61,8.6,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-31_2024-08-01,2024
2471-1,Fish passage,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_2,Xenlae,adult,79,8.6,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-31_2024-08-01,2024
2477-1,Fish passage,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_3,Xenlae,adult,51,8.6,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-31_2024-08-01,2024
1393-1,p12e,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,FF_1-32,Xenlae,adult,61,8.6,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-06-13_2024-06-14,2024
2415-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_2,Xenlae,adult,59,8.6,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
3575-1,p12e,2025-04-29T00:00:00Z,2025-04-30T00:00:00Z,SDSF_3,Xenlae,adult,55,8.6,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-29_2025-04-30,2025
3821-1,p54,2025-08-25T00:00:00Z,2025-08-26T00:00:00Z,SDSF_3,Xenlae,adult,61,8.6,M,alive,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-25_2025-08-26,2025
4125-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,adult,57,8.6,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4221-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_6,Xenlae,adult,46,8.6,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
3962-1,p65,2025-09-08T00:00:00Z,2025-09-09T00:00:00Z,SDSF_5,Xenlae,adult,58,8.6,M,alive,no,Xenopus laevis,5217334,,50.760658,2.769983,Heuvelland,West-Vlaanderen,flanders,"c(2.769983, 50.760658)",p65_2025-09-08_2025-09-09,2025
