ID,wildsoort,afschot_datum,afschotjaar,gemeente_comp,provincie
a0f1544facdf411716fb0ca9c8c972d0615327c1,Muntjak,2022-05-17,2022,KLUISBERGEN,Oost-Vlaanderen
8293b1800961745836d4237d8c0281ecf0d50afd,Muntjak,2022-06-06,2022,WUUSTWEZEL,Antwerpen
ab43152de806bd391583ccb2f4d4de0567f9f0d0,Muntjak,2022-07-17,2022,SCHOTEN,Antwerpen
ba91825189b9713d6c5265f9551e0fbce156a53a,Muntjak,2022-11-20,2022,KRUISHOUTEM,Oost-Vlaanderen
1c044c7578321cd4e688d5f1dae9b9aa05d0d031,Muntjak,2022-12-04,2022,KRUISHOUTEM,Oost-Vlaanderen
c4ee7203b875dbc6d7f9637cda5a7a853c824e54,Muntjak,2023-07-21,2023,SCHOTEN,Antwerpen
edcf29b606341696a8029083a6caf2842098b33d,Muntjak,2023-07-21,2023,SCHOTEN,Antwerpen
6ac31026b79c1949a1223db145d1a55a8676addd,Muntjak,2023-06-01,2023,OUD-TURNHOUT,Antwerpen
dc1b6f35f1202388f45602fca02bbae4f40df70e,Muntjak,2023-06-03,2023,OUD-TURNHOUT,Antwerpen
0abeaa58a67fa9282d3ffe7cd6e1e6604d0feab8,Muntjak,2023-12-13,2023,ARENDONK,Antwerpen
cf0801fec60d6666acb78a87698089d7538efb3d,Muntjak,2023-12-19,2023,SCHOTEN,Antwerpen
73d5280f885fd5271d9d855dcbe85274a03184b1,Muntjak,2023-12-20,2023,SCHOTEN,Antwerpen
04ad605a9fd4a9938707f80db986da991847d02c,Muntjak,2023-12-20,2023,SCHOTEN,Antwerpen
02817db1fb6ba0842aa1ae815b83d0ab654fa43c,Muntjak,2023-11-08,2023,SINT-GILLIS-WAAS,Oost-Vlaanderen
7e5b6b610a42cf80e1eba2f157034ff24859e60b,Muntjak,2023-12-22,2023,SCHOTEN,Antwerpen
0adb81f1aeee51b12a6ca8296feb8b9737fee168,Muntjak,2023-12-31,2023,ZULTE,Oost-Vlaanderen
a4b9c7cb137e7da741b7ccb9e82343e7d6bf2399,Muntjak,2023-01-06,2023,KRUISHOUTEM,Oost-Vlaanderen
0f4122e180ca20f835774301d239344674183047,Muntjak,2023-01-06,2023,KRUISHOUTEM,Oost-Vlaanderen
3fa8a2e9b33b468db7e89b8df386e7fc32af09b2,Muntjak,2023-02-14,2023,WUUSTWEZEL,Antwerpen
8d695ca40ebc27448ed66a0fc214320cc5fb3e82,Muntjak,2023-03-22,2023,STEKENE,Oost-Vlaanderen
ec8f3f1762372320b1fc8462f2f194e1554216b8,Muntjak,2023-03-23,2023,SCHOTEN,Antwerpen
cb4564ad677a456dce8b8efe7eea54413867286b,Muntjak,2023-03-29,2023,SCHOTEN,Antwerpen
bdb1733dd3e7fbaf1e2eccb32cbb2ffe497edc97,Muntjak,2023-02-06,2023,SCHOTEN,Antwerpen
026e5741a146b1050de28fdbd2cf3a2c54312547,Muntjak,2023-02-08,2023,SCHOTEN,Antwerpen
b1558ea5e1e8a9ae5d7fe2847abb86e4d798c724,Muntjak,2023-04-01,2023,AALST,Oost-Vlaanderen
c3409cc45bb215a65604ce53c39f10bead81d58c,Muntjak,2023-04-01,2023,AALST,Oost-Vlaanderen
0a95bc3ba99556bd1a0c07fdcf5fd9247a20868a,Muntjak,2023-04-16,2023,AALST,Oost-Vlaanderen
de10d7d65f6be75448569aa4c0d2ce3062738d4c,Muntjak,2023-04-16,2023,AALST,Oost-Vlaanderen
a385dd5f90d69781f979e68c839b21bf35a0ec02,Muntjak,2023-05-17,2023,SCHOTEN,Antwerpen
6762471340a913626917f6a90c8ba3dce0c17181,Muntjak,2023-05-05,2023,GAVERE,Oost-Vlaanderen
8e577a3e76aaf69e30e7f48c9deec689fe32135b,Muntjak,2024-02-03,2024,ZULTE,Oost-Vlaanderen
ed8116c99dd974dd28c98acc40b53907f8d4f308,Muntjak,2024-02-05,2024,ARENDONK,Antwerpen
c0a5091c7d36bba7e71d39216bb7c4783749b562,Muntjak,2024-01-19,2024,SCHOTEN,Antwerpen
ad698a84d7e55455780d3ae880143806ccb290b1,Muntjak,2024-02-19,2024,SCHOTEN,Antwerpen
dd662af5f3a4a60799fd57e3a054a8fef86da50e,Muntjak,2024-03-06,2024,SCHOTEN,Antwerpen
5957641ca654353ce9bf633ea892b69cf5ad4301,Muntjak,2024-04-02,2024,SCHOTEN,Antwerpen
1357f9312f31e4f819e4b9845d209b1d851d1929,Muntjak,2024-04-02,2024,SCHOTEN,Antwerpen
748f3a2de2791816912fe10c601113beee77a3f6,Muntjak,2024-03-14,2024,SCHOTEN,Antwerpen
42071a8281fcc6be0383ab151061ce053eebb6c3,Muntjak,2024-04-02,2024,OUD-TURNHOUT,Antwerpen
da3040a31d90dc89856f29f880b42e631758fd6c,Muntjak,2024-04-10,2024,OUD-TURNHOUT,Antwerpen
d9841d54e582b45b71c2b8b3e840f7c3b7631ce1,Muntjak,2024-04-24,2024,SCHOTEN,Antwerpen
