id,fr
apply_gamObservations_description,"<p>Modèle Additif Généralisé (MAG) basé sur le nombre d'observations d'une espèce.</p> <p>Les points noirs représentent le nombre d'observations de l'espèce par année. La ligne de tendance montre le GAM basé sur les observations. Les couleurs indiquent le statut d'émergence pour une année donnée. Les pointes <b style=""color: green;"">verts</b> indiquent que l'espèce n'est pas émergente, <b style=""color: orange;"">orange</b> que l'espèce est potentiellement émergente, <b style=""color: red;"">rouge</b> que l'espèce est émergente, et <b style=""color: grey;"">gris</b> que le modèle est non concluant.</p> <p>Ce modèle peut être corrigé en fonction du biais d'observateur<sup>1</sup> et peut être spécifiquement appliqué aux zones protégées Natura2000<sup>2</sup>.</p> <p><i><sup>1</sup>Le nombre d'observations est corrigé par rapport au nombre d'observations de la classe de l'espèce (par exemple dans le cas de Cyperus eragrostis (<a href=""https://www.gbif.org/species/2715482"" target = ""_blank"">2715482</a>), les observations d'autres Liliopsida (<a href=""https://www.gbif.org/species/196"" target = ""_blank"">196</a>) sont prises en compte).</i></br><i><sup>2</sup>Seules les observations dont la cellule de grille de 1x1km chevauche une zone Natura2000 sont prises en compte. Chaque observation se voit attribuer une cellule de grille aléatoire basée sur la précision de la localisation rapportée. Par conséquent, le résultat du GAM pour Natura2000 peut donner des résultats légèrement différents après une mise à jour.</i> </p>Pour plus d'informations concernant la méthode utilisée, veuillez consulter <a href=""https://trias-project.github.io/indicators/07_occurrence_indicators_modelling.html"" target = ""_blank"">la documentation des indicateurs TrIAS</a>."
apply_gamOccupancy_description,"<p>Modèle Additif Généralisé (MAG) basé sur la surface occupée par une espèce.</p> 
<p>Ce modèle est basé sur les <a href=""https://doi.org/10.5281/zenodo.3632749"" target=""_blank"">Cubes d’occurrence pour les taxons non indigènes en Belgique et en Europe.</a></p> 
<p>Les points noirs représentent le nombre de cellules de grille occupées par l’espèce chaque année. La ligne de tendance montre le GAM basé sur le degré d’occupation. Les couleurs indiquent le statut d’émergence pour une année spécifique. Les points <b style=""color: green;"">verts</b> indiquent que l’espèce n’est pas émergente, les points <b style=""color: orange;"">oranges</b> indiquent que l’espèce est potentiellement émergente, les points <b style=""color: red;"">rouges</b> indiquent que l’espèce est émergente, et les points <b style=""color: grey;"">gris</b> indiquent que le modèle est inconclusif.</p> 
<p>Ce modèle peut être corrigé en fonction du biais des observateurs<sup>1</sup> et de l’occurrence dans les zones protégées Natura2000<sup>2</sup>.</p> <p><i><sup>1</sup>Le nombre d’observations est corrigé par rapport au nombre d’observations de la classe de l’espèce, par exemple, dans le cas de Cyperus eragrostis (<a href=""https://www.gbif.org/species/2715482"" target = ""_blank"">2715482</a>), les observations d’autres Liliopsida (<a href=""https://www.gbif.org/species/196"" target = ""_blank"">196</a>) sont prises en compte.</i></br> <i><sup>2</sup>Seules les observations dont la cellule de grille 1x1 km chevauche une zone Natura2000 sont prises en compte. Chaque observation est assignée à une cellule de grille aléatoire en fonction de la précision du rapport. Par conséquent, les résultats du GAM pour Natura2000 peuvent légèrement différer après une mise à jour.</i></p> 
<p>Pour plus d’informations sur la méthode utilisée, veuillez consulter les <a href=""https://trias-project.github.io/indicators/07_occurrence_indicators_modelling.html"" target = ""_blank"">indicateurs TrIAS</a></p>"
barplotLenteNesten_description,Le nombre de nids signalés sur vespawatch.be entre le 1er janvier et le 19 mai
countNesten_description,Le nombre de nids signalés sur vespawatch.be par province. </br><em>Dates disponibles jusqu'à {{maxDate}}<em>
indicator_introduction_year_description,"Ce graphique présente une série chronologique du nombre d'espèces exotiques nouvellement introduites en Belgique. Les points indiquent le nombre d'espèces introduites pour une année donnée (si des données sont disponibles), basé sur la date de la première observation de l'espèce, comme indiqué dans la <a href=""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e\"" target=""_blank"">liste de contrôle GRIIS</a>. La tendance générale, ajustée à l'aide d'un modèle LOESS, est représentée en <b style=""color:#356196ff;"">bleu</b>, tandis que la zone <b style=""color:#94a7baff;"">ombrée en bleu</b> indique l'intervalle de confiance à 95%."
indicator_total_year_description,"Ce graphique illustre le nombre cumulatif d'espèces exotiques introduites en Belgique, basé sur leur année de première observation, telle que documentée dans la <a href=""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank"">liste GRIIS</a>."
indicator_native_range_year_description,"<p>Le nombre d'espèces introduites par année de première observation en Belgique et par continent d'origine (ou aire d'origine)</p> 
<p><i>Une subdivision plus détaillée des continents en sous-régions est possible en sélectionnant l'option ""aire d'origine"" dans le menu déroulant du niveau de région.</i></p>"
countOccupancy_description,"<I>ATTENTION : Graphique indépendant des filtres sélectionnés ci-dessus.</I>
<br><br>
Ce graphique affiche le tendance d'occupation (c.-à-d. le pourcentage de cellules de 10 km<sup>2</sup> occupées) en Flandre pour toutes les espèces incluses dans 
<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02016R1141-20220802&from=EN"" target=""_blank""> la liste des espèces d'intérêt de l'Union</a>. 
Pour chaque espèce, l'occupation au moment de son inclusion dans la liste de l'Union est indiquée en 
<span style=""color: #4f7c9bff;"">bleu</span> (Base), tandis que l'occupation pendant la période de rapport triennal la plus récente est représentée en 
<span style=""color: #e87837ff;"">orange</span> (Rapport)."
get_table_pathways_description,Ce tableau montre le nombre d'espèces introduites et (au maximum) cinq exemples par catégorie de voie d'introduction et ses sous-catégories correspondantes
management2_active-mapHeat_description,"Cette carte illustre les endroits où des frelons asiatiques ont été signalées, mais où aucun nid n'a encore été géré avec succès. Les observateurs Vespa peuvent mener des enquêtes à ces endroits.
Les observations sont conservées si elles sont situées à plus de 2 km d'un nid géré avec succès et/ou sont rapportées après une action de gestion réussie. Plus le rouge est intense, plus il y a de notifications à proximité les unes des autres.
Les nids manquants peuvent toujours être signalés sur <a href=""https://vespawatch.be"" target = ""_blank"">vespawatch.be</a>.
</br><em>Dates disponibles jusqu'au {{maxDate}}</em>"
management2_observed-mapHeat_description,Cette carte montre tous les nids et individus de frelons asiatiques signalés en {{maxYear}} via divers canaux. Tous les rapports ne sont pas encore affichés sur cette carte. Bientôt
management2-countYearGroup_description,NA
management3-countYearGroup_description,"<p>Ce graphique montre l'évolution du nombre absolu ou cumulé d'individus gérés.</p> 
<p><i>Le nombre d'individus peut être subdivisé par stade de vie si disponible</i></p>"
observations-mapOccurrence_description,"<p>Carte des observations.</p>
<ul>
<li><p>Les carrés <b style=""color: #000000;"">noirs</b> indiquent des zones de 10 km x 10 km où l’espèce a été observée.<br>
<li>Les carrés <b style=""color: #FF0000;"">rouges</b> rouges marquent des emplacements plus précis de 1 km x 1 km à l’intérieur de ces zones où des observations ont été signalées.</p> 
</ul>
<p>Le graphique en barres joint présente une série chronologique montrant le nombre d’observations par an dans chaque région depuis 1950.</p>"
reporting_t1-mapOccurrence_description,"Carte avec:
<ul>
  <li><b>uniquement t<sub>0</sub>:</b> Grilles de 10 km x 10 km contenant uniquement des observations de l'espèce entre 2000 et l'année de son inscription sur la <a href=""https://environment.ec.europa.eu/topics/nature-and-biodiversity/invasive-alien-species_en"" target=""_blank"">liste des espèces préoccupantes pour l’Union</a>, sans signalements ultérieurs.</li>
  <li><b>uniquement t<sub>1</sub>:</b> Grilles de 10 km x 10 km où l'espèce est apparue pour la première fois au cours du premier cycle de rapport triennal.</li>
  <li><b>t<sub>0</sub> & t<sub>1</sub>:</b> Grilles de 10 km x 10 km où l'espèce est toujours présente.</li>
</ul>"
reporting_t01-mapOccurrence_description,"Carte avec:
<ul>
  <li><b>uniquement t<sub>0</sub>:</b> Grilles de 10 km x 10 km contenant uniquement des observations de l'espèce entre 2000 et l'année de son inscription sur la <a href=""https://environment.ec.europa.eu/topics/nature-and-biodiversity/invasive-alien-species_en"" target=""_blank"">liste des espèces préoccupantes pour l’Union</a>, sans signalements ultérieurs.</li>
  <li><b>uniquement t<sub>1</sub>:</b> Grilles de 10 km x 10 km où l'espèce est apparue pour la première fois au cours du premier cycle de rapport triennal.</li>
  <li><b>t<sub>0</sub> & t<sub>1</sub>:</b> Grilles de 10 km x 10 km où l'espèce est toujours présente.</li>
</ul>"
management-mapOccurrence_description,"<p>Carte et graphiques associés de la distribution spatiale de la gestion réalisée de.
<li>Sur la carte, vous pouvez voir la distribution spatiale pour l'année choisie. 
<li>Sur le graphique en dessous de la carte à gauche, vous pouvez trouver la tendance par région (Flandre, Wallonie et/ou Bruxelles). <li>Sur le graphique en dessous de la carte à droite, la tendance dans la ou les régions sélectionnées est affichée.</p> 

<!DOCTYPE html> <html lang=""fr""> <head> <meta charset=""UTF-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <title>Aperçu du tableau</title> <link href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"" rel=""stylesheet""> <style> .indented { margin-left: 20px; }
details summary {
  list-style: none;
  font-size: 14px;
  color: #c1c443;
  text-decoration: underline;
}

.green-icon {
  color:#c1c443 ;
  font-size: 18px;
  margin-right: 10px;
}

</style> </head> <body> <details> <summary> <i class=""fas fa-angle-double-down green-icon""></i> Plus d'informations </summary> <br> <p>L'<b>unité</b> détermine comment les résultats sont affichés : <ul> 
<li> <b>absolu :</b> Le nombre absolu d'individus gérés 
<li> <b>différence :</b> La différence dans le nombre absolu d'individus gérés d'une année par rapport au nombre absolu d'individus gérés de l'année précédente. Cette valeur est calculée en soustrayant la valeur absolue de l'année de celle de l'année précédente. Cette valeur peut donc être négative. Une valeur positive indique que plus d'individus ont été gérés dans une certaine année par rapport à l'année précédente, une valeur négative indique une diminution du nombre d'individus gérés, tandis qu'un zéro indique le même nombre d'individus gérés. La différence pour la première année de la série temporelle est toujours zéro. 
<li> <b>unité d'effort :</b> Le nombre absolu d'individus gérés divisé par les efforts réalisés. Cela corrige la gestion pour les changements d'effort. L'unité d'effort dépend de la méthode utilisée, mais correspond généralement à 1 piège ou 1 tir par 24 heures. </ul> 
</p> Pour plus d'informations sur l'ajustement des classes, consultez la <a href="""" target=""_blank"">foire aux questions</a> </details> </body> </html>"
management-mapInvasion_description,"<div>
  <p>
    Ces cartes montrent la répartition de l'espèce pour l'année de référence sélectionnée et la comparent avec la répartition des deux périodes précédentes de trois ans.
  </p>

  <p>En tant qu'utilisateur, vous pouvez choisir comment organiser les données d'observation. Voici comment procéder:</p>

  <ol>
    <li>Sélectionnez le bouton <strong>'Edit classes'</strong>.</li>
    <li>Définissez le nombre de catégories dans lesquelles vous souhaitez diviser les observations avec l'option <strong>nBins</strong>.</li>
    <li>
      Choisissez la manière dont les données seront réparties. Vous pouvez choisir entre:
      <ul>
        <li><strong>Répartition personnalisée:</strong> vous définissez vous-même les limites.</li>
        <li><strong>Répartition uniforme:</strong> toutes les catégories ont une répartition égale.</li>
        <li><strong>Répartition par quantiles:</strong> chaque catégorie contient environ le même nombre d'observations.</li>
      </ul>
    </li>
    <li>Donnez un nom à chaque catégorie: rendez l'affichage plus clair en attribuant un nom approprié à chaque groupe.</li>
    <li>Confirmez vos réglages: cliquez sur <strong>'Confirm groups'</strong> pour mettre à jour la carte avec votre nouvelle répartition.</li>
  </ol>
</div>"
risk-mapRaster_description,"Les espèces exotiques envahissantes peuvent potentiellement endommager les écosystèmes, réduire la biodiversité et causer d’autres problèmes aux humains et à la faune. Afin d'atténuer ces problèmes, des recherches sont nécessaires pour déterminer quels sont les risques potentiels et quelles espèces sont les plus susceptibles de poser problème. L'une des techniques que nous utilisons est la modélisation de la répartition des espèces. Ces modèles visent à estimer la répartition potentielle d'une espèce compte tenu des conditions environnementales connues dans lesquelles elle vit actuellement. Dans de tels modèles, nous pouvons également intégrer des scénarios futurs, afin de pouvoir tenir compte du changement climatique dans notre évaluation des risques. </br>Il est peu probable que ces cartes constituent des prédictions précises de la répartition actuelle ou future des espèces,  mais elles constituent néanmoins un guide pour les scientifiques qui effectuent des évaluations des risques. Ils nous aident en indiquant quelles zones pourraient être les plus vulnérables à l’invasion et si le changement climatique est susceptible d’entraîner un plus ou moins grand établissement de l’espèce."
tableIndicators_description,"<p>Ce tableau présente un aperçu de toutes les espèces répertoriées sur le portail des espèces exotiques (= toutes les espèces de la <a href=""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank"">liste de contrôle GRIIS de Belgique</a>). Pour chaque espèce, le tableau comprend des informations sur son statut d'invasion en Belgique tel que documenté dans la liste de contrôle GRIIS. Les colonnes sont décrites ci-dessous : </p>

- <b>Espèce</b> affiche le nom scientifique de l'espèce exotique.<br>
- <b>ID taxonomique GBIF (taxonkey)</b> affiche le taxonkey de l'espèce sur <a href=""https://www.gbif.org/news/EQgUzZ4YA75BSeLs1naI9/belgian-built-gbif-alert-system-wins-the-2023-ebbe-nielsen-challenge"" target=""_blank""> GBIF </a> (le Global Biodiversity Information Facility). Pour en savoir plus sur les clés taxonomiques GBIF, consultez <a href=""https://discourse.gbif.org/t/understanding-gbif-taxonomic-keys-usagekey-taxonkey-specieskey/3045"" target=""_blank""> cette page. </a><br>
- <b>Année de dernière observation</b> indique l'année la plus récente où l'espèce a été observée en Belgique. Cela est basé soit sur la dernière année d'observation indiquée dans la liste de contrôle GRIIS, soit (lorsqu'elle est disponible) sur une observation géoréférencée plus récente de l'espèce rapportée sur GBIF.<br>
- <b>Habitat</b> répertorie les types d'habitats dans lesquels l'espèce se trouve typiquement, comme indiqué dans la liste de contrôle GRIIS.<br>
- <b>Source</b> indique la liste de contrôle initiale qui a servi de base pour inclure l'espèce dans la liste de contrôle GRIIS.<br>
- <b>Année de première observation</b> indique la première année où l'espèce a été observée en Belgique (par région), comme documenté dans la liste de contrôle GRIIS.<br>
- <b>Degré d'établissement</b> indique le degré d'établissement de l'espèce en Belgique, tel qu'indiqué dans la liste de contrôle GRIIS. ""NA"" signifie que cette information n'était pas disponible dans la liste de contrôle GRIIS pour l'espèce respective.<br>
- <b>Voies d'introduction</b> affiche les voies d'introduction de l'espèce en Belgique, comme spécifié dans la liste de contrôle GRIIS.<br>
- <b>Plus</b> Indique si des informations supplémentaires sont disponibles sur l'espèce (à l'aide d'icônes) : <br>"
tableNesten_description,Le nombre de nids signalés sur vespawatch.be par province. </br><em>Dates disponibles jusqu'à {{maxDate}}<em>
visualize_pathways_level1_description,"Ce graphique montre le nombre de taxons introduits par catégorie de voie d'introduction <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, niveau 1</a>)</i>."
visualize_pathways_year_level1_description,"<p>Ce graphique montre les tendances du nombre de taxons introduits par catégorie de voie d'introduction <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, niveau 1</a>)</i>.
<p>Les taxons sont regroupés par décennie en fonction de leur année de première observation, telle que spécifiée dans la <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> liste de contrôle GRIIS de Belgique</a>.
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> Un même taxon peut être introduit par le biais de plusieurs catégories de voies d'introduction, un taxon peut donc être inclus plus d'une fois dans ce graphique. Cela signifie que la somme du ""nombre de taxons introduits par catégorie de voie d'introduction"" peut être supérieure au ""nombre de taxons""</i>."
visualize_pathways_level2_description,"<p>Ce graphique montre le nombre de taxons introduits par sous-catégorie de voie d'introduction <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, niveau 2</a>)</i>.</p>
<p></p>
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> Ce graphique ne peut afficher que les sous-catégories d'une seule catégorie de voie d'introduction. Veuillez sélectionner une catégorie en utilisant le filtre en haut de cette page</i>.</p>"
visualize_pathways_year_level2_description,"<p>Ce graphique montre les tendances du nombre de taxons introduits par sous-catégorie de voie d'introduction <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, niveau 2</a>)</i></p>
<p>Les taxons sont regroupés par décennie en fonction de leur année de première observation, telle que spécifiée dans la <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> liste de contrôle GRIIS de Belgique</a>.</p>
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> Ce graphique ne peut afficher que les sous-catégories d'une seule catégorie de voie d'introduction. Veuillez sélectionner une catégorie en utilisant le filtre en haut de cette page</i>.</p>
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> Un même taxon peut être introduit par le biais de plusieurs sous-catégories de voies d'introduction, un taxon peut donc être inclus plus d'une fois dans ce graphique. Cela signifie que la somme du ""nombre de taxons introduits par catégorie de voie d'introduction"" peut être supérieure au ""nombre de taxons""</i>.</p>"
welcomeTitle_description,Sur cette page
occupancy_description,Surface occupée par une espèce
checklist-welcome_description,"Sur cette page, vous trouverez des tableaux et des graphiques basés sur la <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> checklist GRIIS de Belgique</a>."
species-welcome_description,"<p style=""text-align: center;"">
Sur cette page, vous trouverez des graphiques interactifs et des tendances pour des espèces individuelles, que vous pouvez sélectionner via le menu déroulant ci-dessous. Par défaut, les données sont affichées pour l'ensemble de la Belgique, mais vous pouvez également sélectionner une ou plusieurs régions spécifiques pour une vue plus personnalisée. Notre principale source de données est <a href=""https://www.gbif.org"" target=""_blank"">GBIF.org</a>, complétée par d'autres ensembles de données lorsque cela est pertinent.
</p>"
confirm_language_change_title,Change language
confirm_language_change_description,Voulez-vous vraiment changer la langue de l'application ? Cela entraînera la perte des paramètres des graphiques et des tableaux.
