eventID,locationID,lat_Y,long_X,lifeStage,year,species,gemeente,provincie,gewest,individualCount,n_fuiken
Fish_passage_2024-07-09_2024-07-10,Fish passage,50.758028,2.855222,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,37,4
Fish_passage_2024-07-31_2024-08-01,Fish passage,50.758028,2.855222,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,18,3
Fish_passage_2024-07-31_2024-08-01,Fish passage,50.758028,2.855222,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,3
Fish_passage_2024-07-31_2024-08-01,Fish passage,50.758028,2.855222,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,17,3
Fish_passage_2024-08-01_2024-08-02,Fish passage,50.758028,2.855222,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,9,3
Fish_passage_2024-08-01_2024-08-02,Fish passage,50.758028,2.855222,larvae,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,3
Fish_passage_2024-08-01_2024-08-02,Fish passage,50.758028,2.855222,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,12,3
Fish_passage_2024-08-20_2024-08-21,Fish passage,50.758028,2.855222,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,14,4
Fish_passage_2024-08-20_2024-08-21,Fish passage,50.758028,2.855222,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
Fish_passage_2024-08-20_2024-08-21,Fish passage,50.758028,2.855222,larvae,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,4
Fish_passage_2024-08-20_2024-08-21,Fish passage,50.758028,2.855222,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,25,4
Fish_passage_2024-09-10_2024-09-11,Fish passage,50.758028,2.855222,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,35,4
Fish_passage_2024-09-10_2024-09-11,Fish passage,50.758028,2.855222,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,4,4
Fish_passage_2024-09-10_2024-09-11,Fish passage,50.758028,2.855222,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,13,4
Fish_passage_2024-10-10_2024-10-11,Fish passage,50.758028,2.855222,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,6,2
Fish_passage_2024-10-10_2024-10-11,Fish passage,50.758028,2.855222,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,8,2
Fish_passage_2024-10-10_2024-10-11,Fish passage,50.758028,2.855222,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,2
Fish_passage_2024-11-14_2024-11-15,Fish passage,50.758028,2.855222,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,4
Stuiversbeek_2025-08-11_2025-08-12,Stuiversbeek,50.764194,2.858778,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,4,5
Stuiversbeek_2025-08-11_2025-08-12,Stuiversbeek,50.764194,2.858778,eggs,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,35,5
Stuiversbeek_2025-08-12_2025-08-13,Stuiversbeek,50.764194,2.858778,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,5
p10a_2025-09-01_2025-09-02,p10a,50.760791,2.874245,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,6
p10a_2025-09-02_2025-09-03,p10a,50.760791,2.874245,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,6
p12e_2024-04-02_2024-04-04,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2024-04-02_2024-04-04,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,10,4
p12e_2024-04-02_2024-04-04,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2024-05-06_2024-05-07,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,1
p12e_2024-05-07_2024-05-08,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,1
p12e_2024-05-07_2024-05-08,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,1
p12e_2024-05-07_2024-05-08,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,1
p12e_2024-05-21_2024-05-22,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,1
p12e_2024-05-21_2024-05-22,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,5,1
p12e_2024-05-21_2024-05-22,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,1
p12e_2024-05-22_2024-05-23,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,1
p12e_2024-05-22_2024-05-23,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,1
p12e_2024-05-22_2024-05-23,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,1
p12e_2024-05-23_2024-05-24,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,3
p12e_2024-05-23_2024-05-24,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,14,3
p12e_2024-05-23_2024-05-24,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,6,3
p12e_2024-06-12_2024-06-13,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,1
p12e_2024-06-12_2024-06-13,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,1
p12e_2024-06-12_2024-06-13,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,7,1
p12e_2024-06-13_2024-06-14,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,5,1
p12e_2024-06-13_2024-06-14,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,10,1
p12e_2024-06-13_2024-06-14,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,11,1
p12e_2024-07-08_2024-07-09,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,50,4
p12e_2024-07-08_2024-07-09,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p12e_2024-07-08_2024-07-09,p12e,50.756722,2.918278,larvae,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2024-07-08_2024-07-09,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,35,4
p12e_2024-07-09_2024-07-10,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,25,4
p12e_2024-07-09_2024-07-10,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2024-07-09_2024-07-10,p12e,50.756722,2.918278,larvae,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2024-07-09_2024-07-10,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,27,4
p12e_2024-07-31_2024-08-01,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,36,3
p12e_2024-07-31_2024-08-01,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,3
p12e_2024-07-31_2024-08-01,p12e,50.756722,2.918278,larvae,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,3
p12e_2024-07-31_2024-08-01,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,10,3
p12e_2024-08-01_2024-08-02,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,8,3
p12e_2024-08-01_2024-08-02,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,3
p12e_2024-08-01_2024-08-02,p12e,50.756722,2.918278,larvae,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,118,3
p12e_2024-08-01_2024-08-02,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,3
p12e_2024-08-19_2024-08-20,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,4
p12e_2024-08-19_2024-08-20,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,6,4
p12e_2024-08-19_2024-08-20,p12e,50.756722,2.918278,larvae,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,10,4
p12e_2024-08-20_2024-08-21,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2024-08-20_2024-08-21,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,7,4
p12e_2024-08-20_2024-08-21,p12e,50.756722,2.918278,larvae,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,9,4
p12e_2024-08-20_2024-08-21,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2024-09-10_2024-09-11,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,8,4
p12e_2024-09-10_2024-09-11,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,18,4
p12e_2024-09-10_2024-09-11,p12e,50.756722,2.918278,larvae,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2024-09-10_2024-09-11,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,5,4
p12e_2024-10-10_2024-10-11,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,3
p12e_2024-10-10_2024-10-11,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,9,3
p12e_2024-10-10_2024-10-11,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,3
p12e_2024-10-30_2024-10-31,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,2
p12e_2024-10-30_2024-10-31,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,8,2
p12e_2024-10-30_2024-10-31,p12e,50.756722,2.918278,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,2
p12e_2024-11-13_2024-11-14,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2024-11-14_2024-11-15,p12e,50.756722,2.918278,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2024-11-14_2024-11-15,p12e,50.756722,2.918278,juvenile,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2025-03-04_2025-03-05,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,3
p12e_2025-03-04_2025-03-05,p12e,50.756722,2.918278,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,3
p12e_2025-03-05_2025-03-06,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,3
p12e_2025-03-05_2025-03-06,p12e,50.756722,2.918278,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,3
p12e_2025-04-16_2025-04-17,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-04-16_2025-04-17,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-04-17_2025-04-18,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-04-28_2025-04-29,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p12e_2025-04-28_2025-04-29,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,27,4
p12e_2025-04-28_2025-04-29,p12e,50.756722,2.918278,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p12e_2025-04-29_2025-04-30,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p12e_2025-04-29_2025-04-30,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,15,4
p12e_2025-04-29_2025-04-30,p12e,50.756722,2.918278,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-05-20_2025-05-21,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2025-05-20_2025-05-21,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,20,4
p12e_2025-05-20_2025-05-21,p12e,50.756722,2.918278,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-05-21_2025-05-22,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,9,4
p12e_2025-05-21_2025-05-22,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2025-06-10_2025-06-11,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,7,4
p12e_2025-06-10_2025-06-11,p12e,50.756722,2.918278,eggs,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-06-10_2025-06-11,p12e,50.756722,2.918278,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2025-06-11_2025-06-12,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2025-06-11_2025-06-12,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-06-11_2025-06-12,p12e,50.756722,2.918278,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-07-02_2025-07-03,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,9,4
p12e_2025-07-02_2025-07-03,p12e,50.756722,2.918278,larvae,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,5,4
p12e_2025-07-02_2025-07-03,p12e,50.756722,2.918278,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,4
p12e_2025-07-03_2025-07-04,p12e,50.756722,2.918278,larvae,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-07-22_2025-07-23,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,6,4
p12e_2025-07-22_2025-07-23,p12e,50.756722,2.918278,larvae,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p12e_2025-07-23_2025-07-24,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-07-23_2025-07-24,p12e,50.756722,2.918278,eggs,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,100,4
p12e_2025-08-11_2025-08-12,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p12e_2025-08-11_2025-08-12,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-08-11_2025-08-12,p12e,50.756722,2.918278,larvae,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-08-12_2025-08-13,p12e,50.756722,2.918278,eggs,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,30,4
p12e_2025-08-12_2025-08-13,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,4
p12e_2025-08-12_2025-08-13,p12e,50.756722,2.918278,larvae,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-09-02_2025-09-03,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,3
p12e_2025-09-03_2025-09-04,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,4,4
p12e_2025-09-03_2025-09-04,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-09-22_2025-09-23,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-09-22_2025-09-23,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,16,4
p12e_2025-09-23_2025-09-24,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p12e_2025-09-23_2025-09-24,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,6,4
p12e_2025-10-21_2025-10-22,p12e,50.756722,2.918278,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p12e_2025-10-21_2025-10-22,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,14,4
p12e_2025-10-22_2025-10-23,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,12,4
p12e_2025-11-17_2025-11-18,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p12e_2025-11-18_2025-11-19,p12e,50.756722,2.918278,juvenile,2025,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p18b_2025-09-15_2025-09-16,p18b,50.767674,2.881748,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,6
p18c_2025-09-29_2025-09-30,p18c,50.769927,2.879769,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,4,5
p18c_2025-09-29_2025-09-30,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,29,5
p18c_2025-09-29_2025-09-30,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,5,5
p18c_2025-09-30_2025-10-01,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,46,5
p18c_2025-09-30_2025-10-01,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,5
p18c_2025-10-01_2025-10-02,p18c,50.769927,2.879769,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,5
p18c_2025-10-01_2025-10-02,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,31,5
p18c_2025-10-01_2025-10-02,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,5
p18c_2025-10-02_2025-10-03,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,20,5
p18c_2025-10-02_2025-10-03,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,9,5
p18c_2025-10-06_2025-10-07,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,9,5
p18c_2025-10-06_2025-10-07,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,5
p18c_2025-10-07_2025-10-08,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,8,4
p18c_2025-10-07_2025-10-08,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,4
p18c_2025-10-08_2025-10-09,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,10,5
p18c_2025-10-08_2025-10-09,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,8,5
p18c_2025-10-09_2025-10-10,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,5
p18c_2025-10-09_2025-10-10,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,8,5
p18c_2025-10-21_2025-10-22,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,7,5
p18c_2025-10-21_2025-10-22,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,5
p18c_2025-10-22_2025-10-23,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,4,5
p18c_2025-10-22_2025-10-23,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,5,5
p18c_2025-11-17_2025-11-18,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,7,5
p18c_2025-11-17_2025-11-18,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,5
p18c_2025-11-18_2025-11-19,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,5
p18c_2025-11-18_2025-11-19,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,5
p18c_2025-11-19_2025-11-20,p18c,50.769927,2.879769,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,5
p18c_2025-11-19_2025-11-20,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,10,5
p18c_2025-11-20_2025-11-21,p18c,50.769927,2.879769,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,11,5
p38b_2024-04-03_2024-04-05,p38b,50.760472,2.810306,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p38b_2024-04-03_2024-04-05,p38b,50.760472,2.810306,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p38b_2025-09-08_2025-09-09,p38b,50.760472,2.810306,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,3
p38b_2025-09-08_2025-09-12,p38b,50.760472,2.810306,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,12
p41a_2024-04-03_2024-04-05,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,96,10
p41a_2024-04-03_2024-04-05,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,10
